score,conf
-0.034985602,-0.034985602
-0.034985602,-0.034985602
-0.034985602,-0.034985602
-0.034985602,-0.034985602
-0.034985602,-0.034985602
-0.034985602,-0.034985602
-0.034985602,-0.034985602
-0.034985602,-0.034985602
-0.034985602,-0.034985602
-0.034985602,-0.034985602
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.06646172,0.06646172
0.22257991,0.22257991
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
0.20720127,0.20720127
