,triad_01_MG_P1P2,triad_01_MG_P1P3,triad_01_MG_P2P3,triad_01_seconds_interaction,triad_03_MG_P1P2,triad_03_MG_P1P3,triad_03_MG_P2P3,triad_03_seconds_interaction,triad_04_MG_P1P2,triad_04_MG_P1P3,triad_04_MG_P2P3,triad_04_seconds_interaction,triad_05_MG_P1P2,triad_05_MG_P1P3,triad_05_MG_P2P3,triad_05_seconds_interaction,triad_06_MG_P1P2,triad_06_MG_P1P3,triad_06_MG_P2P3,triad_06_seconds_interaction,triad_07_MG_P1P2,triad_07_MG_P1P3,triad_07_MG_P2P3,triad_07_seconds_interaction,triad_08_MG_P1P2,triad_08_MG_P1P3,triad_08_MG_P2P3,triad_08_seconds_interaction,triad_09_MG_P1P2,triad_09_MG_P1P3,triad_09_MG_P2P3,triad_09_seconds_interaction,triad_02_MG_P1P2,triad_02_MG_P1P3,triad_02_MG_P2P3,triad_02_seconds_interaction,triad_11_MG_P1P2,triad_11_MG_P1P3,triad_11_MG_P2P3,triad_11_seconds_interaction,triad_10_MG_P1P2,triad_10_MG_P1P3,triad_10_MG_P2P3,triad_10_seconds_interaction,triad_14_MG_P1P2,triad_14_MG_P1P3,triad_14_MG_P2P3,triad_14_seconds_interaction,triad_12_MG_P1P2,triad_12_MG_P1P3,triad_12_MG_P2P3,triad_12_seconds_interaction,triad_13_MG_P1P2,triad_13_MG_P1P3,triad_13_MG_P2P3,triad_13_seconds_interaction
4313,0,0,0,34.784,0.0,0.0,0.0,28.685,0.0,0.0,0.0,28.87,0.0,0.0,0.0,27.129,0.0,0.0,0.0,7.219,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.027,0.0,0.0,0.0,63.809,0.0,0.0,0.0,43.376,0.0,0.0,0.0,18.085,0.0,0.0,0.0,1.123,0.0,0.0,0.0,30.987
4314,0,0,0,34.797,0.0,0.0,0.0,28.706,0.0,0.0,0.0,28.882,0.0,0.0,0.0,27.145,0.0,0.0,0.0,7.24,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.028,0.0,0.0,0.0,63.827,0.0,0.0,0.0,43.395,0.0,0.0,0.0,18.1,0.0,0.0,0.0,1.124,0.0,0.0,0.0,31.009
4315,0,0,0,34.809,0.0,0.0,0.0,28.73,0.0,0.0,0.0,28.9,0.0,0.0,0.0,27.163,0.0,0.0,0.0,7.259,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.046,0.0,0.0,0.0,63.846,0.0,0.0,0.0,43.412,0.0,0.0,0.0,18.112,0.0,0.0,0.0,1.141,0.0,0.0,0.0,31.033
4316,0,0,0,34.829,0.0,0.0,0.0,28.731,0.0,0.0,0.0,28.912,0.0,0.0,0.0,27.178,0.0,0.0,0.0,7.278,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.064,0.0,0.0,0.0,63.866,0.0,0.0,0.0,43.413,0.0,0.0,0.0,18.126,0.0,0.0,0.0,1.158,0.0,0.0,0.0,31.053
4317,0,0,0,34.842,0.0,0.0,0.0,28.749,0.0,0.0,0.0,28.923,0.0,0.0,0.0,27.196,0.0,0.0,0.0,7.299,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.082,0.0,0.0,0.0,63.886,0.0,0.0,0.0,43.43,0.0,0.0,0.0,18.144,0.0,0.0,0.0,1.162,0.0,0.0,0.0,31.077
4318,0,0,0,34.855,0.0,0.0,0.0,28.767,0.0,0.0,0.0,28.935,0.0,0.0,0.0,27.211,0.0,0.0,0.0,7.315,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.106,0.0,0.0,0.0,63.904,0.0,0.0,0.0,43.447,0.0,0.0,0.0,18.17,0.0,0.0,0.0,1.184,0.0,0.0,0.0,31.098
4319,0,0,0,34.867,0.0,0.0,0.0,28.787,0.0,0.0,0.0,28.948,0.0,0.0,0.0,27.212,0.0,0.0,0.0,7.331,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.107,0.0,0.0,0.0,63.927,0.0,0.0,0.0,43.448,0.0,0.0,0.0,18.183,0.0,0.0,0.0,1.202,0.0,0.0,0.0,31.116
4320,0,0,0,34.88,0.0,0.0,0.0,28.806,0.0,0.0,0.0,28.959,0.0,0.0,0.0,27.229,0.0,0.0,0.0,7.332,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.132,0.0,0.0,0.0,63.946,0.0,0.0,0.0,43.465,0.0,0.0,0.0,18.195,0.0,0.0,0.0,1.22,0.0,0.0,0.0,31.141
4321,0,0,0,34.893,0.0,0.0,0.0,28.825,0.0,0.0,0.0,28.96,0.0,0.0,0.0,27.245,0.0,0.0,0.0,7.347,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.15,0.0,0.0,0.0,63.965,0.0,0.0,0.0,43.483,0.0,0.0,0.0,18.221,0.0,0.0,0.0,1.238,0.0,0.0,0.0,31.164
4322,0,0,0,34.906,0.0,0.0,0.0,28.843,0.0,0.0,0.0,28.972,0.0,0.0,0.0,27.262,0.0,0.0,0.0,7.366,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.172,0.0,0.0,0.0,63.984,0.0,0.0,0.0,43.484,0.0,0.0,0.0,18.234,0.0,0.0,0.0,1.257,0.0,0.0,0.0,31.165
4323,0,0,0,34.92,0.0,0.0,0.0,28.86,0.0,0.0,0.0,28.983,0.0,0.0,0.0,27.278,0.0,0.0,0.0,7.389,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.173,0.0,0.0,0.0,64.004,0.0,0.0,0.0,43.5,0.0,0.0,0.0,18.247,0.0,0.0,0.0,1.258,0.0,0.0,0.0,31.187
4324,0,0,0,34.933,0.0,0.0,0.0,28.861,0.0,0.0,0.0,28.984,0.0,0.0,0.0,27.295,0.0,0.0,0.0,7.403,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.196,0.0,0.0,0.0,64.023,0.0,0.0,0.0,43.53,0.0,0.0,0.0,18.267,0.0,0.0,0.0,1.286,0.0,0.0,0.0,31.198
4325,0,0,0,34.951,0.0,0.0,0.0,28.88,0.0,0.0,0.0,29.002,0.0,0.0,0.0,27.311,0.0,0.0,0.0,7.421,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.197,0.0,0.0,0.0,64.043,0.0,0.0,0.0,43.548,0.0,0.0,0.0,18.281,0.0,0.0,0.0,1.287,0.0,1.0,0.0,31.218
4326,0,0,0,34.965,0.0,0.0,0.0,28.902,0.0,0.0,0.0,29.013,0.0,0.0,0.0,27.312,0.0,0.0,0.0,7.439,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.215,0.0,0.0,0.0,64.062,0.0,0.0,0.0,43.565,0.0,0.0,0.0,18.306,0.0,0.0,0.0,1.306,0.0,1.0,0.0,31.244
4327,0,0,0,34.978,0.0,0.0,0.0,28.925,0.0,0.0,0.0,29.033,0.0,0.0,0.0,27.328,0.0,0.0,0.0,7.458,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.216,0.0,0.0,0.0,64.087,0.0,0.0,0.0,43.583,0.0,0.0,0.0,18.318,0.0,0.0,0.0,1.307,0.0,1.0,0.0,31.269
4328,0,0,0,34.991,0.0,0.0,0.0,28.934,0.0,0.0,0.0,29.046,0.0,0.0,0.0,27.345,0.0,0.0,0.0,7.478,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.234,0.0,0.0,0.0,64.107,0.0,0.0,0.0,43.6,0.0,0.0,0.0,18.331,0.0,0.0,0.0,1.326,0.0,1.0,0.0,31.289
4329,0,0,0,35.003,0.0,0.0,0.0,28.952,0.0,0.0,0.0,29.061,0.0,0.0,0.0,27.361,0.0,0.0,0.0,7.496,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.252,0.0,0.0,0.0,64.139,0.0,0.0,0.0,43.617,0.0,0.0,0.0,18.356,0.0,0.0,0.0,1.346,0.0,1.0,0.0,31.307
4330,0,0,0,35.019,0.0,0.0,0.0,28.969,0.0,0.0,0.0,29.062,0.0,0.0,0.0,27.379,0.0,0.0,0.0,7.513,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.272,0.0,0.0,0.0,64.157,0.0,0.0,0.0,43.634,0.0,0.0,0.0,18.368,0.0,0.0,0.0,1.347,0.0,1.0,0.0,31.325
4331,0,0,0,35.035,0.0,0.0,0.0,28.97,0.0,0.0,0.0,29.076,0.0,0.0,0.0,27.395,0.0,0.0,0.0,7.53,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.273,0.0,0.0,0.0,64.158,0.0,0.0,0.0,43.652,0.0,0.0,0.0,18.381,0.0,0.0,0.0,1.356,0.0,1.0,0.0,31.352
4332,0,0,0,35.051,0.0,0.0,0.0,28.991,0.0,0.0,0.0,29.088,0.0,0.0,0.0,27.412,0.0,0.0,0.0,7.546,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.292,0.0,0.0,0.0,64.185,0.0,0.0,0.0,43.673,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1.357,0.0,1.0,0.0,31.353
4333,0,0,0,35.052,0.0,0.0,0.0,29.013,0.0,0.0,0.0,29.1,0.0,0.0,0.0,27.433,0.0,0.0,0.0,7.566,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.31,0.0,0.0,0.0,64.203,0.0,0.0,0.0,43.691,0.0,0.0,0.0,18.425,0.0,0.0,0.0,1.383,0.0,1.0,0.0,31.376
4334,0,0,0,35.066,0.0,0.0,0.0,29.014,0.0,0.0,0.0,29.109,0.0,0.0,0.0,27.447,0.0,0.0,0.0,7.583,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.311,0.0,0.0,0.0,64.222,0.0,0.0,0.0,43.709,0.0,0.0,0.0,18.438,0.0,0.0,0.0,1.384,0.0,1.0,0.0,31.4
4335,0,0,0,35.085,0.0,0.0,0.0,29.031,0.0,0.0,0.0,29.121,0.0,0.0,0.0,27.448,0.0,0.0,0.0,7.599,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.329,0.0,0.0,0.0,64.245,0.0,0.0,0.0,43.727,0.0,0.0,0.0,18.451,0.0,0.0,0.0,1.402,0.0,1.0,0.0,31.421
4336,0,0,0,35.103,0.0,0.0,0.0,29.048,0.0,0.0,0.0,29.133,0.0,0.0,0.0,27.462,0.0,0.0,0.0,7.615,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.33,0.0,0.0,0.0,64.267,0.0,0.0,0.0,43.744,0.0,0.0,0.0,18.476,0.0,0.0,0.0,1.403,0.0,1.0,0.0,31.422
4337,0,0,0,35.104,0.0,0.0,0.0,29.049,0.0,0.0,0.0,29.145,0.0,0.0,0.0,27.478,0.0,0.0,0.0,7.633,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.351,0.0,0.0,0.0,64.285,0.0,0.0,0.0,43.761,0.0,0.0,0.0,18.488,0.0,0.0,0.0,1.423,0.0,1.0,0.0,31.44
4338,0,0,0,35.118,0.0,0.0,0.0,29.065,0.0,0.0,0.0,29.156,0.0,0.0,0.0,27.496,0.0,0.0,0.0,7.634,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.369,0.0,0.0,0.0,64.305,0.0,0.0,0.0,43.778,0.0,0.0,0.0,18.5,0.0,0.0,0.0,1.424,0.0,1.0,0.0,31.465
4339,0,0,0,35.132,0.0,0.0,0.0,29.089,0.0,0.0,0.0,29.168,0.0,0.0,0.0,27.512,0.0,0.0,0.0,7.655,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.37,0.0,0.0,0.0,64.323,0.0,0.0,0.0,43.797,0.0,0.0,0.0,18.514,0.0,0.0,0.0,1.448,0.0,1.0,0.0,31.487
4340,0,0,0,35.153,0.0,0.0,0.0,29.106,0.0,0.0,0.0,29.179,0.0,0.0,0.0,27.529,0.0,0.0,0.0,7.671,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.389,0.0,0.0,0.0,64.345,0.0,0.0,0.0,43.798,0.0,0.0,0.0,18.546,0.0,0.0,0.0,1.449,0.0,0.0,0.0,31.488
4341,0,0,0,35.154,0.0,0.0,0.0,29.107,0.0,0.0,0.0,29.199,0.0,0.0,0.0,27.545,0.0,0.0,0.0,7.689,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.407,0.0,0.0,0.0,64.364,0.0,0.0,0.0,43.815,0.0,0.0,0.0,18.559,0.0,0.0,0.0,1.471,0.0,0.0,0.0,31.509
4342,0,0,0,35.167,0.0,0.0,0.0,29.124,0.0,0.0,0.0,29.2,0.0,0.0,0.0,27.554,0.0,0.0,0.0,7.707,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.408,0.0,0.0,0.0,64.384,0.0,0.0,0.0,43.832,0.0,0.0,0.0,18.571,0.0,0.0,0.0,1.472,0.0,0.0,0.0,31.529
4343,0,0,0,35.184,0.0,0.0,0.0,29.142,0.0,0.0,0.0,29.211,0.0,0.0,0.0,27.569,0.0,0.0,0.0,7.725,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.431,0.0,0.0,0.0,64.402,0.0,0.0,0.0,43.85,0.0,0.0,0.0,18.596,0.0,0.0,0.0,1.505,0.0,0.0,0.0,31.547
4344,0,0,0,35.185,0.0,0.0,0.0,29.143,0.0,0.0,0.0,29.223,0.0,0.0,0.0,27.573,0.0,0.0,0.0,7.744,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.432,0.0,0.0,0.0,64.422,0.0,0.0,0.0,43.874,0.0,0.0,0.0,18.609,0.0,0.0,0.0,1.506,0.0,0.0,0.0,31.573
4345,0,0,0,35.198,0.0,0.0,0.0,29.16,0.0,0.0,0.0,29.234,0.0,0.0,0.0,27.587,0.0,0.0,0.0,7.762,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.453,0.0,0.0,0.0,64.441,0.0,0.0,0.0,43.897,0.0,0.0,0.0,18.623,0.0,0.0,0.0,1.525,0.0,0.0,0.0,31.574
4346,0,0,0,35.199,0.0,0.0,0.0,29.177,0.0,0.0,0.0,29.235,0.0,0.0,0.0,27.601,0.0,0.0,0.0,7.78,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.454,0.0,0.0,0.0,64.461,0.0,0.0,0.0,43.915,0.0,0.0,0.0,18.636,0.0,0.0,0.0,1.526,0.0,0.0,0.0,31.593
4347,0,0,0,35.212,0.0,0.0,0.0,29.195,0.0,0.0,0.0,29.247,0.0,0.0,0.0,27.616,0.0,0.0,0.0,7.797,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.475,0.0,0.0,0.0,64.483,0.0,0.0,0.0,43.933,0.0,0.0,0.0,18.657,0.0,0.0,0.0,1.547,0.0,0.0,0.0,31.611
4348,0,0,0,35.225,0.0,0.0,0.0,29.212,0.0,0.0,0.0,29.262,0.0,0.0,0.0,27.63,0.0,0.0,0.0,7.813,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.498,0.0,0.0,0.0,64.502,0.0,0.0,0.0,43.95,0.0,0.0,0.0,18.669,0.0,0.0,0.0,1.548,0.0,0.0,0.0,31.629
4349,0,0,0,35.239,0.0,0.0,0.0,29.213,0.0,0.0,0.0,29.278,0.0,0.0,0.0,27.645,0.0,0.0,0.0,7.833,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.499,0.0,0.0,0.0,64.52,0.0,0.0,0.0,43.968,0.0,0.0,0.0,18.689,0.0,0.0,0.0,1.568,0.0,0.0,0.0,31.648
4350,0,0,0,35.249,0.0,0.0,0.0,29.23,0.0,0.0,0.0,29.29,0.0,0.0,0.0,27.662,0.0,0.0,0.0,7.85,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.523,0.0,0.0,0.0,64.538,0.0,0.0,0.0,43.986,0.0,0.0,0.0,18.715,0.0,0.0,0.0,1.569,0.0,0.0,0.0,31.681
4351,0,0,0,35.263,0.0,0.0,0.0,29.247,0.0,0.0,0.0,29.302,0.0,0.0,0.0,27.678,0.0,0.0,0.0,7.866,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.524,0.0,0.0,0.0,64.557,0.0,0.0,0.0,44.004,0.0,0.0,0.0,18.727,0.0,0.0,0.0,1.589,0.0,0.0,0.0,31.682
4352,0,0,0,35.28,0.0,0.0,0.0,29.248,0.0,0.0,0.0,29.303,0.0,0.0,0.0,27.695,0.0,0.0,0.0,7.867,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.54,0.0,0.0,0.0,64.577,0.0,0.0,0.0,44.021,0.0,0.0,0.0,18.74,0.0,0.0,0.0,1.59,0.0,0.0,0.0,31.7
4353,0,0,0,35.296,0.0,0.0,0.0,29.265,0.0,0.0,0.0,29.321,0.0,0.0,0.0,27.711,0.0,0.0,0.0,7.884,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.541,0.0,0.0,0.0,64.595,0.0,0.0,0.0,44.039,0.0,0.0,0.0,18.755,0.0,0.0,0.0,1.594,0.0,0.0,0.0,31.718
4354,0,0,0,35.309,0.0,0.0,0.0,29.282,0.0,0.0,0.0,29.333,0.0,0.0,0.0,27.712,0.0,0.0,0.0,7.9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.558,0.0,0.0,0.0,64.615,0.0,0.0,0.0,44.04,0.0,0.0,0.0,18.769,0.0,0.0,0.0,1.612,0.0,0.0,0.0,31.736
4355,0,0,0,35.324,0.0,0.0,0.0,29.302,0.0,0.0,0.0,29.345,0.0,0.0,0.0,27.728,0.0,0.0,0.0,7.922,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.574,0.0,0.0,0.0,64.641,0.0,0.0,0.0,44.057,0.0,0.0,0.0,18.789,0.0,0.0,0.0,1.629,0.0,0.0,0.0,31.759
4356,0,0,0,35.325,0.0,0.0,0.0,29.319,0.0,0.0,0.0,29.356,0.0,0.0,0.0,27.746,0.0,0.0,0.0,7.939,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.593,0.0,0.0,0.0,64.66,0.0,0.0,0.0,44.077,0.0,0.0,0.0,18.802,0.0,0.0,0.0,1.647,0.0,0.0,0.0,31.785
4357,0,0,0,35.338,0.0,0.0,0.0,29.337,0.0,0.0,0.0,29.368,0.0,0.0,0.0,27.761,0.0,0.0,0.0,7.954,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.612,0.0,0.0,0.0,64.678,0.0,0.0,0.0,44.098,0.0,0.0,0.0,18.824,0.0,0.0,0.0,1.667,0.0,0.0,0.0,31.805
4358,0,0,0,35.351,0.0,0.0,0.0,29.354,0.0,0.0,0.0,29.369,0.0,0.0,0.0,27.778,0.0,0.0,0.0,7.97,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.636,0.0,0.0,0.0,64.701,0.0,0.0,0.0,44.102,0.0,0.0,0.0,18.849,0.0,0.0,0.0,1.689,0.0,0.0,0.0,31.824
4359,0,0,0,35.364,0.0,0.0,0.0,29.373,0.0,0.0,0.0,29.388,0.0,0.0,0.0,27.795,0.0,0.0,0.0,7.989,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.637,0.0,0.0,0.0,64.719,0.0,0.0,0.0,44.12,0.0,0.0,0.0,18.862,0.0,0.0,0.0,1.69,0.0,0.0,0.0,31.843
4360,0,0,0,35.385,0.0,0.0,0.0,29.392,0.0,0.0,0.0,29.389,0.0,0.0,0.0,27.812,0.0,0.0,0.0,8.011,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.654,0.0,0.0,0.0,64.738,0.0,0.0,0.0,44.137,0.0,0.0,0.0,18.882,0.0,0.0,0.0,1.715,0.0,0.0,0.0,31.862
4361,0,0,0,35.398,0.0,0.0,0.0,29.41,0.0,0.0,0.0,29.401,0.0,0.0,0.0,27.829,0.0,0.0,0.0,8.026,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.672,0.0,0.0,0.0,64.756,0.0,0.0,0.0,44.163,0.0,0.0,0.0,18.895,0.0,0.0,0.0,1.733,0.0,0.0,0.0,31.888
4362,0,0,0,35.411,0.0,0.0,0.0,29.411,0.0,0.0,0.0,29.413,0.0,0.0,0.0,27.845,0.0,0.0,0.0,8.031,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.694,0.0,0.0,0.0,64.778,0.0,0.0,0.0,44.181,0.0,0.0,0.0,18.908,0.0,0.0,0.0,1.734,0.0,0.0,0.0,31.907
4363,0,0,0,35.429,0.0,0.0,0.0,29.428,0.0,0.0,0.0,29.425,0.0,0.0,0.0,27.846,0.0,0.0,0.0,8.047,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.712,0.0,0.0,0.0,64.796,0.0,0.0,0.0,44.199,0.0,0.0,0.0,18.935,0.0,0.0,0.0,1.757,0.0,0.0,0.0,31.925
4364,0,0,0,35.43,0.0,0.0,0.0,29.429,0.0,0.0,0.0,29.437,0.0,0.0,0.0,27.861,0.0,0.0,0.0,8.062,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.73,0.0,0.0,0.0,64.814,0.0,0.0,0.0,44.216,0.0,0.0,0.0,18.948,0.0,0.0,0.0,1.779,0.0,0.0,0.0,31.943
4365,0,0,0,35.442,0.0,0.0,0.0,29.45,0.0,0.0,0.0,29.45,0.0,0.0,0.0,27.878,0.0,0.0,0.0,8.078,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.75,0.0,0.0,0.0,64.833,0.0,0.0,0.0,44.234,0.0,0.0,0.0,18.967,0.0,0.0,0.0,1.78,0.0,0.0,0.0,31.965
4366,0,0,0,35.455,0.0,0.0,0.0,29.474,0.0,0.0,0.0,29.462,0.0,0.0,0.0,27.895,0.0,0.0,0.0,8.079,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.772,0.0,0.0,0.0,64.855,0.0,0.0,0.0,44.263,0.0,0.0,0.0,18.979,0.0,0.0,0.0,1.797,0.0,0.0,0.0,31.966
4367,0,0,0,35.468,0.0,0.0,0.0,29.491,0.0,0.0,0.0,29.474,0.0,0.0,0.0,27.912,0.0,0.0,0.0,8.099,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.773,0.0,0.0,0.0,64.873,0.0,0.0,0.0,44.28,0.0,0.0,0.0,18.993,0.0,0.0,0.0,1.8,0.0,0.0,0.0,31.984
4368,0,0,0,35.48,0.0,0.0,0.0,29.492,0.0,0.0,0.0,29.485,0.0,0.0,0.0,27.932,0.0,0.0,0.0,8.116,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.786,0.0,0.0,0.0,64.897,0.0,0.0,0.0,44.298,0.0,0.0,0.0,19.021,0.0,0.0,0.0,1.805,0.0,0.0,0.0,32.009
4369,0,0,0,35.481,0.0,0.0,0.0,29.509,0.0,0.0,0.0,29.486,0.0,0.0,0.0,27.947,0.0,0.0,0.0,8.132,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.804,0.0,0.0,0.0,64.915,0.0,0.0,0.0,44.315,0.0,0.0,0.0,19.036,0.0,0.0,0.0,1.824,0.0,0.0,0.0,32.018
4370,0,0,0,35.494,0.0,0.0,0.0,29.51,0.0,0.0,0.0,29.498,0.0,0.0,0.0,27.961,0.0,0.0,0.0,8.148,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.805,0.0,0.0,0.0,64.939,0.0,0.0,0.0,44.332,0.0,0.0,0.0,19.056,0.0,0.0,0.0,1.825,0.0,0.0,0.0,32.038
4371,0,0,0,35.506,0.0,0.0,0.0,29.526,0.0,0.0,0.0,29.511,0.0,0.0,0.0,27.978,0.0,0.0,0.0,8.166,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.822,0.0,0.0,0.0,64.957,0.0,0.0,0.0,44.35,0.0,0.0,0.0,19.069,0.0,0.0,0.0,1.848,0.0,0.0,0.0,32.056
4372,0,0,0,35.52,0.0,0.0,0.0,29.527,0.0,0.0,0.0,29.523,0.0,0.0,0.0,27.979,0.0,0.0,0.0,8.188,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.839,0.0,0.0,0.0,64.975,0.0,0.0,0.0,44.374,0.0,0.0,0.0,19.09,0.0,0.0,0.0,1.867,0.0,0.0,0.0,32.073
4373,0,0,0,35.533,0.0,0.0,0.0,29.546,0.0,0.0,0.0,29.535,0.0,0.0,0.0,27.995,0.0,0.0,0.0,8.206,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.84,0.0,0.0,0.0,65.0,0.0,0.0,0.0,44.393,0.0,0.0,0.0,19.103,0.0,0.0,0.0,1.885,0.0,0.0,0.0,32.099
4374,0,0,0,35.555,0.0,0.0,0.0,29.564,0.0,0.0,0.0,29.555,0.0,0.0,0.0,28.012,0.0,0.0,0.0,8.222,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,48.861,0.0,0.0,0.0,65.025,0.0,0.0,0.0,44.411,0.0,0.0,0.0,19.116,0.0,0.0,0.0,1.903,0.0,0.0,0.0,32.1
