session,time_ms,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green,text_p_red,speaking_p_red,sentiment_p_red,engagement_p_red
recording_triad_08,0.0,0.5163736,0.51832306,0.37929466,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
recording_triad_08,40.0,0.60610014,0.5761434,0.53106886,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
recording_triad_08,80.0,0.5597606,0.54854304,0.5083065,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
recording_triad_08,120.0,0.62245744,0.60390973,0.52896166,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
recording_triad_08,160.0,0.6067692,0.5853986,0.49433428,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
recording_triad_08,200.0,0.57829565,0.5583758,0.50102067,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
recording_triad_08,240.0,0.5733083,0.5669417,0.51491064,0.038878378,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,280.0,0.5614074,0.54112923,0.49197257,0.038878378,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,320.0,0.6063157,0.60074955,0.52176166,0.038878378,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,360.0,0.5792484,0.55886674,0.4847561,0.038878378,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,400.0,0.5992421,0.5925436,0.50049084,0.038878378,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,440.0,0.6357073,0.59487075,0.5650484,0.038878378,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,480.0,0.59269524,0.5633156,0.5315181,0.038878378,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,520.0,0.5835041,0.5708341,0.49184188,0.038878378,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,560.0,0.6092511,0.58632934,0.5022589,0.038878378,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,600.0,0.5759384,0.552604,0.5182579,0.038878378,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,640.0,0.57623047,0.56171334,0.5091822,0.038878378,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,680.0,0.5899564,0.5614433,0.48783568,0.038878378,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,720.0,0.5845731,0.5660694,0.5011633,0.038878378,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,760.0,0.60827965,0.5876122,0.5290794,0.038878378,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,800.0,0.5841859,0.5660128,0.48252422,0.038878378,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,840.0,0.6050256,0.58528274,0.525127,0.038878378,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
recording_triad_08,880.0,0.5973792,0.5876135,0.5196909,0.038878378,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
