session,time_ms,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green
recording_dyad_07,0.0,0.51363313,0.49199414,0.33030266,0.001421212,,False,-0.034985602,0.4732496,,False,-0.034985602,
recording_dyad_07,40.0,0.4594129,0.4185259,0.376448,0.001421212,,False,-0.034985602,0.4732496,,False,-0.034985602,
recording_dyad_07,80.0,0.43590802,0.40756634,0.4191738,0.001421212,,False,-0.034985602,0.4732496,,False,-0.034985602,
recording_dyad_07,120.0,0.46627823,0.46732122,0.43476573,0.001421212,,False,-0.034985602,0.4732496,,False,-0.034985602,
recording_dyad_07,160.0,0.46497467,0.45616725,0.36869824,0.001421212,,False,-0.034985602,0.4732496,,False,-0.034985602,
recording_dyad_07,200.0,0.34856018,0.35426688,0.34125325,0.001421212,,False,-0.034985602,0.4732496,,False,-0.034985602,
recording_dyad_07,240.0,0.43883982,0.4268425,0.3740568,0.001421212,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,280.0,0.4285697,0.44304848,0.3617432,0.001421212,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,320.0,0.47036594,0.44461182,0.39856252,0.011572723,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,360.0,0.4648293,0.5002098,0.4400302,0.02784245,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,400.0,0.4060957,0.4414226,0.4274113,0.038515191500000004,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,440.0,0.40906155,0.40387845,0.4332459,0.038938171125000004,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,480.0,0.34534585,0.3526526,0.38454232,0.04077108233333333,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,520.0,0.34732205,0.3828147,0.39615643,0.0410530685,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,560.0,0.39739892,0.37897,0.43056804,0.0410530685,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,600.0,0.3917052,0.38432848,0.4181959,0.0410530685,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,640.0,0.36178795,0.37712124,0.40950766,0.0410530685,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,680.0,0.38960767,0.3880106,0.38346216,0.039361151,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,720.0,0.5125018,0.48143095,0.40309215,0.030901558,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,760.0,0.49249685,0.48886463,0.455404,0.030901558,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,800.0,0.44608378,0.44087052,0.3950096,0.030901558,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,840.0,0.5015121,0.4696206,0.3744341,0.030901558,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,880.0,0.44914305,0.42125586,0.34652025,0.030901558,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,920.0,0.39298186,0.37564924,0.32267883,0.030901558,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,960.0,0.39266494,0.38435766,0.27738816,0.030901558,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,1000.0,0.52220315,0.481374,0.38794968,0.030901558,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
recording_dyad_07,1040.0,0.45120966,0.42831382,0.37633625,0.030901558,,False,-0.034985602,0.4732496,,False,-0.034985602,0.021675555
