session,time_ms,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green,text_p_red,speaking_p_red,sentiment_p_red,engagement_p_red
recording_triad_04,0.0,0.6157148,0.59212035,0.51223886,0.033567663,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
recording_triad_04,40.0,0.5560659,0.52729046,0.5539744,0.033567663,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
recording_triad_04,80.0,0.56737787,0.5570354,0.5277928,0.033567663,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
recording_triad_04,120.0,0.5695593,0.5649512,0.47600493,0.033567663,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
recording_triad_04,160.0,0.59671587,0.59260684,0.49017572,0.033567663,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
recording_triad_04,200.0,0.6124185,0.58638364,0.46205646,0.033567663,,False,-0.034985602,0.27111647,,False,-0.034985602,,,False,-0.034985602,
recording_triad_04,240.0,0.6087746,0.5905943,0.49182153,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,
recording_triad_04,280.0,0.62468845,0.6054607,0.48993084,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,
recording_triad_04,320.0,0.5956201,0.5874108,0.49866453,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,
recording_triad_04,360.0,0.6018475,0.5956011,0.47969934,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,
recording_triad_04,400.0,0.5884721,0.5758657,0.49712187,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,
recording_triad_04,440.0,0.5125227,0.4736326,0.50754386,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202821999999997
recording_triad_04,480.0,0.49368468,0.4643856,0.4904891,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,520.0,0.4749094,0.43442914,0.4542197,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,560.0,0.55223846,0.48877093,0.4979934,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,600.0,0.49751967,0.4809086,0.5257754,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,640.0,0.4512685,0.43455103,0.46540433,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,680.0,0.5475338,0.5182887,0.42809305,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,720.0,0.6027524,0.52431273,0.4970656,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,760.0,0.5841957,0.55575764,0.45646846,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,800.0,0.47869432,0.45359173,0.44100645,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,840.0,0.5367647,0.49097073,0.5145163,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,880.0,0.4481992,0.45218727,0.44737083,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,920.0,0.5123921,0.48469743,0.4739014,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,960.0,0.38826275,0.3935433,0.42449352,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,1000.0,0.46130013,0.45368966,0.45150825,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1040.0,0.41489714,0.415512,0.45131212,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1080.0,0.56624436,0.54431,0.5229033,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,1120.0,0.6267284,0.6063018,0.4882215,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1160.0,0.6355176,0.6100385,0.512111,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,1200.0,0.62825817,0.59785855,0.52240187,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1240.0,0.5907492,0.5586105,0.49432766,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1280.0,0.54941803,0.54382825,0.48610905,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,1320.0,0.5082834,0.5044113,0.5089906,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1360.0,0.38659248,0.3976299,0.42443168,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,1400.0,0.56229126,0.5341749,0.5466427,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1440.0,0.5891575,0.57426566,0.537366,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1480.0,0.56906724,0.55570227,0.5441534,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,1520.0,0.61156714,0.59150726,0.49894455,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1560.0,0.48766842,0.48212203,0.5252298,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,1600.0,0.59275866,0.57608795,0.54590416,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1640.0,0.52971125,0.52980536,0.50524986,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1680.0,0.52719057,0.51126325,0.54033625,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,1720.0,0.5924667,0.5765138,0.50828487,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1760.0,0.5787443,0.5637487,0.5246652,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,1800.0,0.6453459,0.6234097,0.52962,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1840.0,0.5568187,0.5446948,0.5302787,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
recording_triad_04,1880.0,0.5715002,0.5809077,0.4943832,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.00017202821999999997
recording_triad_04,1920.0,0.5907014,0.5742734,0.48925555,0.01686984561,,False,-0.034985602,0.27111647,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.00017202822
