session,time_ms,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green
recording_dyad_10,0.0,0.53873694,0.5199981,0.3837412,,,False,-0.034985602,,,False,-0.034985602,
recording_dyad_10,40.0,0.6120526,0.57555485,0.51308787,,,False,-0.034985602,,,False,-0.034985602,
recording_dyad_10,80.0,0.61837524,0.6031098,0.4803136,,,False,-0.034985602,,,False,-0.034985602,
recording_dyad_10,120.0,0.5985581,0.58465225,0.52794164,,,False,-0.034985602,,,False,-0.034985602,
recording_dyad_10,160.0,0.576238,0.5623532,0.4986914,0.017374849,,False,-0.034985602,,,False,-0.034985602,
recording_dyad_10,200.0,0.55877,0.54448396,0.4958853,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,
recording_dyad_10,240.0,0.55047625,0.5332892,0.49938342,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,
recording_dyad_10,280.0,0.58116966,0.55241835,0.47681144,0.017374849,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.02597626
recording_dyad_10,320.0,0.65724206,0.61726993,0.506072,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,360.0,0.5769282,0.5513328,0.48924178,0.017374849,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.02597626
recording_dyad_10,400.0,0.58711034,0.5779425,0.4981711,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,440.0,0.6021764,0.60146505,0.5181984,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,480.0,0.581611,0.55513746,0.5243762,0.017374849,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.02597626
recording_dyad_10,520.0,0.58852994,0.5505663,0.48160994,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,560.0,0.5614625,0.5421107,0.4939141,0.017374849,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.02597626
recording_dyad_10,600.0,0.56696635,0.5542007,0.48530793,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,640.0,0.5478112,0.53255814,0.4608749,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,680.0,0.59343237,0.580139,0.5054884,0.017374849,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.02597626
recording_dyad_10,720.0,0.6422831,0.6147232,0.5279744,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,760.0,0.61949074,0.58452463,0.5331314,0.017374849,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.02597626
recording_dyad_10,800.0,0.60712814,0.5844968,0.50250757,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,840.0,0.62112874,0.607649,0.51180077,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,880.0,0.56079537,0.54485124,0.47342998,0.017374849,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.02597626
recording_dyad_10,920.0,0.6464508,0.62239444,0.5280925,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,960.0,0.6073313,0.58454764,0.49407566,0.017374849,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.02597626
recording_dyad_10,1000.0,0.6076625,0.5746067,0.54239386,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,1040.0,0.6158842,0.5875839,0.51453054,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
recording_dyad_10,1080.0,0.5811627,0.5444634,0.51122427,0.017374849,,False,-0.034985602,0.00017202821999999997,,False,-0.034985602,0.02597626
recording_dyad_10,1120.0,0.6025466,0.5840796,0.5033604,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
