,timestamp,time_ms,session,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green
0,1970-01-01 00:00:00.000,0.0,recording_dyad_10,0.53873694,0.5199981,0.3837412,,,False,-0.034985602,,,False,-0.034985602,
1,1970-01-01 00:00:00.011,11.0,recording_dyad_10,0.53873694,0.5199981,0.3837412,,,False,-0.034985602,,,False,-0.034985602,
2,1970-01-01 00:00:00.022,22.0,recording_dyad_10,0.6120526,0.57555485,0.51308787,,,False,-0.034985602,,,False,-0.034985602,
3,1970-01-01 00:00:00.033,33.0,recording_dyad_10,0.6120526,0.57555485,0.51308787,,,False,-0.034985602,,,False,-0.034985602,
4,1970-01-01 00:00:00.044,44.0,recording_dyad_10,0.6120526,0.57555485,0.51308787,,,False,-0.034985602,,,False,-0.034985602,
5,1970-01-01 00:00:00.055,55.0,recording_dyad_10,0.6120526,0.57555485,0.51308787,,,False,-0.034985602,,,False,-0.034985602,
6,1970-01-01 00:00:00.066,66.0,recording_dyad_10,0.61837524,0.6031098,0.4803136,,,False,-0.034985602,,,False,-0.034985602,
7,1970-01-01 00:00:00.077,77.0,recording_dyad_10,0.61837524,0.6031098,0.4803136,,,False,-0.034985602,,,False,-0.034985602,
8,1970-01-01 00:00:00.088,88.0,recording_dyad_10,0.61837524,0.6031098,0.4803136,,,False,-0.034985602,,,False,-0.034985602,
9,1970-01-01 00:00:00.099,99.0,recording_dyad_10,0.61837524,0.6031098,0.4803136,,,False,-0.034985602,,,False,-0.034985602,
10,1970-01-01 00:00:00.110,110.0,recording_dyad_10,0.5985581,0.58465225,0.52794164,,,False,-0.034985602,,,False,-0.034985602,
11,1970-01-01 00:00:00.121,121.0,recording_dyad_10,0.5985581,0.58465225,0.52794164,,,False,-0.034985602,,,False,-0.034985602,
12,1970-01-01 00:00:00.132,132.0,recording_dyad_10,0.5985581,0.58465225,0.52794164,,,False,-0.034985602,,,False,-0.034985602,
13,1970-01-01 00:00:00.143,143.0,recording_dyad_10,0.576238,0.5623532,0.4986914,0.017374849,,False,-0.034985602,,,False,-0.034985602,
14,1970-01-01 00:00:00.154,154.0,recording_dyad_10,0.576238,0.5623532,0.4986914,0.017374849,,False,-0.034985602,,,False,-0.034985602,
15,1970-01-01 00:00:00.165,165.0,recording_dyad_10,0.576238,0.5623532,0.4986914,0.017374849,,False,-0.034985602,,,False,-0.034985602,
16,1970-01-01 00:00:00.176,176.0,recording_dyad_10,0.576238,0.5623532,0.4986914,0.017374849,,False,-0.034985602,,,False,-0.034985602,
17,1970-01-01 00:00:00.187,187.0,recording_dyad_10,0.55877,0.54448396,0.4958853,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,
18,1970-01-01 00:00:00.198,198.0,recording_dyad_10,0.55877,0.54448396,0.4958853,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,
19,1970-01-01 00:00:00.209,209.0,recording_dyad_10,0.55877,0.54448396,0.4958853,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,
20,1970-01-01 00:00:00.220,220.0,recording_dyad_10,0.55877,0.54448396,0.4958853,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,
21,1970-01-01 00:00:00.231,231.0,recording_dyad_10,0.55047625,0.5332892,0.49938342,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,
22,1970-01-01 00:00:00.242,242.0,recording_dyad_10,0.55047625,0.5332892,0.49938342,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,
23,1970-01-01 00:00:00.253,253.0,recording_dyad_10,0.55047625,0.5332892,0.49938342,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,
24,1970-01-01 00:00:00.264,264.0,recording_dyad_10,0.58116966,0.55241835,0.47681144,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
25,1970-01-01 00:00:00.275,275.0,recording_dyad_10,0.58116966,0.55241835,0.47681144,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
26,1970-01-01 00:00:00.286,286.0,recording_dyad_10,0.58116966,0.55241835,0.47681144,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
27,1970-01-01 00:00:00.297,297.0,recording_dyad_10,0.58116966,0.55241835,0.47681144,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
28,1970-01-01 00:00:00.308,308.0,recording_dyad_10,0.65724206,0.61726993,0.506072,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
29,1970-01-01 00:00:00.319,319.0,recording_dyad_10,0.65724206,0.61726993,0.506072,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
30,1970-01-01 00:00:00.330,330.0,recording_dyad_10,0.65724206,0.61726993,0.506072,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
31,1970-01-01 00:00:00.341,341.0,recording_dyad_10,0.5769282,0.5513328,0.48924178,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
32,1970-01-01 00:00:00.352,352.0,recording_dyad_10,0.5769282,0.5513328,0.48924178,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
33,1970-01-01 00:00:00.363,363.0,recording_dyad_10,0.5769282,0.5513328,0.48924178,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
34,1970-01-01 00:00:00.374,374.0,recording_dyad_10,0.5769282,0.5513328,0.48924178,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
35,1970-01-01 00:00:00.385,385.0,recording_dyad_10,0.58711034,0.5779425,0.4981711,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
36,1970-01-01 00:00:00.396,396.0,recording_dyad_10,0.58711034,0.5779425,0.4981711,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
37,1970-01-01 00:00:00.407,407.0,recording_dyad_10,0.58711034,0.5779425,0.4981711,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
38,1970-01-01 00:00:00.418,418.0,recording_dyad_10,0.58711034,0.5779425,0.4981711,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
39,1970-01-01 00:00:00.429,429.0,recording_dyad_10,0.6021764,0.60146505,0.5181984,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
40,1970-01-01 00:00:00.440,440.0,recording_dyad_10,0.6021764,0.60146505,0.5181984,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
41,1970-01-01 00:00:00.451,451.0,recording_dyad_10,0.6021764,0.60146505,0.5181984,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
42,1970-01-01 00:00:00.462,462.0,recording_dyad_10,0.581611,0.55513746,0.5243762,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
43,1970-01-01 00:00:00.473,473.0,recording_dyad_10,0.581611,0.55513746,0.5243762,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
44,1970-01-01 00:00:00.484,484.0,recording_dyad_10,0.581611,0.55513746,0.5243762,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
45,1970-01-01 00:00:00.495,495.0,recording_dyad_10,0.581611,0.55513746,0.5243762,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
46,1970-01-01 00:00:00.506,506.0,recording_dyad_10,0.58852994,0.5505663,0.48160994,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
47,1970-01-01 00:00:00.517,517.0,recording_dyad_10,0.58852994,0.5505663,0.48160994,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
48,1970-01-01 00:00:00.528,528.0,recording_dyad_10,0.58852994,0.5505663,0.48160994,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
49,1970-01-01 00:00:00.539,539.0,recording_dyad_10,0.58852994,0.5505663,0.48160994,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
50,1970-01-01 00:00:00.550,550.0,recording_dyad_10,0.5614625,0.5421107,0.4939141,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
51,1970-01-01 00:00:00.561,561.0,recording_dyad_10,0.5614625,0.5421107,0.4939141,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
52,1970-01-01 00:00:00.572,572.0,recording_dyad_10,0.5614625,0.5421107,0.4939141,0.017374849,,False,-0.034985602,0.0001720282199999,,False,-0.034985602,0.02597626
53,1970-01-01 00:00:00.583,583.0,recording_dyad_10,0.56696635,0.5542007,0.48530793,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
54,1970-01-01 00:00:00.594,594.0,recording_dyad_10,0.56696635,0.5542007,0.48530793,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
55,1970-01-01 00:00:00.605,605.0,recording_dyad_10,0.56696635,0.5542007,0.48530793,0.017374849,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.02597626
