session,time_ms,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green
recording_dyad_06,0.0,0.5432484,0.51784706,0.45720816,,,False,-0.034985602,,,False,-0.034985602,
recording_dyad_06,40.0,0.5548682,0.52912444,0.50248486,,,False,-0.034985602,,,False,-0.034985602,
recording_dyad_06,80.0,0.6138954,0.5810016,0.5500279,,,False,-0.034985602,,,False,-0.034985602,
recording_dyad_06,120.0,0.5735338,0.55162567,0.49464902,,,False,-0.034985602,0.4732496,,False,-0.034985602,
recording_dyad_06,160.0,0.51129806,0.4821368,0.48578694,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,
recording_dyad_06,200.0,0.512269,0.48776352,0.5033108,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,240.0,0.5298509,0.49970475,0.4701225,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,280.0,0.49501285,0.46958503,0.40664393,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,320.0,0.4969818,0.46016952,0.48321018,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,360.0,0.53332347,0.52096856,0.430983,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,400.0,0.57551956,0.54516673,0.45463708,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,440.0,0.45598125,0.43198025,0.45867488,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,480.0,0.52489144,0.48672655,0.5076599,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,520.0,0.49164206,0.43337768,0.48582953,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,560.0,0.51549745,0.45545083,0.50698286,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,600.0,0.603242,0.598146,0.50020325,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,640.0,0.59160286,0.54548573,0.51655287,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,680.0,0.5904064,0.5054713,0.537817,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,720.0,0.544601,0.50618273,0.52141935,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,760.0,0.5284433,0.51000965,0.5210703,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,800.0,0.5946468,0.5666313,0.5180817,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,840.0,0.6012532,0.5750766,0.49993727,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,880.0,0.56405896,0.5435243,0.5525474,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,920.0,0.61147887,0.5778859,0.51125,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,960.0,0.5960459,0.5685336,0.46981344,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1000.0,0.57525456,0.54548466,0.48418742,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1040.0,0.5796645,0.53899205,0.5254012,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1080.0,0.5686523,0.5482274,0.49891156,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1120.0,0.5657003,0.5347136,0.5096983,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1160.0,0.5239027,0.49534503,0.46272913,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1200.0,0.61948496,0.6002624,0.53917235,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1240.0,0.56213176,0.5313042,0.49474072,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1280.0,0.5774657,0.5563863,0.4990759,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1320.0,0.5300825,0.50320274,0.5017268,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1360.0,0.49679726,0.4690546,0.47229263,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1400.0,0.60730064,0.56328034,0.52971774,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1440.0,0.4596537,0.42013645,0.44973135,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1480.0,0.5634515,0.55263954,0.5133168,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1520.0,0.6024903,0.5769837,0.50641745,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1560.0,0.62373596,0.6120556,0.5625011,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1600.0,0.6163834,0.53106743,0.535582,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1640.0,0.648687,0.58556247,0.5681605,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1680.0,0.5418723,0.49552715,0.5153921,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1720.0,0.5920337,0.56018925,0.491732,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1760.0,0.60643154,0.58016753,0.49987924,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1800.0,0.5571498,0.53512925,0.48366055,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1840.0,0.5435995,0.5212379,0.5197695,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1880.0,0.53906256,0.4992542,0.49830925,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1920.0,0.53839344,0.5268219,0.5252944,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,1960.0,0.4805193,0.44730946,0.4670849,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,2000.0,0.41227853,0.3851421,0.47273764,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,2040.0,0.52447784,0.49700767,0.5247724,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,2080.0,0.45819584,0.43759093,0.4681329,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,2120.0,0.4860592,0.46679005,0.47290948,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
recording_dyad_06,2160.0,0.54271656,0.48582545,0.4806093,0.0057611344,,False,-0.034985602,0.4732496,,False,-0.034985602,0.03457767
