,seconds,arousal,dominance,valence,task_engagement,speaking_p_blue,sentiment_p_blue,engagement_p_blue,speaking_p_green,sentiment_p_green,engagement_p_green,SP,SI,OV_all_SP,OV_two_SP,Unnamed: 0,MG,DG_P1_target,DG_P2_target,1d_DG_P1,1d_DG_P2,0_D1,DG,G_OnSpeaker,G_SP_OnSilent,G_SP,G_OnSpeaker_OV,No_G_OnSpeaker,No_G_SP,G_SI,No_G_SI,session,speaking_p_red,sentiment_p_red,engagement_p_red,MG_P1P2,MG_P1P3,MG_P2P3,DG_P3_target,1d_DG_P3,1_D1,2_D1_same,2_D1_different,3_D1,MG_D1,MG_D0,0_D1.1
10,600,0.47217841858490567,0.47734940569182394,0.4051803203301887,0.10371517400000001,0.0,-0.034985602,0.0486135675,0.0,-0.034985602,0.13433239774528302,0.0,1.0,0.0,0.0,55570.6179245283,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,dyad_01,,,,,,,,,,,,,,,
11,0,,,,0.6605492743996639,0.05957836846929423,-0.06629512410852428,0.5750678667410632,0.8102658111824015,-0.280588772195967,0.3961842636608616,0.8284142988084326,0.15087076076993583,0.02071494042163153,0.02071494042163153,3372.0868927589368,0.0,0.24894592117323555,0.0,0.24894592117323555,0.0,0.7510540788267644,0.24894592117323555,0.0,0.0,0.18185151237396885,0.0,0.6465627864344637,0.6465627864344637,0.06709440879926673,0.08377635197066911,dyad_02,,,,,,,,,,,,,,,
12,60,,,,0.4238515557402689,0.4454628780934922,-0.014621237706141153,0.6811883211914146,0.06526122823098075,-0.046369111950504124,0.3624860861947754,0.49495875343721357,0.49715857011915676,0.007882676443629697,0.007882676443629697,10051.945921173236,0.0,0.13932172318973418,0.0,0.13932172318973418,0.0,0.8606782768102658,0.13932172318973418,0.0,0.0,0.03024747937671861,0.0,0.4940421631530706,0.46471127406049495,0.10907424381301559,0.38808432630614115,dyad_02,,,,,,,,,,,,,,,
13,120,,,,0.4834315379940716,0.31903190319031904,-0.010222265088742208,0.3275551381615328,0.29024569123579025,-0.07700155698789879,0.252522000148194,0.6067106710671067,0.392005867253392,0.0012834616795012834,0.0012834616795012834,16709.385771910525,0.0,0.06197286395306197,0.0,0.06197286395306197,0.0,0.938027136046938,0.06197286395306197,0.0,0.0,0.043454345434543455,0.0,0.6067106710671067,0.5632563256325632,0.018518518518518517,0.3734873487348735,dyad_02,,,,,,,,,,,,,,,
14,180,,,,0.5779787207101437,0.2392300641613199,-0.09170468468689276,0.5478983119893676,0.45664527956003664,-0.12069208228011,0.2902113096391995,0.6958753437213565,0.30412465627864343,0.0,0.0,23369.450229147573,0.0,0.21338221814848762,0.0,0.21338221814848762,0.0,0.7866177818515123,0.21338221814848762,0.0,0.0,0.15838680109990835,0.0,0.631897341888176,0.5374885426214482,0.054995417048579284,0.24912923923006416,dyad_02,,,,,,,,,,,,,,,
15,240,,,,0.2761720564694414,0.010267693436010267,-0.034466611414008065,0.2985648058902029,0.2915291529152915,0.012878429157315735,0.1621139407850507,0.3017968463513018,0.6982031536486982,0.0,0.0,30060.390722405573,0.0,0.06930693069306931,0.0,0.06930693069306931,0.0,0.9306930693069307,0.06930693069306931,0.0,0.0,0.023835716905023837,0.0,0.277961129446278,0.277961129446278,0.04547121378804547,0.6527319398606527,dyad_02,,,,,,,,,,,,,,,
16,300,,,,0.7436748040200122,0.07021081576535289,-0.0429947973015582,0.32533412276474183,0.8531622364802933,-0.17097624695655364,0.21751354890397187,0.9233730522456461,0.0766269477543538,0.0,0.0,36770.130339138406,0.0,0.11732355637030248,0.0,0.11732355637030248,0.0,0.8826764436296975,0.11732355637030248,0.0,0.0,0.1145737855178735,0.0,0.8256645279560036,0.8087992667277727,0.002749770852428964,0.07387717690192484,dyad_02,,,,,,,,,,,,,,,
17,360,,,,0.6007662315953123,0.4152915291529153,-0.01172440905738907,0.5119741617508556,0.17125045837917124,-0.040460675478914555,0.1732321128972925,0.5850751741840851,0.4141914191419142,0.0007334066740007334,0.0007334066740007334,43432.83535020168,0.0,0.33975064173083974,0.0,0.33975064173083974,0.0,0.6602493582691602,0.33975064173083974,0.0,0.0,0.10359369270260359,0.0,0.5760909424275761,0.48148148148148145,0.23542354235423543,0.17876787678767878,dyad_02,,,,,,,,,,,,,,,
18,420,,,,0.45211624597739075,0.4848762603116407,-0.07140444573895509,0.49919075808677055,0.027314390467461046,-0.03330048923538038,0.11257128313924533,0.5085242896425298,0.4896425297891842,0.0018331805682859762,0.0018331805682859762,50037.02896425298,0.0,0.22603116406966087,0.0,0.22603116406966087,0.0,0.7739688359303392,0.22603116406966087,0.0,0.0,0.09000916590284143,0.0,0.5085242896425298,0.41851512373968836,0.13602199816681942,0.3536205316223648,dyad_02,,,,,,,,,,,,,,,
19,480,,,,0.40752109759669813,0.1029874213836478,-0.05467903586949686,0.3901110872552411,0.0,0.026885703000000004,0.068983314,0.1029874213836478,0.8970125786163522,0.0,0.0,54127.479559748426,0.0,0.22248427672955975,0.0,0.22248427672955975,0.0,0.7775157232704403,0.22248427672955975,0.0,0.0,0.0,0.0,0.1029874213836478,0.1029874213836478,0.22248427672955975,0.6745283018867925,dyad_02,,,,,,,,,,,,,,,
20,0,0.5153928690669112,0.49428299807332726,0.4871837851897342,0.8214194491562787,0.6078826764436297,-0.3023046363787351,0.08064607015986862,0.276993583868011,-0.0974183398111824,0.47800429938573175,0.7129239230064162,0.20109990834097158,0.08597616865261229,0.08597616865261229,1680.5406049495875,0.9147571035747021,0.9461044912923923,0.9501374885426215,0.03134738771769019,0.03538038496791934,0.01851512373968836,0.06672777268560953,0.5173235563703025,0.15692025664527956,0.705224564619615,0.07479376718606782,0.019431714023831346,0.0076993583868011,0.20109990834097158,0.0,dyad_03,,,,,,,,,,,,,,,
21,60,0.5119170269514207,0.4911933949715857,0.48654525635197066,0.9551083399999999,0.7345554537121907,-0.2348358501290559,0.2587731866970669,0.15527039413382218,-0.08883975399945004,0.518007299739841,0.8208982584784601,0.14463794683776351,0.034463794683776354,0.034463794683776354,5261.227497708524,0.7582034830430797,0.9142071494042163,0.8102658111824015,0.15600366636113658,0.052062328139321726,0.033730522456461964,0.2080659945004583,0.5644362969752521,0.10852428964252979,0.7924839596700275,0.034463794683776354,0.13657195233730524,0.02841429880843263,0.13932172318973418,0.005316223648029331,dyad_03,,,,,,,,,,,,,,,
22,120,0.5110079950825083,0.4909790776182618,0.4850775817620095,0.713630281791193,0.46993032636596993,-0.17030116784946828,0.34744945404825206,0.3006967363403007,-0.16014001458782545,0.5059157429592959,0.6749174917491749,0.27722772277227725,0.04785478547854786,0.04785478547854786,8902.076274294097,0.61001100110011,0.7308397506417308,0.7981298129812981,0.12082874954162083,0.18811881188118812,0.08104143747708104,0.30894756142280894,0.36065273193986064,0.2136046938027136,0.6426475980931426,0.02566923359002567,0.10084341767510084,0.03226989365603227,0.24862486248624863,0.028602860286028604,dyad_03,,,,,,,,,,,,,,,
23,180,0.519546237219065,0.49720833414482124,0.4905648586544455,0.9228953008102658,0.7077910174152154,-0.20322069985371222,0.2809467871468072,0.13602199816681942,-0.062347566050595785,0.5088468001869845,0.7932172318973418,0.18148487626031165,0.02529789184234647,0.02529789184234647,12563.494592117324,0.5035747021081577,0.6454628780934922,0.7847846012832264,0.14188817598533457,0.2812098991750687,0.07332722273143905,0.4230980751604033,0.5596700274977086,0.09275893675527039,0.753070577451879,0.018148487626031166,0.15912007332722272,0.04014665444546288,0.14830430797433547,0.03318056828597617,dyad_03,,,,,,,,,,,,,,,
24,240,0.5224175273469013,0.4989315906582325,0.4914746791107444,0.7468631846160311,0.51008434176751,-0.020770358177851115,0.17081661357130853,0.2664099743307664,-0.0813779894737807,0.5691278511882716,0.6378804547121378,0.2928126145947928,0.06930693069306931,0.06930693069306931,16150.387788778879,0.5685735240190686,0.9132746607994133,0.6043270993766043,0.3447011367803447,0.035753575357535754,0.05097176384305097,0.38045471213788046,0.2911624495782912,0.09442610927759443,0.6008434176751009,0.03722038870553722,0.15713237990465714,0.037037037037037035,0.28602860286028603,0.006784011734506784,dyad_03,,,,,,,,,,,,,,,
25,300,0.5261948915490375,0.5023591945407883,0.4907803630834097,0.54748441815414,0.19670027497708525,-0.06453445940348304,0.17944797649920563,0.42071494042163154,-0.05268080413748853,0.44886954565230675,0.5290559120073327,0.42676443629697525,0.044179651695692025,0.044179651695692025,19778.545371219065,0.7679193400549954,0.8815765352887259,0.8718606782768102,0.11365719523373052,0.10394133822181485,0.014482126489459212,0.21759853345554536,0.12117323556370302,0.31072410632447295,0.5158570119156737,0.04032997250229148,0.06049495875343722,0.013198900091659029,0.4254812098991751,0.0012832263978001834,dyad_03,,,,,,,,,,,,,,,
26,360,0.5080064022130547,0.4860308660451045,0.48329469365053174,0.8367788935195881,0.5625229189585625,-0.4048920874257426,0.32454783181145336,0.4154748808214155,-0.17653470328437845,0.6912240470358147,0.6604327099376605,0.18078474514118079,0.15878254492115879,0.15878254492115879,23405.51815181518,0.5066006600660066,0.667950128346168,0.7416574990832416,0.16134946828016136,0.23505683901723506,0.09699303263659699,0.3964063072973964,0.3061972863953062,0.17785111844517784,0.5814081408140814,0.11917858452511917,0.22460579391272462,0.07902456912357902,0.17381738173817382,0.006967363403006967,dyad_03,,,,,,,,,,,,,,,
