,timestamp,time_ms,session,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green
0,1970-01-01 00:00:00.000,0.0,recording_dyad_05,0.4824736,0.45561656,0.44218308,,,False,-0.034985602,,,False,-0.034985602,0.47755033
1,1970-01-01 00:00:00.011,11.0,recording_dyad_05,0.4824736,0.45561656,0.44218308,,,False,-0.034985602,,,False,-0.034985602,0.47755033
2,1970-01-01 00:00:00.022,22.0,recording_dyad_05,0.5270901,0.49349862,0.425707,,,False,-0.034985602,,,False,-0.034985602,0.47755033
3,1970-01-01 00:00:00.033,33.0,recording_dyad_05,0.5270901,0.49349862,0.425707,,,False,-0.034985602,,,False,-0.034985602,0.47755033
4,1970-01-01 00:00:00.044,44.0,recording_dyad_05,0.5270901,0.49349862,0.425707,,,False,-0.034985602,,,False,-0.034985602,0.47755033
5,1970-01-01 00:00:00.055,55.0,recording_dyad_05,0.5270901,0.49349862,0.425707,,,False,-0.034985602,,,False,-0.034985602,0.47755033
6,1970-01-01 00:00:00.066,66.0,recording_dyad_05,0.52186155,0.49016237,0.49778906,0.038998447,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.4775503299999999
7,1970-01-01 00:00:00.077,77.0,recording_dyad_05,0.52186155,0.49016237,0.49778906,0.038998447,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.4775503299999999
8,1970-01-01 00:00:00.088,88.0,recording_dyad_05,0.52186155,0.49016237,0.49778906,0.038998447,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.4775503299999999
9,1970-01-01 00:00:00.099,99.0,recording_dyad_05,0.52186155,0.49016237,0.49778906,0.038998447,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.4775503299999999
10,1970-01-01 00:00:00.110,110.0,recording_dyad_05,0.51448053,0.4769907,0.49321437,0.038998447,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.47755033
11,1970-01-01 00:00:00.121,121.0,recording_dyad_05,0.51448053,0.4769907,0.49321437,0.038998447,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.47755033
12,1970-01-01 00:00:00.132,132.0,recording_dyad_05,0.51448053,0.4769907,0.49321437,0.038998447,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.47755033
13,1970-01-01 00:00:00.143,143.0,recording_dyad_05,0.48166806,0.4454886,0.4297266,0.035305413,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.3298927766666666
14,1970-01-01 00:00:00.154,154.0,recording_dyad_05,0.48166806,0.4454886,0.4297266,0.035305413,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.3298927766666666
15,1970-01-01 00:00:00.165,165.0,recording_dyad_05,0.48166806,0.4454886,0.4297266,0.035305413,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.3298927766666666
16,1970-01-01 00:00:00.176,176.0,recording_dyad_05,0.48166806,0.4454886,0.4297266,0.035305413,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.3298927766666666
17,1970-01-01 00:00:00.187,187.0,recording_dyad_05,0.4709681,0.45437267,0.42209312,0.027919345,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.03457767
18,1970-01-01 00:00:00.198,198.0,recording_dyad_05,0.4709681,0.45437267,0.42209312,0.027919345,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.03457767
19,1970-01-01 00:00:00.209,209.0,recording_dyad_05,0.4709681,0.45437267,0.42209312,0.027919345,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.03457767
20,1970-01-01 00:00:00.220,220.0,recording_dyad_05,0.4709681,0.45437267,0.42209312,0.027919345,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.03457767
21,1970-01-01 00:00:00.231,231.0,recording_dyad_05,0.42126003,0.4190747,0.4530089,0.027919345,,False,-0.034985602,0.2496129417499999,,False,-0.034985602,0.03457767
22,1970-01-01 00:00:00.242,242.0,recording_dyad_05,0.42126003,0.4190747,0.4530089,0.027919345,,False,-0.034985602,0.2496129417499999,,False,-0.034985602,0.03457767
23,1970-01-01 00:00:00.253,253.0,recording_dyad_05,0.42126003,0.4190747,0.4530089,0.027919345,,False,-0.034985602,0.2496129417499999,,False,-0.034985602,0.03457767
24,1970-01-01 00:00:00.264,264.0,recording_dyad_05,0.42657056,0.3963429,0.3837012,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
25,1970-01-01 00:00:00.275,275.0,recording_dyad_05,0.42657056,0.3963429,0.3837012,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
26,1970-01-01 00:00:00.286,286.0,recording_dyad_05,0.42657056,0.3963429,0.3837012,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
27,1970-01-01 00:00:00.297,297.0,recording_dyad_05,0.42657056,0.3963429,0.3837012,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
28,1970-01-01 00:00:00.308,308.0,recording_dyad_05,0.49704263,0.46183357,0.33559337,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
