session,time_ms,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green
recording_dyad_03,0.0,0.5517535,0.5259181,0.41674834,,,False,-0.034985602,,,False,-0.034985602,
recording_dyad_03,40.0,0.6004731,0.58261895,0.48479098,,,False,-0.034985602,,,False,-0.034985602,
recording_dyad_03,80.0,0.6178848,0.57754296,0.5195617,,,False,-0.034985602,,,False,-0.034985602,0.4689489
recording_dyad_03,120.0,0.5081914,0.47374335,0.5000932,,,False,-0.034985602,,,False,-0.034985602,0.4689489
recording_dyad_03,160.0,0.5912054,0.53457016,0.5210554,,,False,-0.034985602,0.021675555,,False,-0.034985602,0.4689489
recording_dyad_03,200.0,0.6013196,0.54712254,0.5349737,,,False,-0.034985602,0.021675555,,False,-0.034985602,0.4689489
recording_dyad_03,240.0,0.54585767,0.5039024,0.495837,,,False,-0.034985602,0.021675555,,False,-0.034985602,0.4689489
recording_dyad_03,280.0,0.6031422,0.56574464,0.4857087,,,False,-0.034985602,0.021675555,,False,-0.034985602,0.4689489
recording_dyad_03,320.0,0.5866611,0.56031185,0.4513119,0.06501548,,False,-0.034985602,0.021675555,,False,-0.034985602,0.4689489
recording_dyad_03,360.0,0.5902265,0.5664704,0.47772384,0.06501548,,False,-0.034985602,0.021675555,,False,-0.034985602,0.4689489
recording_dyad_03,400.0,0.5962157,0.56617194,0.48490825,0.06501548,,False,-0.034985602,0.021675555,,False,-0.034985602,0.4689489
recording_dyad_03,440.0,0.5369159,0.51177996,0.50828534,0.06501548,,False,-0.034985602,0.021675555,,False,-0.034985602,0.4689489
recording_dyad_03,480.0,0.53396183,0.5007414,0.53231514,0.06501548,,False,-0.034985602,0.021675555,,False,-0.034985602,0.4689489
recording_dyad_03,520.0,0.5777031,0.548699,0.4898425,0.06501548,,False,-0.034985602,0.021675555,,False,-0.034985602,0.4689489
recording_dyad_03,560.0,0.5751964,0.5312875,0.51175916,0.06501548,,False,-0.034985602,0.021675555,,False,-0.034985602,0.4689489
