session,time_ms,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green
recording_dyad_09,0.0,0.53136677,0.5530999,0.38212413,,,False,-0.034985602,,,False,-0.034985602,0.00017202822
recording_dyad_09,40.0,0.49526873,0.44514808,0.3589766,,,False,-0.034985602,,,False,-0.034985602,0.00017202822
recording_dyad_09,80.0,0.50762975,0.4566064,0.38668865,,,False,-0.034985602,,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,120.0,0.46543702,0.42927226,0.39554667,,,False,-0.034985602,,,False,-0.034985602,0.00017202822
recording_dyad_09,160.0,0.42058697,0.40404415,0.37713918,,,False,-0.034985602,,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,200.0,0.45101282,0.43014917,0.31362087,,,False,-0.034985602,,,False,-0.034985602,0.00017202822
recording_dyad_09,240.0,0.49747944,0.49053586,0.3528301,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,280.0,0.52778316,0.55116093,0.38464502,0.00017202821999999997,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,320.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,360.0,0.52778316,0.55116093,0.38464502,0.00017202821999999997,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,400.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,440.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,480.0,0.52778316,0.55116093,0.38464502,0.00017202821999999997,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,520.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,560.0,0.52778316,0.55116093,0.38464502,0.00017202821999999997,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,600.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,640.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,680.0,0.52778316,0.55116093,0.38464502,0.00017202821999999997,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,720.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,760.0,0.52778316,0.55116093,0.38464502,0.00017202821999999997,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,800.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,840.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,880.0,0.52778316,0.55116093,0.38464502,0.00017202821999999997,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,920.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,960.0,0.52778316,0.55116093,0.38464502,0.00017202821999999997,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,1000.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,1040.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,1080.0,0.52778316,0.55116093,0.38464502,0.00017202821999999997,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,1120.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,1160.0,0.52778316,0.55116093,0.38464502,0.00017202821999999997,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,1200.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,1240.0,0.52778316,0.55116093,0.38464502,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
recording_dyad_09,1280.0,0.5362373,0.49559364,0.39250693,0.00017202821999999997,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202821999999997
recording_dyad_09,1320.0,0.43317693,0.3943797,0.38218346,0.00017202822,,False,-0.034985602,0.02597626,,False,-0.034985602,0.00017202822
