session,time_ms,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green
recording_dyad_05,0.0,0.4824736,0.45561656,0.44218308,,,False,-0.034985602,,,False,-0.034985602,0.47755033
recording_dyad_05,40.0,0.5270901,0.49349862,0.425707,,,False,-0.034985602,,,False,-0.034985602,0.47755033
recording_dyad_05,80.0,0.52186155,0.49016237,0.49778906,0.038998447,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.47755032999999997
recording_dyad_05,120.0,0.51448053,0.4769907,0.49321437,0.038998447,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.47755033
recording_dyad_05,160.0,0.48166806,0.4454886,0.4297266,0.035305413,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.32989277666666666
recording_dyad_05,200.0,0.4709681,0.45437267,0.42209312,0.027919345,,False,-0.034985602,0.0044727335,,False,-0.034985602,0.03457767
recording_dyad_05,240.0,0.42126003,0.4190747,0.4530089,0.027919345,,False,-0.034985602,0.24961294174999998,,False,-0.034985602,0.03457767
recording_dyad_05,280.0,0.42657056,0.3963429,0.3837012,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,320.0,0.49704263,0.46183357,0.33559337,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,360.0,0.52948326,0.46939066,0.39497247,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,400.0,0.38258302,0.37830722,0.404718,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,440.0,0.5319428,0.49557388,0.5019816,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,480.0,0.48808473,0.47459015,0.4906676,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,520.0,0.4573925,0.4533878,0.4596232,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,560.0,0.41196173,0.40608644,0.44327492,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,600.0,0.4765784,0.4529445,0.43702036,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,640.0,0.36757633,0.36525676,0.3991983,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,680.0,0.4181745,0.38446102,0.39100614,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,720.0,0.43435484,0.41961697,0.40389735,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,760.0,0.45447645,0.451945,0.45854267,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,800.0,0.53182006,0.47426823,0.46604764,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,840.0,0.5216282,0.5021436,0.43260935,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,880.0,0.486198,0.43521798,0.4283882,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,920.0,0.46995938,0.45376992,0.39055482,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,960.0,0.46730533,0.41924474,0.42248285,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
recording_dyad_05,1000.0,0.52627724,0.48226064,0.47607592,0.027919345,,False,-0.034985602,0.49475315,,False,-0.034985602,0.03457767
