,dyad_02_interrater_relia,dyad_03_interrater_relia,dyad_04_interrater_relia,dyad_05_interrater_relia,dyad_06_interrater_relia,dyad_07_interrater_relia,dyad_10_interrater_relia,dyad_11_interrater_relia,triad_01_interrater_relia,triad_02_interrater_relia,triad_05_interrater_relia,triad_06_interrater_relia,triad_07_interrater_relia,triad_08_interrater_relia,triad_09_interrater_relia,triad_10_interrater_relia,triad_11_interrater_relia,triad_12_interrater_relia,triad_13_interrater_relia,triad_14_interrater_relia
continuous,0.876798325434526,0.7442402277542344,0.8759746341735264,0.8283362947595867,0.9172046940785246,0.8082576323803108,0.7515899330210767,0.7726685978777619,0.8171718242724078,0.8571275543530046,0.43852932031233394,0.8092021628518715,0.7076695690419745,0.45497457707631894,0.8969896408822833,0.8255383616890961,0.14670277351969085,0.7830348245917544,0.7417104617499821,0.8241707889163452
discrete,0.8944735812455591,0.8070361224609515,0.8719588222017023,0.8332916911298844,0.9580636562564433,0.8482034005588979,0.37780916779162266,0.7934511385150622,0.9161064377880357,0.9248799740358609,0.3965264778690347,0.8457899828302096,0.6624341835320713,0.11799427228710857,0.9241165720837561,0.863369868932764,0.08770631425747366,0.8033637221996486,0.7475739649242266,0.6592484379577106
