,dyad_02_interrater_LinsCCC,dyad_03_interrater_LinsCCC,dyad_04_interrater_LinsCCC,dyad_05_interrater_LinsCCC,dyad_06_interrater_LinsCCC,dyad_07_interrater_LinsCCC,dyad_10_interrater_LinsCCC,dyad_11_interrater_LinsCCC,triad_01_interrater_LinsCCC,triad_02_interrater_LinsCCC,triad_05_interrater_LinsCCC,triad_06_interrater_LinsCCC,triad_07_interrater_LinsCCC,triad_08_interrater_LinsCCC,triad_09_interrater_LinsCCC,triad_10_interrater_LinsCCC,triad_11_interrater_LinsCCC,triad_12_interrater_LinsCCC,triad_13_interrater_LinsCCC,triad_14_interrater_LinsCCC
continuous,0.5669529908762783,0.29786362151490137,0.5448561040955279,0.580008584009307,0.3029268868124826,0.4213401930068001,0.6656853953210533,0.1649153856302537,0.564088835448822,0.4896729412356287,0.08189166309104827,0.18304034727570864,0.2875238637497396,0.24581433188494506,0.33212252079040216,0.48384258471076935,0.11674496800462426,0.16268956198352028,0.11548399264360544,0.2962116283419996
discrete,0.5020210649616006,0.2510348547675998,0.44678811890460873,0.5854379238763185,0.31813326284791843,0.3766963753362706,0.3249943427290508,0.1145583962410015,0.5059529103802455,0.35430067451708575,0.05997960785470531,0.183870046843114,0.08997555216423869,0.03119837295260706,0.25736771559273497,0.2753059695724692,-0.019828883537705892,0.09106960453475019,0.06380141282776529,0.22815204344407017
