,dyad_02_interrater_LinsCCC,dyad_03_interrater_LinsCCC,dyad_04_interrater_LinsCCC,dyad_05_interrater_LinsCCC,dyad_06_interrater_LinsCCC,dyad_07_interrater_LinsCCC,dyad_10_interrater_LinsCCC,dyad_11_interrater_LinsCCC,triad_01_interrater_LinsCCC,triad_02_interrater_LinsCCC,triad_05_interrater_LinsCCC,triad_06_interrater_LinsCCC,triad_07_interrater_LinsCCC,triad_08_interrater_LinsCCC,triad_09_interrater_LinsCCC,triad_10_interrater_LinsCCC,triad_11_interrater_LinsCCC,triad_12_interrater_LinsCCC,triad_13_interrater_LinsCCC,triad_14_interrater_LinsCCC
continuous,0.5669529908762783,0.29786362151490137,0.5448561040955279,0.580008584009307,0.3029268868124826,0.4213401930068001,0.5432072237984357,0.1649153856302537,0.564088835448822,0.4896729412356287,0.10988061936121604,0.18304034727570864,0.2875238637497396,0.24581433188494506,0.33212252079040216,0.48384258471076935,0.01621920365235989,0.16268956198352028,0.11548399264360544,0.55620123815464
discrete,0.773901000414731,0.668972245192541,0.7169424955246432,0.6928776535733989,0.7589147858096944,0.6790563271362008,0.13716333267177028,0.4361310062127584,0.8397982034449684,0.8885008714612387,0.20738131494357287,0.4559210552633015,0.3068855407791896,0.050381737452647256,0.6507434161395921,0.6968502259948299,-0.029072222080026664,0.35494765659611693,0.2883844718519836,0.30379488926038467
