,task_eng_triad_01,task_eng_triad_02,task_eng_triad_03,task_eng_triad_04,task_eng_triad_05,task_eng_triad_06,task_eng_triad_07,task_eng_triad_08,task_eng_triad_09,task_eng_triad_10,task_eng_triad_11,task_eng_triad_12,task_eng_triad_13,task_eng_triad_14,groups,avg_task_eng,std_avg_task_eng,seconds
0,0.012953927,0.202735202,0.0441911835,0.02363752,0.1284322503585485,0.18865889809719236,8.6014e-05,0.0151385,0.01298815,0.0176417885831546,0.165630831498927,0.01298815,0.01728885,0.03710334667008726,14,0.06281961512199355,0.07369722827964133,0.0
1,0.012953927,0.202735202,0.0441911835,0.02363752,0.1284322503585485,0.18865889809719236,8.6014e-05,0.0151385,0.01298815,0.0176417885831546,0.165630831498927,0.01298815,0.01728885,0.0378495457186828,14,0.0628729150540361,0.0736774660571735,0.011111111111111112
2,0.012953927,0.202735202,0.0441911835,0.02363752,0.1284322503585485,0.171456231430533,8.6014e-05,0.0151385,0.01298815,0.0176417885831546,0.165630831498927,0.01298815,0.01728885,0.0378495457186828,14,0.061644153149274704,0.07153045728036862,0.022222222222222223
3,0.012953927,0.202735202,0.0441911835,0.02363752,0.1284322503585485,0.16285489809719234,8.6014e-05,0.0151385,0.01298815,0.0176417885831546,0.165630831498927,0.01298815,0.01728885,0.0378495457186828,14,0.06102977219689323,0.07054486843066642,0.03333333333333333
4,0.012953927,0.202735202,0.0441911835,0.02363752,0.1284322503585485,0.16285489809719234,8.6014e-05,0.0151385,0.01298815,0.0176417885831546,0.165630831498927,0.01298815,0.01728885,0.0378495457186828,14,0.06102977219689323,0.07054486843066642,0.044444444444444446
5,0.012953927,0.202735202,0.0441911835,0.02363752,0.1284322503585485,0.16285489809719234,8.6014e-05,0.0151385,0.01298815,0.0176417885831546,0.165630831498927,0.01298815,0.01728885,0.0378495457186828,14,0.06102977219689323,0.07054486843066642,0.05555555555555556
6,0.012953927,0.202735202,0.0441911835,0.02363752,0.1284322503585485,0.154253398097185,8.6014e-05,0.0151385,0.01298815,0.0176417885831546,0.165630831498927,0.01298815,0.01728885,0.0378495457186828,14,0.060415379339749845,0.06962124093756573,0.06666666666666667
7,0.012953927,0.202735202,0.0441911835,0.02363752,0.1284322503585485,0.13705039809719236,8.6014e-05,0.0151385,0.01298815,0.0176417885831546,0.165630831498927,0.01298815,0.01728885,0.0378495457186828,14,0.05918659362546467,0.067969867192928,0.07777777777777778
8,0.012953927,0.202735202,0.0441911835,0.02363752,0.1284322503585485,0.13705039809719236,8.6014e-05,0.0151385,0.01298815,0.0176417885831546,0.165630831498927,0.01298815,0.01728885,0.0378495457186828,14,0.05918659362546467,0.067969867192928,0.08888888888888889
9,0.012953927,0.202735202,0.0441911835,0.02363752,0.1284322503585485,0.13705039809719236,8.6014e-05,0.0151385,0.01298815,0.0176417885831546,0.165630831498927,0.01298815,0.01728885,0.0378495457186828,14,0.05918659362546467,0.067969867192928,0.1
