,dyad_02_interrater_relia,dyad_03_interrater_relia,dyad_04_interrater_relia,dyad_05_interrater_relia,dyad_06_interrater_relia,dyad_07_interrater_relia,dyad_10_interrater_relia,dyad_11_interrater_relia,triad_01_interrater_relia,triad_02_interrater_relia,triad_05_interrater_relia,triad_06_interrater_relia,triad_07_interrater_relia,triad_08_interrater_relia,triad_09_interrater_relia,triad_10_interrater_relia,triad_11_interrater_relia,triad_12_interrater_relia,triad_13_interrater_relia,triad_14_interrater_relia
continuous,0.8627614622264319,0.7407468980301586,0.8505492806541661,0.816324492327682,0.7908503876044368,0.7781379348379838,0.8307534152297689,0.7086946481829577,0.8149113008452269,0.8678567439794407,0.519005742862511,0.6902587988692441,0.6516558796252157,0.44824897491003446,0.8122326250202241,0.8341090642099844,0.6468599823757046,0.7322737461536664,0.6992169503394172,0.8605162356989908
discrete,0.7931438885475204,0.6807285519479702,0.8070533124742907,0.8324874711979495,0.7258904091522238,0.7651900801370304,0.8145181035378659,0.647124387322161,0.8254983538424676,0.8442695057779956,0.5555343152722814,0.6616305621674143,0.38786666163503636,0.10339809520130805,0.7122398357385404,0.7698912132526854,0.38238477770825585,0.6302015879438188,0.6073489436215005,0.751786807464869
