,dyad_02_interrater_relia,dyad_03_interrater_relia,dyad_04_interrater_relia,dyad_05_interrater_relia,dyad_06_interrater_relia,dyad_07_interrater_relia,dyad_10_interrater_relia,dyad_11_interrater_relia,triad_01_interrater_relia,triad_02_interrater_relia,triad_05_interrater_relia,triad_06_interrater_relia,triad_07_interrater_relia,triad_08_interrater_relia,triad_09_interrater_relia,triad_10_interrater_relia,triad_11_interrater_relia,triad_12_interrater_relia,triad_13_interrater_relia,triad_14_interrater_relia
continuous,0.8627614622264319,0.7407468980301586,0.8505492806541661,0.81814633616452,0.7908503876044368,0.785050919989555,-0.3339804247130962,0.02280007297722131,0.8149113008452269,0.8678567439794407,-0.08459892364941224,0.217990425907431,-0.0868054975768402,-0.09806042806005699,0.29753922699669566,0.19537404439232597,0.3584930230003378,-0.2798451574670078,0.12539529152194406,0.6430915194727509
discrete,0.8633746411365031,0.7572346430200971,0.8291967970155072,0.8180731882742329,0.8379442177225576,0.8364999345937056,0.8551577813393774,0.6824130872672554,0.8954679827455745,0.9298291142285058,0.4879856002749745,0.6448135038733656,0.5365140436075173,0.11622561286780742,0.7900883899273685,0.8415911934219646,0.6113588582803462,0.7120341295791857,0.6571015058664442,0.7788724617741145
