,dyad_02_interrater_relia,dyad_03_interrater_relia,dyad_04_interrater_relia,dyad_05_interrater_relia,dyad_06_interrater_relia,dyad_07_interrater_relia,dyad_10_interrater_relia,dyad_11_interrater_relia,triad_01_interrater_relia,triad_02_interrater_relia,triad_05_interrater_relia,triad_06_interrater_relia,triad_07_interrater_relia,triad_08_interrater_relia,triad_09_interrater_relia,triad_10_interrater_relia,triad_11_interrater_relia,triad_12_interrater_relia,triad_13_interrater_relia,triad_14_interrater_relia
continuous,0.8627614622264319,0.7407468980301586,0.8505492806541661,0.816324492327682,0.7908503876044368,0.7781379348379838,0.7262778547692941,0.7086946481829577,0.8149113008452269,0.8678567439794407,0.26870556935134715,0.6902587988692441,0.6516558796252157,0.44824897491003446,0.8122326250202241,0.8341090642099844,0.08667744584256765,0.7322737461536664,0.6992169503394172,0.726778476343863
discrete,0.8535234998332877,0.7247983153774382,0.8277764588077665,0.8278498794801261,0.7916195523837786,0.8437531835671856,0.3428608538700191,0.6471534656744673,0.8626950655238312,0.8695703571418012,0.3562295122969965,0.5997767389018627,0.45591494839174396,0.10515346343395948,0.7588390800594853,0.7779616273080967,-0.3856554563896024,0.6842345787845443,0.6137564671057205,0.5927779003479208
