,dyad_02_interrater_LinsCCC,dyad_03_interrater_LinsCCC,dyad_04_interrater_LinsCCC,dyad_05_interrater_LinsCCC,dyad_06_interrater_LinsCCC,dyad_07_interrater_LinsCCC,dyad_10_interrater_LinsCCC,dyad_11_interrater_LinsCCC,triad_01_interrater_LinsCCC,triad_02_interrater_LinsCCC,triad_05_interrater_LinsCCC,triad_06_interrater_LinsCCC,triad_07_interrater_LinsCCC,triad_08_interrater_LinsCCC,triad_09_interrater_LinsCCC,triad_10_interrater_LinsCCC,triad_11_interrater_LinsCCC,triad_12_interrater_LinsCCC,triad_13_interrater_LinsCCC,triad_14_interrater_LinsCCC
continuous,0.6290052790132971,0.30888142554504994,0.6178622508237801,0.6034456728365948,0.659886852451503,0.47780984191333453,0.6010752798120602,0.2640717819748828,0.5730815352136512,0.47805368471020016,0.25393365984337557,0.40618088037582195,0.43161067379881657,0.2570482199733937,0.628405825620662,0.5216537262194308,0.02628043658533945,0.3079994056272226,0.19632063225557983,0.6848244374967273
discrete,0.8071179298819955,0.6762623932202226,0.7719086142130148,0.7126525209328364,0.9184436059552884,0.7318443226440858,0.18963729390917902,0.568241652878888,0.8442659905308859,0.8595412443312361,0.2328974351778409,0.6950922511812657,0.44406689682755446,0.055447925938649056,0.8566294631596638,0.7199929583736521,0.037900727635926806,0.5104143272385141,0.40525177290240455,0.3865269419972834
