,dyad_02_interrater_relia,dyad_03_interrater_relia,dyad_04_interrater_relia,dyad_05_interrater_relia,dyad_06_interrater_relia,dyad_07_interrater_relia,dyad_10_interrater_relia,dyad_11_interrater_relia,triad_01_interrater_relia,triad_02_interrater_relia,triad_05_interrater_relia,triad_06_interrater_relia,triad_07_interrater_relia,triad_08_interrater_relia,triad_09_interrater_relia,triad_10_interrater_relia,triad_11_interrater_relia,triad_12_interrater_relia,triad_13_interrater_relia,triad_14_interrater_relia
continuous,0.8627614622264319,0.7407468980301586,0.8505492806541661,0.816324492327682,0.7908503876044368,0.7781379348379838,0.8307534152297689,0.7086946481829577,0.8149113008452269,0.8678567439794407,0.519005742862511,0.6902587988692441,0.6516558796252157,0.44824897491003446,0.8122326250202241,0.8341090642099844,0.6468599823757046,0.7322737461536664,0.6992169503394172,0.8605162356989908
discrete,0.8732915134942796,0.8017693434018207,0.8360519789513778,0.8197566202368707,0.8632368655789493,0.8126284788065321,0.8280246335370312,0.7019578430920825,0.9135030865157661,0.9413445531776408,0.5256188485154809,0.6763532718794845,0.5522103383642447,0.11462415329616094,0.792593989995247,0.8580651018086756,0.6113588582803462,0.7171167706045287,0.6609344177372016,0.8102468430464296
