,task_eng_dyad_01,task_eng_dyad_02,task_eng_dyad_03,task_eng_dyad_04,task_eng_dyad_05,task_eng_dyad_07,task_eng_dyad_08,task_eng_dyad_09,task_eng_dyad_10,task_eng_dyad_11,groups,avg_task_eng,std_avg_task_eng,seconds
14,0.0003684065,0.001684144,0.0,0.0057863615,0.023593643,0.000710606,0.0089543885831546,0.0,0.0,0.0,10,0.00410975495831546,0.007489987475093296,0.15555555555555556
15,0.0003684065,0.001684144,0.0,0.0060443595,0.023593643,0.000710606,0.0089543885831546,0.0,0.0,0.0,10,0.00413555475831546,0.007496845561329086,0.16666666666666669
16,0.0003684065,0.001684144,0.0,0.0060443595,0.023593643,0.000710606,0.0089543885831546,0.0,0.0,0.0,10,0.00413555475831546,0.007496845561329086,0.17777777777777778
17,0.0003684065,0.001684144,0.0,0.0060443595,0.018054093,0.000710606,0.0089543885831546,0.0,0.0028958,0.0,10,0.0038711797583154592,0.005818247028800566,0.18888888888888888
18,0.0003684065,0.001684144,0.0,0.0060443595,0.018054093,0.000710606,0.0089543885831546,0.0,0.0086874,0.0,10,0.004450339758315459,0.0059959091153960024,0.2
19,0.0003684065,0.001684144,0.0,0.0060443595,0.018054093,0.000710606,0.0089543885831546,0.0,0.0086874,0.0,10,0.004450339758315459,0.0059959091153960024,0.2111111111111111
20,0.26507440649999997,0.001684144,0.0,0.0060443595,0.018054093,0.000710606,0.01113340524982127,0.0,0.0086874,0.0,10,0.031138841424982123,0.08241724200497531,0.22222222222222224
21,0.26507440649999997,0.001684144,0.0,0.0060443595,0.018054093,0.000710606,0.0154914385831546,0.0,0.0086874,0.0,10,0.03157464475831546,0.08231115795230422,0.23333333333333334
22,0.1489754065,0.034191894,0.0,0.0060443595,0.018054093,0.000710606,0.0154914385831546,0.0,0.0086874,0.018693733333333365,10,0.025084893091648797,0.04484310861676089,0.24444444444444446
23,0.1489754065,0.034191894,0.0,0.0060443595,0.018054093,0.000710606,0.0154914385831546,2.867133333333352e-05,0.0086874,0.0280406,10,0.026022446891648798,0.044790625395781186,0.2555555555555556
24,0.1489754065,0.034191894,0.0,0.0060443595,0.018054093,0.000710606,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.026028181158315462,0.04478693133376146,0.26666666666666666
25,0.1489754065,0.034191894,0.0,0.0060443595,0.018054093,0.000710606,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.026028181158315462,0.04478693133376146,0.2777777777777778
26,0.1489754065,0.034191894,0.0,0.0060443595,0.018054093,0.000710606,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.026028181158315462,0.04478693133376146,0.2888888888888889
27,0.1489754065,0.034191894,0.0,0.0060443595,0.018054093,0.000710606,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.026028181158315462,0.04478693133376146,0.3
28,0.1489754065,0.034191894,0.0,0.0060443595,0.018054093,0.000710606,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.026028181158315462,0.04478693133376146,0.3111111111111111
29,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018054093,0.0057863615,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.029786531708315467,0.04351863103601027,0.32222222222222224
30,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018054093,0.0057863615,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.029786531708315467,0.04351863103601027,0.33333333333333337
31,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.0057863615,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.02987112760831546,0.0434941055814435,0.34444444444444444
32,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.0057863615,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.02987112760831546,0.0434941055814435,0.35555555555555557
33,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.0057863615,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.02987112760831546,0.0434941055814435,0.3666666666666667
34,0.15752770049999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.0359773115,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033745452008315455,0.04526847316323167,0.37777777777777777
35,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.0359773115,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03289022260831546,0.04267668523002584,0.3888888888888889
36,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.038515189500000005,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03314401040831546,0.04270462011466082,0.4
37,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.038515189500000005,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03314401040831546,0.04270462011466082,0.41111111111111115
38,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.038515189500000005,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03314401040831546,0.04270462011466082,0.4222222222222222
39,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.038515189500000005,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03314401040831546,0.04270462011466082,0.43333333333333335
40,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.038515189500000005,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03314401040831546,0.04270462011466082,0.4444444444444445
41,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.038515189500000005,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03314401040831546,0.04270462011466082,0.45555555555555555
42,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.038515189500000005,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03314401040831546,0.04270462011466082,0.4666666666666667
43,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.040207108000000005,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033313202258315466,0.04273160778649698,0.4777777777777778
44,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.040207108000000005,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033313202258315466,0.04273160778649698,0.48888888888888893
45,0.1489754065,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033397798158315464,0.04274760648446031,0.5
46,0.161474913,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03464774880831546,0.046519005400737175,0.5111111111111112
47,0.15160688149999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033660945658315455,0.04353891249315872,0.5222222222222223
48,0.15160688149999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033660945658315455,0.04353891249315872,0.5333333333333333
49,0.15160688149999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033660945658315455,0.04353891249315872,0.5444444444444445
50,0.15160688149999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033660945658315455,0.04353891249315872,0.5555555555555556
51,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03398988005831546,0.04453013889255,0.5666666666666667
52,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03398988005831546,0.04453013889255,0.5777777777777778
53,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03398988005831546,0.04453013889255,0.5888888888888889
54,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03398988005831546,0.04453013889255,0.6
55,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03398988005831546,0.04453013889255,0.6111111111111112
56,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03398988005831546,0.04453013889255,0.6222222222222222
57,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03398988005831546,0.04453013889255,0.6333333333333333
58,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03398988005831546,0.04453013889255,0.6444444444444445
59,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03398988005831546,0.04453013889255,0.6555555555555556
60,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03398988005831546,0.04453013889255,0.6666666666666667
61,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.041053067,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03398988005831546,0.04453013889255,0.6777777777777778
62,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.0393611485,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03382068820831545,0.044503526806793064,0.6888888888888889
63,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.0393611485,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03382068820831545,0.044503526806793064,0.7000000000000001
64,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.0393611485,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03382068820831545,0.044503526806793064,0.7111111111111111
65,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.7222222222222222
66,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.7333333333333334
67,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.7444444444444445
68,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.7555555555555555
69,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.7666666666666667
70,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.7777777777777778
71,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.788888888888889
72,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.8
73,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.8111111111111111
74,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.8222222222222223
75,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.8333333333333334
76,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.8444444444444444
77,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.8555555555555556
78,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.8666666666666667
79,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.8777777777777778
80,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.888888888888889
81,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.9
82,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.9111111111111111
83,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.9222222222222223
84,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.032974728958315457,0.044466895609437895,0.9333333333333333
85,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.02143793,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033228516758315466,0.04438480766422872,0.9444444444444445
86,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.02143793,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033228516758315466,0.04438480766422872,0.9555555555555556
87,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.02143793,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033228516758315466,0.04438480766422872,0.9666666666666667
88,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.02143793,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033228516758315466,0.04438480766422872,0.9777777777777779
89,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.02143793,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033228516758315466,0.04438480766422872,0.9888888888888889
90,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.02143793,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033228516758315466,0.04438480766422872,1.0
91,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.02143793,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033228516758315466,0.04438480766422872,1.011111111111111
92,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.02143793,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.033228516758315466,0.04438480766422872,1.0222222222222224
93,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.0333333333333334
94,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.0444444444444445
95,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.0555555555555556
96,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.0666666666666667
97,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.0777777777777777
98,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.088888888888889
99,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.1
100,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.1111111111111112
101,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.1222222222222222
102,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.1333333333333333
103,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.1444444444444446
104,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.1555555555555557
105,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.1666666666666667
106,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.1777777777777778
107,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.1888888888888889
108,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.2
109,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.2111111111111112
110,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.2222222222222223
111,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.2333333333333334
112,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.2444444444444445
113,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.2555555555555555
114,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.2666666666666666
115,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.277777777777778
116,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.288888888888889
117,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.3
118,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.3111111111111111
119,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.3222222222222222
120,0.15489622549999998,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03339770860831546,0.0443380690054398,1.3333333333333335
121,0.150949013,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03300298735831546,0.043137558753410875,1.3444444444444446
122,0.150949013,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03300298735831546,0.043137558753410875,1.3555555555555556
123,0.150949013,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03300298735831546,0.043137558753410875,1.3666666666666667
124,0.1601591755,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03392400360831547,0.04594270500134163,1.3777777777777778
125,0.1601591755,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03392400360831547,0.04594270500134163,1.3888888888888888
126,0.1601591755,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03392400360831547,0.04594270500134163,1.4000000000000001
127,0.1601591755,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03392400360831547,0.04594270500134163,1.4111111111111112
128,0.1654221255,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.034450298608315465,0.04755144215573235,1.4222222222222223
129,0.1654221255,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.034450298608315465,0.04755144215573235,1.4333333333333333
130,0.1654221255,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.034450298608315465,0.04755144215573235,1.4444444444444444
131,0.1654221255,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.034450298608315465,0.04755144215573235,1.4555555555555557
132,0.1654221255,0.034191894,0.03250775,0.0060443595,0.0231298485,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.034450298608315465,0.04755144215573235,1.4666666666666668
133,0.1654221255,0.034191894,0.03250775,0.0060443595,0.023975808,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03453489455831547,0.04752981246650581,1.4777777777777779
134,0.1654221255,0.034191894,0.03250775,0.0060443595,0.023975808,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03453489455831547,0.04752981246650581,1.488888888888889
135,0.1654221255,0.034191894,0.03250775,0.0060443595,0.0222838895,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03436570270831546,0.047574566285268564,1.5
136,0.1654221255,0.034191894,0.03250775,0.0060443595,0.0222838895,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03436570270831546,0.047574566285268564,1.511111111111111
137,0.1654221255,0.034191894,0.03250775,0.0060443595,0.0222838895,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.03436570270831546,0.047574566285268564,1.5222222222222224
138,0.1654221255,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.034027318958315456,0.04768196178953847,1.5333333333333334
139,0.1654221255,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.034027318958315456,0.04768196178953847,1.5444444444444445
140,0.1654221255,0.034191894,0.03250775,0.0060443595,0.018900052,0.030901556,0.0154914385831546,8.6014e-05,0.0086874,0.0280406,10,0.034027318958315456,0.04768196178953847,1.5555555555555556
