,task_eng_dyad_01,task_eng_dyad_02,task_eng_dyad_03,task_eng_dyad_04,task_eng_dyad_05,task_eng_dyad_06,task_eng_dyad_07,task_eng_dyad_08,task_eng_dyad_09,task_eng_dyad_10,task_eng_dyad_11,groups,avg_task_eng,std_avg_task_eng,seconds
0,0.2891581755,0.3104673515,0.038745268,0.1025832505,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13546716064519929,0.19618574071443076,0.0
1,0.2891581755,0.3104673515,0.038745268,0.106813047,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13585168759974475,0.1961189763404568,0.011111111111111112
2,0.29047391300000003,0.3104673515,0.0350975965,0.106813047,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13563969359974476,0.19640593625283845,0.022222222222222223
3,0.29047391300000003,0.3104673515,0.0350975965,0.12616254699999999,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.1373987390542902,0.19620849167582022,0.03333333333333333
4,0.29047391300000003,0.3104673515,0.0350975965,0.1303923435,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13778326600883567,0.1961884127957153,0.044444444444444446
5,0.29047391300000003,0.3104673515,0.0350975965,0.1303923435,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13778326600883567,0.1961884127957153,0.05555555555555556
6,0.29047391300000003,0.3104673515,0.0350975965,0.1303923435,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13778326600883567,0.1961884127957153,0.06666666666666667
7,0.29047391300000003,0.3104673515,0.0350975965,0.1346221395,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13816779291792658,0.19617662288558013,0.07777777777777778
8,0.29047391300000003,0.3104673515,0.0350975965,0.1346221395,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13816779291792658,0.19617662288558013,0.08888888888888889
9,0.29047391300000003,0.3104673515,0.0350975965,0.138005977,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13847541450883566,0.19617316005322116,0.1
10,0.29047391300000003,0.3104673515,0.0350975965,0.138005977,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13847541450883566,0.19617316005322116,0.11111111111111112
11,0.29047391300000003,0.3104673515,0.0350975965,0.138005977,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13847541450883566,0.19617316005322116,0.12222222222222223
12,0.29047391300000003,0.3104673515,0.0350975965,0.138851936,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13855231987247205,0.19617312343711646,0.13333333333333333
13,0.29047391300000003,0.3104673515,0.0350975965,0.138851936,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13855231987247205,0.19617312343711646,0.14444444444444446
14,0.29047391300000003,0.3104673515,0.0350975965,0.138851936,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13855231987247205,0.19617312343711646,0.15555555555555556
15,0.29047391300000003,0.3104673515,0.0350975965,0.1405438545,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.1387061306451993,0.19617404512213085,0.16666666666666669
16,0.29047391300000003,0.3104673515,0.0350975965,0.14699385450000002,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13929249428156296,0.1961897262570267,0.17777777777777778
17,0.29047391300000003,0.3104673515,0.0350975965,0.14699385450000002,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13929249428156296,0.1961897262570267,0.18888888888888888
18,0.29047391300000003,0.3104673515,0.0350975965,0.147839814,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13936939969065387,0.19619321281694846,0.2
19,0.29047391300000003,0.3104673515,0.0350975965,0.147839814,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.13936939969065387,0.19619321281694846,0.2111111111111111
20,0.29047391300000003,0.3104673515,0.0350975965,0.160739814,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.14054212696338111,0.19628743873761442,0.22222222222222224
21,0.29047391300000003,0.3104673515,0.0350975965,0.161585773,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.1406190323270175,0.19629630905338696,0.23333333333333334
22,0.29047391300000003,0.3104673515,0.0350975965,0.161585773,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.1406190323270175,0.19629630905338696,0.24444444444444446
23,0.29047391300000003,0.3104673515,0.0350975965,0.164123651,0.0108226245,0.6244070535,0.0605101305,0.01017979809719235,0.002236365,0.01298815,0.0280406,11,0.1408497485088357,0.19632490591741544,0.2555555555555556
