,dyad_02_interrater_relia,dyad_03_interrater_relia,dyad_04_interrater_relia,dyad_05_interrater_relia,dyad_06_interrater_relia,dyad_07_interrater_relia,dyad_10_interrater_relia,dyad_11_interrater_relia,triad_01_interrater_relia,triad_02_interrater_relia,triad_05_interrater_relia,triad_06_interrater_relia,triad_07_interrater_relia,triad_08_interrater_relia,triad_09_interrater_relia,triad_10_interrater_relia,triad_11_interrater_relia,triad_12_interrater_relia,triad_13_interrater_relia,triad_14_interrater_relia
continuous,0.8627614622264319,0.7407468980301586,0.8505492806541661,0.8181444168077261,0.7908503876044368,0.7850424708099524,0.8640120309846375,0.7116656356071487,0.8149113008452269,0.8678567439794407,0.33721816546926453,0.6936508643221511,0.6884803227905996,0.44934098584352333,0.812285711625303,0.8341111686304108,0.6468599823757046,0.7321070600785025,0.7056256616378613,0.8663784901939384
discrete,0.8535234998332877,0.7247983153774382,0.8277764588077665,0.8278498794801261,0.7916195523837786,0.8437531835671856,0.7980706127898405,0.6471534656744673,0.8626950655238312,0.8695703571418012,0.5803821061144341,0.5997767389018627,0.45591494839174396,0.10515346343395948,0.7588390800594853,0.7779616273080967,0.5780102082492096,0.6842345787845443,0.6137564671057205,0.7663524950523355
