task_eng,dyad_02_anno01,dyad_02_anno02,dyad_03_anno01,dyad_03_anno02,dyad_04_anno01,dyad_04_anno02,dyad_05_anno01,dyad_05_anno02,dyad_06_anno01,dyad_06_anno02,dyad_07_anno01,dyad_07_anno02,dyad_10_anno01,dyad_10_anno02,dyad_11_anno01,dyad_11_anno02,triad_01_anno01,triad_01_anno02,triad_02_anno01,triad_02_anno02,triad_05_anno01,triad_05_anno02,triad_06_anno01,triad_06_anno02,triad_07_anno01,triad_07_anno02,triad_08_anno01,triad_08_anno02,triad_09_anno01,triad_09_anno02,triad_10_anno01,triad_10_anno02,triad_11_anno01,triad_11_anno02,triad_12_anno01,triad_12_anno02,triad_13_anno01,triad_13_anno02,triad_14_anno01,triad_14_anno02
high,0.47961134477407164,0.24171746024605834,0.7481831850645283,0.4864678611702794,0.666840625578694,0.5227521422198279,0.4389945236232525,0.35996122317085616,0.9285461251536811,0.8262935255996166,0.6953547428610914,0.5691778810441032,0.11614042835062928,0.09993928019430338,0.6021365938001729,0.0714667984027006,0.43328185212397474,0.2126973654616065,0.7984553325462417,0.60706906729634,0.6377840662488499,0.02689189423794726,0.7139876228353338,0.28492447076028604,0.35741104952619346,0.07049628361983092,0.06315604806876991,0.0,0.692358770048013,0.5080702829706814,0.3297790901137358,0.026438101487314087,0.21420744199342512,0.0,0.7278544388814263,0.12382464281353034,0.6987310240257044,0.14697016191628007,0.5513590572134576,0.21199391750617752
low,0.3704595038348215,0.4156676637952363,0.10806916426512968,0.11837489036461596,0.19615831383310045,0.2603323176377502,0.25801898023742303,0.35149154733154186,0.06038883910896247,0.04999062285107004,0.19373952700951855,0.16620311987147374,0.653814307794215,0.3802439832192537,0.056131900703964434,0.22852085134411923,0.42654930950203174,0.4455173861540538,0.16135379771743408,0.13474025974025974,0.07317581291991458,0.3560354854950435,0.07636746268124342,0.1734408161081486,0.42456131388725704,0.641899312916656,0.7851524809216105,0.9665799245636093,0.07860864235366227,0.1407702523240372,0.33051727909011375,0.4685586176727909,0.07346705417123255,0.48196674448520654,0.06804249603126145,0.3365978751984369,0.03962165382046608,0.55623747721078,0.08245580688082113,0.27099410758410947
mid,0.14992915139110682,0.2436517397269517,0.14373198847262247,0.39512592406966546,0.13700106058820558,0.21691554014242184,0.3006734922956563,0.28138712201095273,0.011044197628623227,0.12342411802704786,0.11088845509354432,0.25592965605403634,0.22885846765290352,0.22656767498344005,0.3417315054958627,0.6885266147956033,0.1325816077131847,0.32692567212967266,0.04019086973632428,0.25819067296340026,0.2890401208312356,0.27978680925678373,0.2096449144834228,0.5282231456546165,0.2180276365865495,0.1347347449618145,0.1516914710096196,0.01336218239232771,0.22900704872816427,0.35110838696496066,0.33970363079615046,0.473507217847769,0.7123255038353423,0.5180332555147935,0.20410306508731224,0.5318598119428501,0.26164732215382946,0.2896081156699579,0.3661851359057213,0.5005892415890515
