session,role,segment_count,total_segment_duration_s,total_words,words_per_second_overall,avg_words_per_segment,avg_word_length,question_ratio,statement_ratio,sentiment_p_blue_mean_avg,sentiment_p_blue_mean_spread,engagement_p_blue_mean_avg,engagement_p_blue_mean_spread,task_engagement_mean_avg,task_engagement_mean_spread,arousal_mean_avg,arousal_mean_spread,dominance_mean_avg,dominance_mean_spread,valence_mean_avg,valence_mean_spread,sentiment_p_green_mean_avg,sentiment_p_green_mean_spread,engagement_p_green_mean_avg,engagement_p_green_mean_spread,sentiment_p_red_mean_avg,sentiment_p_red_mean_spread,engagement_p_red_mean_avg,engagement_p_red_mean_spread,sentiment_p_blue_std_avg,sentiment_p_blue_std_spread,engagement_p_blue_std_avg,engagement_p_blue_std_spread,task_engagement_std_avg,task_engagement_std_spread,arousal_std_avg,arousal_std_spread,dominance_std_avg,dominance_std_spread,valence_std_avg,valence_std_spread,sentiment_p_green_std_avg,sentiment_p_green_std_spread,engagement_p_green_std_avg,engagement_p_green_std_spread,sentiment_p_red_std_avg,sentiment_p_red_std_spread,engagement_p_red_std_avg,engagement_p_red_std_spread
recording_triad_03,p_red,80,193.681,658,3.397338923281065,8.225,4.185212061008164,0.125,0.875,,,,,0.4700352718777254,0.3831130529720053,0.5066507826940857,0.02249333675997398,0.4768569782075695,0.0194267359808023,0.4760848277259999,0.011040414492302576,,,,,-0.19750990134450674,0.486772938799783,0.47076431236402794,0.14314466135050788,,,,,0.019479280832530716,0.058208783986782024,0.06168232227224128,0.011322636610172986,0.05520152763297563,0.010368949404696104,0.04222360841011576,0.007988880786012717,,,,,0.0034989128914748374,0.014480090864944646,0.011702869141773523,0.027264536832197598
recording_triad_04,p_blue,42,184.20000000000002,529,2.8718783930510314,12.595238095238095,4.511735184950286,0.14285714285714285,0.8571428571428571,-0.16871124018809522,0.43176458358051295,0.5854519256719176,0.1867366521497506,0.7270907369476438,0.27272536253939716,0.5195608918123161,0.036002218419880265,0.4998831306219734,0.03196052532425944,0.4741383349527091,0.012251491114964886,,,,,,,,,5.064256719004911e-17,8.477490687089987e-17,0.009741232962197576,0.024922715412743397,0.03409188265688156,0.08012946344469574,0.07138238164183923,0.020571003166498285,0.0635176614838842,0.01885018129711076,0.03710985041335153,0.009254241883985312,,,,,,,,
recording_triad_04,p_green,63,317.7199999999999,761,2.3951907339796055,12.079365079365079,4.077797298157929,0.0,1.0,,,,,0.7361816063992968,0.26039666464763217,0.4820482291168014,0.036218203609366006,0.47894229041383135,0.027011376308884737,0.4822806003421344,0.014869949938524474,-0.16853092523492066,0.33822316575103084,0.5445071312355192,0.08823938249414437,,,,,,,,,0.03331149547268491,0.06772154380092264,0.0784210409550869,0.020471400707446085,0.06230164936907013,0.016590577009017324,0.03764836969434011,0.010196303966396524,5.647488649568939e-17,7.819783805376123e-17,0.0087695265791731,0.01988713089918185,,,,
recording_triad_04,p_red,17,55.6,197,3.543165467625899,11.588235294117647,4.804564093204596,0.0,1.0,,,,,0.7253042535137106,0.2737538457833731,0.502186158233092,0.022423296324780954,0.48563285122159916,0.01779824037154813,0.47448684638873595,0.011711581060986131,,,,,-0.13539916123529414,0.4064086653559605,0.5541099813692248,0.08235685264605709,,,,,0.020597271641639398,0.049943586848537606,0.08041206224808661,0.012249794239530952,0.07161224779444798,0.010711128834207204,0.04158634523106235,0.006336502551159906,,,,,5.5102981001616227e-17,6.35278642055766e-17,0.0016603855788636813,0.006237267524861388
recording_triad_05,p_blue,75,284.76,934,3.2799550498665546,12.453333333333333,3.8374617766873347,0.06666666666666667,0.9333333333333333,-0.29865497481928416,0.3430869051066868,0.5270910105165202,0.08960940055144336,0.5782320675594934,0.35441150724757103,0.5050962845968453,0.023465686295262418,0.48281243278365576,0.02169005167057692,0.47878522683946473,0.013050613336384022,,,,,,,,,0.0025392103243521845,0.021686011950326947,0.0073461246136930685,0.01786109346604098,0.008790337572143522,0.02765510196054137,0.06583949566534059,0.014147952994108938,0.059602337835965406,0.013842052647967715,0.03653643892665027,0.007079634078805822,,,,,,,,
recording_triad_05,p_green,62,222.239,727,3.27125302039696,11.725806451612904,4.22920664477985,0.08064516129032258,0.9193548387096774,,,,,0.4522239623690082,0.3656404002188067,0.5065319963963276,0.01849722675293242,0.48236036308489455,0.017559905742540665,0.4806191998678814,0.00894410608698134,-0.19394766751022519,0.4413239501183891,0.5306082348252983,0.16791922018556946,,,,,,,,,0.013875883229318027,0.052825361989230685,0.06741510438643539,0.0102777951475835,0.06145023020199692,0.009954027365670207,0.037904207889335885,0.007965113443231649,0.0014566318579406305,0.008349874715381254,0.008702882859095136,0.019261071057488047,,,,
recording_triad_05,p_red,31,135.92000000000002,388,2.854620364920541,12.516129032258064,4.4401820744468905,0.0967741935483871,0.9032258064516129,,,,,0.5364845760569206,0.34466359364872984,0.4996521888952953,0.02036519705117397,0.48005865137518977,0.021090468310668534,0.4717299587172668,0.011255841980399408,,,,,-0.20382315952258065,0.3457207820426194,0.37157118293340347,0.19543482729497952,,,,,0.02288321945441305,0.05230460397374454,0.07427435470771954,0.012053545635957112,0.06388945752707141,0.00970498281093779,0.041370965913365726,0.007478858425899625,,,,,3.6044476095598736e-17,5.40634579027117e-17,0.011331671945782315,0.02304648045214332
recording_triad_06,p_blue,60,224.8,732,3.256227758007117,12.2,4.288779447789083,0.03333333333333333,0.9666666666666667,-0.11656856871666665,0.34888915105293655,0.5918963047965611,0.19735056332649734,0.6040453965895587,0.38134471737025133,0.48970290077958994,0.020389316051290966,0.46603992519962567,0.015860314322641882,0.45735393604681757,0.017007958369545724,,,,,,,,,2.642562095071336e-17,4.2825033656549804e-17,0.008757360590989366,0.024267075151873922,0.02428557227422044,0.06929463960365011,0.05416602581902981,0.014193766696653636,0.04749635286722812,0.012527507948183431,0.04260782753473769,0.009960349589315983,,,,,,,,
recording_triad_06,p_green,82,170.48,572,3.35523228531206,6.975609756097561,4.701065107377876,0.04878048780487805,0.9512195121951219,,,,,0.4409223832603837,0.3873895327629038,0.492700730880109,0.019954323662694697,0.47131470856168006,0.01729155352592478,0.46556620200273185,0.023436187122423777,-0.11640569245164008,0.44604243207437944,0.5651004075035005,0.21549350761250782,,,,,,,,,0.02184437486463471,0.05679171822006725,0.05728091135218213,0.011485821471384215,0.04883126922037811,0.010468393445154829,0.04586412333080052,0.012523467735988628,0.0030156066189895602,0.023740537301308026,0.005688708753060091,0.015107300801461256,,,,
recording_triad_06,p_red,75,161.19899999999998,589,3.6538688205261822,7.8533333333333335,4.326884030728996,0.04,0.96,,,,,0.7526147140565697,0.31428747237200955,0.48221790929733666,0.0163664610388715,0.46377046885754947,0.013819444166913972,0.4521079321866622,0.01629243360184314,,,,,-0.18632392207333334,0.35201111661443685,0.5350681903993202,0.1263966605426785,,,,,0.010839956519091578,0.03611398119315321,0.05890057785876598,0.015522860454677842,0.05058178051534321,0.013297340526743227,0.04289915716330829,0.01092554423067769,,,,,3.571217395877587e-17,5.559626331451412e-17,0.006510110212208987,0.017311585445697733
