split,detector,model,test_group,k,selected
T,openSMILE_sel,SVM,triad_02,64,opensmile_F0semitoneFrom27.5Hz_sma3nz_amean|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevNorm|opensmile_F0semitoneFrom27.5Hz_sma3nz_percentile20.0|opensmile_F0semitoneFrom27.5Hz_sma3nz_percentile50.0|opensmile_F0semitoneFrom27.5Hz_sma3nz_percentile80.0|opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_amean|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_percentile20.0|opensmile_loudness_sma3_percentile50.0|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_loudness_sma3_stddevFallingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc2_sma3_amean|opensmile_mfcc2_sma3_stddevNorm|opensmile_mfcc3_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_jitterLocal_sma3nz_amean|opensmile_jitterLocal_sma3nz_stddevNorm|opensmile_shimmerLocaldB_sma3nz_amean|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_amean|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F1bandwidth_sma3nz_amean|opensmile_F1bandwidth_sma3nz_stddevNorm|opensmile_F1amplitudeLogRelF0_sma3nz_amean|opensmile_F1amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_amean|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_amean|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_F3frequency_sma3nz_stddevNorm|opensmile_F3bandwidth_sma3nz_amean|opensmile_F3bandwidth_sma3nz_stddevNorm|opensmile_F3amplitudeLogRelF0_sma3nz_amean|opensmile_alphaRatioV_sma3nz_amean|opensmile_hammarbergIndexV_sma3nz_amean|opensmile_slopeV0-500_sma3nz_amean|opensmile_slopeV0-500_sma3nz_stddevNorm|opensmile_slopeV500-1500_sma3nz_amean|opensmile_spectralFluxV_sma3nz_amean|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_amean|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc2V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_amean|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_mfcc4V_sma3nz_amean|opensmile_mfcc4V_sma3nz_stddevNorm|opensmile_alphaRatioUV_sma3nz_amean|opensmile_hammarbergIndexUV_sma3nz_amean|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_spectralFluxUV_sma3nz_amean|opensmile_loudnessPeaksPerSec|opensmile_MeanVoicedSegmentLengthSec|opensmile_MeanUnvoicedSegmentLength|opensmile_equivalentSoundLevel_dBp
T,openSMILE_sel,SVM,triad_10,11,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_mfcc4V_sma3nz_stddevNorm|opensmile_hammarbergIndexUV_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
T,openSMILE_sel,SVM,triad_08,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,SVM,triad_11,4,opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,LogReg,triad_01,3,opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,LogReg,triad_13,4,opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,LogReg,triad_06,6,opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_slopeV0-500_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_hammarbergIndexUV_sma3nz_amean
T,openSMILE_sel,LogReg,triad_05,2,opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,LogReg,triad_14,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,LogReg,triad_12,3,opensmile_mfcc4_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,LogReg,triad_09,8,opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_mfcc4V_sma3nz_stddevNorm|opensmile_hammarbergIndexUV_sma3nz_amean
T,openSMILE_sel,LogReg,triad_07,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,LogReg,triad_02,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,LogReg,triad_10,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_mfcc4V_sma3nz_stddevNorm|opensmile_hammarbergIndexUV_sma3nz_amean
T,openSMILE_sel,LogReg,triad_08,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,LogReg,triad_11,4,opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,NB,triad_01,3,opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,NB,triad_13,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,NB,triad_06,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,NB,triad_05,2,opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,NB,triad_14,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,NB,triad_12,2,opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,NB,triad_09,1,opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,NB,triad_07,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,NB,triad_02,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,NB,triad_10,45,opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevNorm|opensmile_F0semitoneFrom27.5Hz_sma3nz_percentile50.0|opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_amean|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_percentile20.0|opensmile_loudness_sma3_percentile50.0|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_loudness_sma3_stddevFallingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc2_sma3_stddevNorm|opensmile_mfcc3_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_jitterLocal_sma3nz_amean|opensmile_jitterLocal_sma3nz_stddevNorm|opensmile_shimmerLocaldB_sma3nz_amean|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F1bandwidth_sma3nz_amean|opensmile_F1bandwidth_sma3nz_stddevNorm|opensmile_F1amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_alphaRatioV_sma3nz_amean|opensmile_slopeV0-500_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_amean|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc2V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_mfcc4V_sma3nz_stddevNorm|opensmile_alphaRatioUV_sma3nz_amean|opensmile_hammarbergIndexUV_sma3nz_amean|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_spectralFluxUV_sma3nz_amean|opensmile_loudnessPeaksPerSec|opensmile_MeanUnvoicedSegmentLength|opensmile_equivalentSoundLevel_dBp
T,openSMILE_sel,NB,triad_08,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,NB,triad_11,32,opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevNorm|opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_amean|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_percentile50.0|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_loudness_sma3_stddevFallingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc3_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_amean|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_F1amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_slopeV0-500_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc2V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_mfcc4V_sma3nz_stddevNorm|opensmile_alphaRatioUV_sma3nz_amean|opensmile_hammarbergIndexUV_sma3nz_amean|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_loudnessPeaksPerSec|opensmile_MeanUnvoicedSegmentLength|opensmile_equivalentSoundLevel_dBp
All,openSMILE_sel,QDA,triad_01,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,QDA,dyad_03,1,opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,QDA,dyad_04,3,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,QDA,dyad_05,1,opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,QDA,dyad_07,3,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,QDA,triad_06,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,QDA,triad_05,1,opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,QDA,triad_13,11,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,QDA,triad_14,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,QDA,dyad_06,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,QDA,dyad_11,1,opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,QDA,dyad_02,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc3_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
All,openSMILE_sel,QDA,triad_07,2,opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,QDA,triad_09,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,QDA,triad_12,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,QDA,triad_02,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,QDA,dyad_10,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,QDA,triad_08,2,opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,QDA,triad_10,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,QDA,triad_11,3,opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,SVM,triad_01,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,dyad_03,11,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,dyad_04,16,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,dyad_05,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,dyad_07,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,triad_06,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,triad_05,11,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,triad_13,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,triad_14,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,SVM,dyad_06,1,opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,SVM,dyad_11,16,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,dyad_02,6,opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc3_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
All,openSMILE_sel,SVM,triad_07,3,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
All,openSMILE_sel,SVM,triad_09,4,opensmile_loudness_sma3_stddevNorm|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
All,openSMILE_sel,SVM,triad_12,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,triad_02,22,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc3_sma3_stddevNorm|opensmile_jitterLocal_sma3nz_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanVoicedSegmentLengthSec|opensmile_MeanUnvoicedSegmentLength|opensmile_equivalentSoundLevel_dBp
All,openSMILE_sel,SVM,dyad_10,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,triad_08,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,triad_10,22,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc3_sma3_stddevNorm|opensmile_jitterLocal_sma3nz_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_spectralFluxUV_sma3nz_amean|opensmile_MeanVoicedSegmentLengthSec|opensmile_MeanUnvoicedSegmentLength
All,openSMILE_sel,SVM,triad_11,3,opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean
