seconds_interaction_window,dyad_01_1d_DG_P1,dyad_01_1d_DG_P2,dyad_02_1d_DG_P1,dyad_02_1d_DG_P2,dyad_03_1d_DG_P1,dyad_03_1d_DG_P2,dyad_04_1d_DG_P1,dyad_04_1d_DG_P2,dyad_05_1d_DG_P1,dyad_05_1d_DG_P2,dyad_06_1d_DG_P1,dyad_06_1d_DG_P2,dyad_07_1d_DG_P1,dyad_07_1d_DG_P2,dyad_08_1d_DG_P1,dyad_08_1d_DG_P2,dyad_09_1d_DG_P1,dyad_09_1d_DG_P2,dyad_10_1d_DG_P1,dyad_10_1d_DG_P2,dyad_11_1d_DG_P1,dyad_11_1d_DG_P2,triad_01_1d_DG_P1,triad_01_1d_DG_P2,triad_01_1d_DG_P3,triad_03_1d_DG_P1,triad_03_1d_DG_P2,triad_03_1d_DG_P3,triad_04_1d_DG_P1,triad_04_1d_DG_P2,triad_04_1d_DG_P3,triad_05_1d_DG_P1,triad_05_1d_DG_P2,triad_05_1d_DG_P3,triad_06_1d_DG_P1,triad_06_1d_DG_P2,triad_06_1d_DG_P3,triad_07_1d_DG_P1,triad_07_1d_DG_P2,triad_07_1d_DG_P3,triad_08_1d_DG_P1,triad_08_1d_DG_P2,triad_08_1d_DG_P3,triad_09_1d_DG_P1,triad_09_1d_DG_P2,triad_09_1d_DG_P3,triad_02_1d_DG_P1,triad_02_1d_DG_P2,triad_02_1d_DG_P3,triad_11_1d_DG_P1,triad_11_1d_DG_P2,triad_11_1d_DG_P3,triad_10_1d_DG_P1,triad_10_1d_DG_P2,triad_10_1d_DG_P3,triad_14_1d_DG_P1,triad_14_1d_DG_P2,triad_14_1d_DG_P3,triad_12_1d_DG_P1,triad_12_1d_DG_P2,triad_12_1d_DG_P3,triad_13_1d_DG_P1,triad_13_1d_DG_P2,triad_13_1d_DG_P3
0.0,0.016034985422740525,0.10167638483965015,0.24899538621818723,0.0,0.03126809496236248,0.03503184713375796,0.23431952662721894,0.16757396449704143,0.2469703301295445,0.20643543669034684,0.38994011976047904,0.13221556886227545,0.18961038961038962,0.31381345926800475,0.0,0.1811217510259918,0.06396517079705291,0.072337575351641,0.05487389229720518,0.23585548738922973,0.006109979633401222,0.008961303462321792,0.2890673255095738,0.27486102532427426,0.15379864113650402,0.059007707129094415,0.04022157996146435,0.0,0.4511422537915147,0.003263582261470532,0.019773468995968515,0.3975409836065574,0.140625,0.3598872950819672,0.5033185840707964,0.06554203539823009,0.23783185840707965,0.13661732589177383,0.06090754671196311,0.055811696190245084,0.20158584934431228,0.05032021957913998,0.2476364745349192,0.07579787234042554,0.3025265957446808,0.2755984042553192,0.2647809442790302,0.03424074861760953,0.11527009783071034,0.5498381877022653,0.16116504854368932,0.8116504854368932,0.009929078014184398,0.08936170212765958,0.2598581560283688,0.27363042861197845,0.010786261708770934,0.02015327845586148,0.0011035091591260207,0.0,0.3453983668064445,0.294510160752199,0.03184713375796178,0.35668789808917195
60.0,0.0,0.06310063463281958,0.14024024024024023,0.0,0.15528120713305898,0.05130315500685871,0.28086710650329877,0.15433553251649387,0.1172787979966611,0.2629382303839733,0.30477561795056396,0.17902567794576435,0.1765668849391955,0.32483629560336763,0.0,0.23424657534246576,0.07180675049636003,0.09629384513567174,0.05668703326544467,0.22233536999321113,0.00020491803278688525,0.0,0.11329336365515816,0.18999379780855902,0.22658672731031632,0.08459142104001917,0.025880661394680086,0.0,0.1317027281279398,0.16857949200376293,0.04609595484477893,0.4645769622833843,0.11850152905198777,0.45591233435270134,0.41776315789473684,0.07182017543859649,0.04742324561403509,0.14708691499522444,0.03414517669531996,0.06303724928366762,0.3263739637703408,0.08627571384709856,0.49677617439361377,0.05862758161225849,0.41072618254497,0.1435709526982012,0.11774671749258789,0.0688267683185091,0.16285472257518002,0.6473838154046149,0.047448813779655506,0.8381540461488463,0.14454976303317535,0.259478672985782,0.06279620853080568,0.03432624113475177,0.00028368794326241134,0.0,0.0,0.0,0.21180096873623955,0.5801272341714632,0.0,0.03877612844592548
120.0,0.0,0.05102596695115308,0.06114457831325301,0.0,0.121403124143601,0.18936694984927377,0.299953531598513,0.15288104089219332,0.18285833159975037,0.14374869981277305,0.3174526008750608,0.10841030627126884,0.26094156612254554,0.25100544121126095,0.0,0.12141280353200883,0.0,0.039587491683300065,0.0006863417982155113,0.3630748112560055,0.0,0.0,0.17041933484817187,0.17868209047717415,0.2294980375955381,0.27660606060606063,0.035393939393939394,0.020363636363636365,0.17686072218128224,0.13301400147383935,0.07258658806190126,0.4663265306122449,0.3566326530612245,0.29336734693877553,0.4101497504159734,0.2892401552967277,0.15945646145313366,0.05730797014206598,0.11870936672285096,0.0,0.12207001522070016,0.028006088280060883,0.1537290715372907,0.10006715916722633,0.34486232370718606,0.24815312290127603,0.14059865092748736,0.040261382799325465,0.037310286677908935,0.5644111906310996,0.027325959661678594,0.6821730644111906,0.230941077911198,0.05333705668807596,0.3538117844177604,0.027817201248935566,0.0,0.0011353959693443088,0.020493609519612165,0.0,0.374834728955487,0.31140615570307784,0.0,0.12070006035003017
180.0,0.0,0.023180007243752264,0.2103772178321157,0.0,0.1399834665197024,0.28410030311380546,0.26762857807772866,0.18617640214102862,0.04318936877076412,0.09759136212624585,0.4236346060898985,0.09618173030449492,0.29524485450674237,0.231606340193991,0.0,0.2691029900332226,0.09207497533706017,0.05327195001644196,0.024716786817713696,0.4074836937864744,0.020191507077435472,0.0,0.2060024499795835,0.2856267864434463,0.37933850551245407,0.06419573643410853,0.0,0.0,0.05645464809936018,0.03575461046292811,0.07753105005645465,0.39134939134939134,0.20512820512820512,0.1383061383061383,0.49739082669596263,0.03735237572095578,0.032134029112881074,0.11784511784511785,0.005531505531505531,0.03607503607503607,0.09711124769514444,0.004917025199754148,0.19114935464044253,0.14266622118275976,0.5138656866020715,0.13665218843969262,0.08169312169312169,0.0,0.14603174603174604,0.5617486338797815,0.022586520947176687,0.4867030965391621,0.08061797752808988,0.16376404494382021,0.21910112359550563,0.02893617021276596,0.0,0.0,0.07279860505666957,0.007628596338273758,0.33413251961639057,0.43772563176895307,0.018050541516245487,0.2674488567990373
240.0,0.0,0.3052536231884058,0.06869200838072434,0.0,0.3433583959899749,0.037037037037037035,0.19114219114219114,0.18321678321678322,0.19176954732510287,0.18559670781893003,0.2767662053896577,0.18742413207089098,0.09274477576895986,0.5158487907959615,0.0,0.1727247881934955,0.1918075422626788,0.0006501950585175553,0.002073971655720705,0.376425855513308,0.02290562036055143,0.001696712619300106,0.1610917299404884,0.3108967781654012,0.5729530063615842,0.05521770858671856,0.0,0.029189978107516418,0.0465288035450517,0.16248153618906944,0.01569423929098966,0.1758269720101781,0.0743002544529262,0.19287531806615776,0.33478735005452565,0.0010905125408942203,0.10332606324972737,0.07434052757793765,0.0,0.03525179856115108,0.11512553582363748,0.04041641151255358,0.2443355786895285,0.1640625,0.44259510869565216,0.13077445652173914,0.0409245122985581,0.22137404580152673,0.10750636132315522,,,,0.1796717535272099,0.1456953642384106,0.1934926576446876,0.022965693223702864,0.0,0.0,0.20246750385547477,0.006609385327164574,0.33223176911213925,0.3894419306184012,0.00784313725490196,0.060030165912518856
300.0,0.0,0.024500907441016333,0.11817367949865712,0.0,0.11507827519912112,0.10299368305410601,0.19943885901332709,0.23614683189151275,0.1566839378238342,0.3494300518134715,0.46647230320699706,0.1032555879494655,0.05608140085186938,0.6079034548035968,0.0,0.17970459518599563,0.7682011100228534,0.0,0.019393511988716503,0.032087447108603666,0.0,0.0010438413361169101,0.05678556785567856,0.4063140631406314,0.46248462484624847,0.12418615866891729,0.003134796238244514,0.0,0.05327330707184393,0.27124366910523356,0.22416057024948416,0.4898011877097857,0.222566485928221,0.2235992770462174,0.36872270742358076,0.04939956331877729,0.10780567685589519,0.0,0.0004767580452920143,0.005244338498212158,0.0,0.06395529338714685,0.15740453275380317,0.21788455121788455,0.22489155822489157,0.34034034034034033,0.07945091514143095,0.22046589018302828,0.009775374376039933,,,,0.1265352756355327,0.15138531848043416,0.2644958583261925,0.054720725829316696,0.0,0.0,0.17748049052396878,0.0,0.33043478260869563,0.41737032569360677,0.00030156815440289503,0.15983112183353437
360.0,0.00018034265103697024,0.060595130748422,0.34058956916099775,0.0,0.1593285635663181,0.2352779306549257,0.1725254394079556,0.21530989824236818,0.22476111341919403,0.13419194017449107,0.45757795503988397,0.03456611070824269,0.07908404154863079,0.34915014164305946,0.011400651465798045,0.20304017372421282,0.37336387434554974,0.0,0.1527777777777778,0.03287037037037037,0.03481747204051488,0.0,0.2147995889003083,0.36115107913669064,0.44028776978417267,0.08519417475728155,0.0,0.0,0.03565166569257744,0.05162672900837717,0.03584648353789207,0.48304426611441886,0.2888946414703598,0.4292001035464665,0.3459715639810427,0.05492054641761918,0.12601059381098412,0.01497584541062802,0.0,0.06086956521739131,0.0,0.0,0.0999057492931197,0.2020100502512563,0.28542713567839195,0.2964824120603015,0.09727790673137793,0.229162270521207,0.09453471196454949,,,,0.1665470208183776,0.08255563531945441,0.1722900215362527,0.09500850822461714,0.0011344299489506524,0.00368689733408962,0.07235955056179776,0.0,0.1047191011235955,0.39070048309178745,0.0006038647342995169,0.28291062801932365
420.0,0.0,0.005399568034557235,0.22529883492207595,0.0,0.2850109409190372,0.0350109409190372,0.16837686567164178,0.27075559701492535,0.143796394485684,0.12386002120890774,0.4865642994241843,0.03622840690978887,0.10634809088779573,0.39704848910751933,0.0,0.3514919244456611,0.17482517482517482,0.04928404928404929,,,0.03391249738329496,0.0,0.19194410193177147,0.1302918207973695,0.1607069461570078,0.09904761904761905,0.031190476190476192,0.04928571428571429,0.07080350039777247,0.04375497215592681,0.03599840891010342,0.49666324435318276,0.11883983572895278,0.17890143737166325,0.26975325755475466,0.026892154144718603,0.09093429442750207,0.0,0.0,0.05939629990262902,,,,0.3029721955896453,0.18024928092042186,0.43815915627996166,0.016432865731462926,0.12104208416833667,0.02565130260521042,,,,,,,0.03148936170212766,0.0,0.0,0.09234828496042216,0.0,0.06897851488880513,0.41595354523227385,0.029951100244498777,0.19926650366748166
480.0,0.0,0.0,0.22208281053952322,0.0,0.3329655172413793,0.1249655172413793,0.16201889836367828,0.22009679649688868,0.10454155955441302,0.13881748071979436,0.19081015719467956,0.10012091898428054,0.2564342536265793,0.29480580252690686,0.0,0.17220543806646527,0.2661822985468956,0.037648612945838836,,,0.016335078534031412,0.03790575916230367,0.38397901533494755,0.4505649717514124,0.1967312348668281,0.09491525423728814,0.005569007263922518,0.0009685230024213075,0.30496870109546165,0.04029733959311424,0.005477308294209703,0.5740644490644491,0.028586278586278588,0.30509355509355507,0.39424141749723146,0.07779623477297896,0.11572535991140642,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.536210018105009,0.0700060350030175,0.09505129752564877
540.0,0.0,0.06744815148782687,,,0.2939575394665215,0.17038649972781708,0.08793792616976252,0.3385845285680696,0.08373966504133984,0.23722705109179562,0.0,0.014705882352941176,0.061415846225972806,0.4744491326769808,0.0,0.40427302996670367,0.06644951140065146,0.28469055374592833,,,,,0.29346938775510206,0.19224489795918367,0.2583673469387755,0.071119654012494,0.0014416146083613647,0.0,0.20257862863840595,0.007423324868138308,0.07735885915217816,0.23162238844467373,0.1103946350270828,0.17977817900438484,0.18985587583148558,0.18514412416851442,0.06984478935698447,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.4133535660091047,0.004855842185128983,0.19332321699544766
