seconds_interaction_window,dyad_01_MG_P1P2,dyad_02_MG_P1P2,dyad_03_MG_P1P2,dyad_04_MG_P1P2,dyad_05_MG_P1P2,dyad_06_MG_P1P2,dyad_07_MG_P1P2,dyad_08_MG_P1P2,dyad_09_MG_P1P2,dyad_10_MG_P1P2,dyad_11_MG_P1P2,triad_01_MG_P1P2,triad_01_MG_P1P3,triad_01_MG_P2P3,triad_03_MG_P1P2,triad_03_MG_P1P3,triad_03_MG_P2P3,triad_04_MG_P1P2,triad_04_MG_P1P3,triad_04_MG_P2P3,triad_05_MG_P1P2,triad_05_MG_P1P3,triad_05_MG_P2P3,triad_06_MG_P1P2,triad_06_MG_P1P3,triad_06_MG_P2P3,triad_07_MG_P1P2,triad_07_MG_P1P3,triad_07_MG_P2P3,triad_08_MG_P1P2,triad_08_MG_P1P3,triad_08_MG_P2P3,triad_09_MG_P1P2,triad_09_MG_P1P3,triad_09_MG_P2P3,triad_02_MG_P1P2,triad_02_MG_P1P3,triad_02_MG_P2P3,triad_11_MG_P1P2,triad_11_MG_P1P3,triad_11_MG_P2P3,triad_10_MG_P1P2,triad_10_MG_P1P3,triad_10_MG_P2P3,triad_14_MG_P1P2,triad_14_MG_P1P3,triad_14_MG_P2P3,triad_12_MG_P1P2,triad_12_MG_P1P3,triad_12_MG_P2P3,triad_13_MG_P1P2,triad_13_MG_P1P3,triad_13_MG_P2P3
130.0,0.0,0.0,0.9389830508474576,0.07262569832402235,0.17801047120418848,0.3914285714285714,0.2740112994350282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00881057268722467,0.0,0.0,0.012307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1276595744680851,0.0,0.0,0.17916666666666667,0.05303030303030303,0.0,0.0,0.03125,0.0,0.0,0.07457627118644068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07526881720430108,0.0
135.0,0.0,0.0,0.9093959731543624,0.11813186813186813,0.37317073170731707,0.39067055393586003,0.29829545454545453,0.0,0.0,0.0,0.0,0.011876484560570071,0.2921615201900237,0.0,0.0,0.0,0.0,0.054945054945054944,0.0,0.0,0.17846153846153845,0.0,0.0,0.0,0.3053691275167785,0.0,0.0,0.0,0.0,0.0,0.0,0.2807017543859649,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,0.0,0.0,0.8819672131147541,0.3767313019390582,0.9779951100244498,0.35174418604651164,0.5642458100558659,0.0,0.0,0.0,0.0,0.0,0.03233830845771144,0.0,0.0,0.0,0.0,0.04405286343612335,0.0,0.0,0.08814589665653495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01937984496124031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4064748201438849,0.0
145.0,0.0,0.0,0.2161290322580645,0.06925207756232687,0.638676844783715,0.5777126099706745,0.532033426183844,0.0,0.0,0.3306122448979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04194260485651214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024793388429752067,0.0,0.06198347107438017,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05734767025089606,0.0
150.0,0.0,0.0,0.9867549668874173,0.5772357723577236,1.0,0.35276967930029157,0.42699724517906334,0.0,0.0,0.0205761316872428,0.0,0.024509803921568627,0.0,0.12254901960784313,0.1523545706371191,0.0,0.0,0.0,0.0,0.0,0.0,0.09696969696969697,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2532188841201717,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17153284671532848,0.0
155.0,0.0,0.0,0.3904761904761905,0.1151685393258427,0.708433734939759,0.0782122905027933,0.18696883852691218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48582995951417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026595744680851064,0.0,0.0,0.0,0.039711191335740074,0.0
160.0,0.0,0.0,0.8616352201257862,0.0,0.9047619047619048,0.38904899135446686,0.09510086455331412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15673981191222572,0.11285266457680251,0.0,0.016891891891891893,0.0,0.0,0.023121387283236993,0.0,0.0,0.0,0.0,0.0,0.027888446215139442,0.0,0.04780876494023904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04152249134948097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165.0,0.0,0.0,0.911864406779661,0.5171428571428571,0.6518518518518519,0.8253012048192772,0.26420454545454547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.13087248322147652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.003484320557491289,0.0,0.017421602787456445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.0,0.0,0.0,0.11589403973509933,0.07650273224043716,0.9341772151898734,0.8802395209580839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048458149779735685,0.0,0.0,0.0,0.0,0.0,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,0.0,0.0,0.23870967741935484,0.0,0.4534005037783375,0.26176470588235295,0.47701149425287354,0.0,0.0,0.0,0.0,0.0166270783847981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12709030100334448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,0.0,0.0,0.7352941176470589,0.02849002849002849,0.9877450980392157,0.10818713450292397,0.6332378223495702,0.0,0.0,0.0326530612244898,0.0,0.10948905109489052,0.0072992700729927005,0.0,0.0,0.0,0.0,0.03139013452914798,0.0,0.0,0.0,0.1786833855799373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12062256809338522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025454545454545455,0.0
185.0,0.0,0.0,0.934640522875817,0.19662921348314608,0.8125,0.6445086705202312,0.543661971830986,0.0,0.0,0.592436974789916,0.0,0.08108108108108109,0.08353808353808354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17154811715481172,0.0,0.0,0.0,0.05019305019305019,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190.0,0.0,0.0,0.8398692810457516,0.0,0.5710659898477157,0.3664772727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22950819672131148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06734006734006734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.0,0.0,0.0,0.13355048859934854,0.055865921787709494,0.9901719901719902,0.6929577464788732,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.002403846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8152610441767069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,0.0,0.0,0.06,0.6106442577030813,0.7288135593220338,0.08849557522123894,0.08757062146892655,0.0,0.0,0.4025423728813559,0.0,0.0,0.09615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42338709677419356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035335689045936395,0.0
205.0,0.0,0.0,0.12297734627831715,0.11538461538461539,0.8014888337468983,0.14942528735632185,0.646551724137931,0.0,0.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22357723577235772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.0,0.0,0.0,0.22950819672131148,0.9301675977653632,0.9341772151898734,0.12389380530973451,0.26685393258426965,0.0,0.0,0.00411522633744856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41015625,0.0,0.0,0.0,0.0622568093385214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07552083333333333,0.0,0.0,0.0
215.0,0.0,0.0,0.36824324324324326,0.41359773371104813,0.8535980148883374,0.0,0.187683284457478,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.052763819095477386,0.0,0.09126984126984126,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.0,0.0,0.0,0.5959595959595959,0.0,0.9650872817955112,0.0,0.02247191011235955,0.0,0.13147410358565736,0.0,0.0,0.20551378446115287,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025078369905956112,0.0,0.0,0.0,0.006389776357827476,0.0,0.0,0.0,0.0,0.0,0.02214022140221402,0.0,0.0,0.08333333333333333,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09157509157509157,0.0
225.0,0.0,0.0,0.40522875816993464,0.0,0.7688442211055276,0.029498525073746312,0.0,0.0,0.0,0.17094017094017094,0.0,0.0,0.5255474452554745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10793650793650794,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22556390977443608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0036496350364963502,0.07664233576642336,0.0
230.0,0.0,0.0,1.0,0.0,0.9949367088607595,0.0,0.2785515320334262,0.0,0.0,0.0,0.0,0.06746987951807229,0.10602409638554217,0.06506024096385542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911854103343465,0.0,0.0,0.08524590163934426,0.0,0.0,0.0,0.0,0.0,0.0,0.05223880597014925,0.0,0.0,0.0,0.0,0.04738154613466334,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06593406593406594,0.0
235.0,0.0,0.0,0.6387959866220736,0.016853932584269662,0.731829573934837,0.1529745042492918,0.38935574229691877,0.0,0.0,0.0,0.0,0.09558823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06274509803921569,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13427561837455831,0.0
240.0,0.0,0.0,0.5784313725490197,0.3409090909090909,0.2627551020408163,0.2054380664652568,0.38461538461538464,0.0,0.0,0.0,0.0,0.03636363636363636,0.0,0.21558441558441557,0.0,0.0,0.0,0.0,0.0,0.0,0.00303951367781155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41338582677165353,0.0,0.06067961165048544,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010948905109489052,0.0
245.0,0.0,0.0,0.9897260273972602,0.7387640449438202,0.6781326781326781,0.12684365781710916,0.32,0.0,0.0,0.00851063829787234,0.0,0.12264150943396226,0.0,0.04009433962264151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12686567164179105,0.0,0.0,0.1518987341772152,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250.0,0.0,0.0,0.7689655172413793,0.12362637362637363,0.06666666666666667,0.39882697947214074,0.16147308781869688,0.0,0.0,0.0,0.0,0.0725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32679738562091504,0.0,0.0,0.0,0.0,0.0,0.0,0.0176678445229682,0.0,0.0,0.0,0.0,0.002506265664160401,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255.0,0.017467248908296942,0.0,0.45364238410596025,0.005390835579514825,0.4888888888888889,0.3254437869822485,0.0,0.0,0.0,0.0,0.0,0.0,0.3285024154589372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03319502074688797,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260.0,0.0,0.0,0.4117647058823529,0.0,0.06585365853658537,0.8971428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.09359605911330049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10891089108910891,0.0,0.0,0.0,0.0,0.0,0.0,0.04964539007092199,0.0,0.0,0.2900763358778626,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265.0,0.0,0.0,0.8006756756756757,0.7053824362606232,0.0,0.6345029239766082,0.03296703296703297,0.0,0.0199203187250996,0.0,0.0,0.0,0.28535353535353536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.3238434163701068,0.0,0.0,0.36666666666666664,0.0,0.0,0.0,,,,0.0,0.016835016835016835,0.003367003367003367,0.0,0.0,0.0,0.0,0.01856763925729443,0.0,0.0,0.01098901098901099,0.0
270.0,0.0,0.0,0.8513513513513513,0.8575418994413407,0.0,0.5014492753623189,0.0,0.0,0.0,0.027777777777777776,0.0,0.10096153846153846,0.07932692307692307,0.026442307692307692,0.0,0.0,0.0,0.006550218340611353,0.0,0.0,0.0,0.0,0.0,0.0,0.07094594594594594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14919354838709678,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21328671328671328,0.0
275.0,0.0,0.0,0.3741721854304636,0.5730027548209367,0.0,0.07514450867052024,0.039660056657223795,0.0,0.0,0.0,0.0,0.0407673860911271,0.2014388489208633,0.0,0.0,0.0,0.0,0.14912280701754385,0.0,0.0,0.0,0.2392638036809816,0.0,0.0,0.10355987055016182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,,,,0.06968641114982578,0.0,0.0,0.0,0.0,0.0,0.0,0.2152230971128609,0.0,0.0,0.0539568345323741,0.0
280.0,0.0,0.0,0.5728476821192053,0.5167597765363129,0.0,0.07670454545454546,0.002824858757062147,0.0,0.0,0.0,0.0,0.0,0.11735941320293398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.1485148514851485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14225941422594143,0.0,0.0,0.0,,,,0.028169014084507043,0.0,0.0,0.0,0.0,0.0,0.0,0.07046070460704607,0.0,0.0,0.0,0.0
285.0,0.0,0.0,0.724025974025974,0.6815642458100558,0.1,0.5393586005830904,0.3370473537604457,0.0,0.0,0.0,0.0,0.0,0.009925558312655087,0.0,0.0,0.0,0.0,0.00663716814159292,0.0,0.0,0.0,0.0,0.0,0.0,0.22185430463576158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1908713692946058,0.0,0.0,0.0,,,,0.0,0.02464788732394366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290.0,0.0,0.0,0.20945945945945946,0.35714285714285715,0.817258883248731,0.5272206303724928,0.0335195530726257,0.0,0.38247011952191234,0.0,0.0,0.029197080291970802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12133891213389121,0.0,0.0,0.0,,,,0.0037174721189591076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295.0,0.0,0.0,0.11538461538461539,0.0,0.34413965087281795,0.7988338192419825,0.11581920903954802,0.0,0.15853658536585366,0.0,0.0,0.11734693877551021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.015345268542199489,0.0,0.0,,,,0.0,0.12014134275618374,0.0,0.0,0.0,0.0,0.0,0.01891891891891892,0.0,0.0,0.0,0.0
300.0,0.0,0.0,0.5337620578778135,0.005571030640668524,0.7142857142857143,0.03081232492997199,0.0,0.0,0.0,0.0,0.0,0.05896805896805897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20795107033639143,0.0,0.2152317880794702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05371900826446281,0.005221932114882507,0.0,0.0,,,,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0106951871657754,0.0,0.0,0.26277372262773724,0.0
305.0,0.0,0.0,0.6006600660066007,0.0028653295128939827,0.1928020565552699,0.4913294797687861,0.0,0.0,0.019230769230769232,0.0,0.0,0.08521303258145363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20711974110032363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18326693227091634,0.005037783375314861,0.0,0.0,,,,0.0,0.037162162162162164,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49280575539568344,0.0
310.0,0.0,0.0,0.8980263157894737,0.17796610169491525,0.43765281173594134,0.7005988023952096,0.23076923076923078,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.033936651583710405,0.0,0.0,0.0,0.0,0.0,0.0,0.09646302250803858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11065573770491803,0.2786885245901639,0.0,0.0,0.0,,,,0.0,0.03806228373702422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
