,seconds_interaction_window,group_type,group_name,TE,MG,1d_DG,BPM,blink_durations,G_OnSpeaker,No_G_OnSpeaker,G_SI,No_G_SI
9,540.0,triad,triad_05,0.29699019474682004,0.1021408305390765,0.4758834150116069,26.0,166.91174603174602,0.1838680109990834,0.7085242896425298,0.07057745187901,0.029147571035747
10,600.0,triad,triad_05,0.23955977691200683,0.0070093457943925,0.4232866043613706,29.666666666666668,173.3554292929293,0.0,0.7794279427942794,0.0954345434543454,0.1091859185918591
0,0.0,triad,triad_06,0.003142593897933028,0.0132743362831857,0.658462389380531,7.333333333333333,194.0,0.0,0.8645279560036664,0.0804766269477543,0.0549954170485792
1,60.0,triad,triad_06,0.5563212829171182,0.0076754385964912,0.5049342105263156,15.666666666666666,183.786231884058,0.0698441796516956,0.8001833180568286,0.0658111824014665,0.0641613198900091
2,120.0,triad,triad_06,0.6522624352357054,0.0709927897947864,0.6089850249584025,10.666666666666666,171.86805555555554,0.2959295929592959,0.5848918225155849,0.0551888522185551,0.0619728639530619
3,180.0,triad,triad_06,0.6389191439974986,0.0076901950013732,0.5146937654490523,13.666666666666666,184.2506313131313,0.0009165902841429,0.7660861594867094,0.1330889092575618,0.0973418881759853
4,240.0,triad,triad_06,0.7099123594443043,0.12104689203925839,0.4381134133042529,12.666666666666666,173.63888888888889,0.2055372203887055,0.6525485881921526,0.0751741840850751,0.0667400073340667
5,300.0,triad,triad_06,0.5800936742362932,0.0524017467248908,0.49181222707423566,15.666666666666666,182.00643939393944,0.0298808432630614,0.7396883593033914,0.1129239230064161,0.117506874427131
6,360.0,triad,triad_06,0.6689775605945101,0.027599665458600403,0.46222470030666274,18.0,182.64652014652012,0.0,0.6004767143381005,0.1734506784011734,0.2235056839017235
7,420.0,triad,triad_06,0.6483707701882001,0.0088716384807318,0.3654006099251454,17.333333333333332,189.9808590102708,0.0634280476626947,0.8194317140238313,0.0419798350137488,0.0744271310724106
8,480.0,triad,triad_06,0.6396569041546092,0.0603543743078626,0.5315614617940198,18.333333333333332,176.39434523809527,0.0,0.7878621195452878,0.1305463879721305,0.0815914924825815
9,540.0,triad,triad_06,0.7275443868423295,0.0074833702882482,0.3880266075388026,16.666666666666668,180.69612794612797,0.1569202566452795,0.6839596700274977,0.072410632447296,0.0813932172318973
10,600.0,triad,triad_06,0.19008077652147065,0.0217233888486603,0.20275162925416348,13.0,181.92680993765873,0.0129186602870813,0.5354066985645933,0.1076555023923445,0.3440191387559808
0,0.0,triad,triad_07,8.6014e-05,0.0067944673622907,0.2521232710507157,8.333333333333334,189.34632034632037,0.0098991750687442,0.830980751604033,0.0344637946837763,0.122089825847846
1,60.0,triad,triad_07,0.0035292492093560363,0.0229226361031518,0.244269340974212,13.0,189.12843137254904,0.0218148487626031,0.847846012832264,0.0166819431714023,0.1065077910174152
2,120.0,triad,triad_07,0.34158426086747,0.0069829039248735,0.1760173368649169,11.0,175.02564102564102,0.0,0.5694902823615695,0.0058672533920058,0.4246424642464246
3,180.0,triad,triad_07,0.2911788050269839,0.0,0.1519961519961519,9.666666666666666,173.56736596736596,0.0152153987167736,0.8091659028414299,0.0362969752520623,0.1264894592117323
4,240.0,triad,triad_07,0.5277256044531524,0.0,0.104556354916067,9.333333333333334,199.1282051282052,0.0,0.7764943160982765,0.0071507150715071,0.1923359002566923
5,300.0,triad,triad_07,0.17632106086993066,0.0,0.0057210965435041,5.333333333333333,182.6555555555556,0.0,0.0559120073327222,0.0062328139321723,0.9378551787351054
6,360.0,triad,triad_07,0.5612689922416498,0.0,0.0758454106280193,6.333333333333333,208.3904761904762,0.0,0.2959295929592959,0.0595892922625595,0.6417308397506417
7,420.0,triad,triad_07,0.5251781688615493,0.0,0.059396299902629,1.3333333333333333,168.66666666666666,0.0,0.0,0.0601614086573734,0.9398385913426266
0,0.0,triad,triad_08,0.015138500000000001,0.055504727050930104,0.43336383043610827,17.666666666666668,199.37797619047615,0.0632447296058661,0.521173235563703,0.1906507791017415,0.2201649862511457
1,60.0,triad,triad_08,0.02243812373690528,0.20693890082898359,0.6297206017807797,21.666666666666668,190.9802631578948,0.0306141154903758,0.4991750687442713,0.3648029330889092,0.1035747021081576
2,120.0,triad,triad_08,0.43796791905989857,0.0353120243531201,0.2809741248097411,12.333333333333334,165.89054083171732,0.0203520352035203,0.3668866886688668,0.1375137513751375,0.4514118078474514
3,180.0,triad,triad_08,0.0060815931837536925,0.0061462814996926,0.2627535341118622,9.666666666666666,166.09126984126985,0.0,0.5578368469294226,0.1092575618698441,0.3329055912007332
4,240.0,triad,triad_08,0.0055942607186828,0.0440906307409674,0.3505817513778321,9.666666666666666,190.2952380952381,0.0,0.5555555555555556,0.1822515584891822,0.2607260726072607
5,300.0,triad,triad_08,0.018069853743042423,0.0096243402669978,0.215771499534306,8.0,188.7724867724868,0.0485792850595783,0.3802016498625115,0.1272227314390467,0.427314390467461
6,360.0,triad,triad_08,0.0074597583401735,0.0,0.0999057492931197,6.333333333333333,165.73888888888888,0.0,0.3456246560264172,0.0594386351128233,0.5410016510731975
0,0.0,triad,triad_09,0.01298815,0.24102393617021273,0.5355718085106381,8.666666666666666,173.70238095238096,0.028230980751604,0.6667277726856096,0.168102658111824,0.1303391384051329
1,60.0,triad,triad_09,0.022944250808043288,0.34243837441705527,0.5259826782145236,22.666666666666668,193.73853955375253,0.5501374885426215,0.2940421631530706,0.1321723189734188,0.0175985334555453
2,120.0,triad,triad_09,0.3768777165375366,0.11987911349899251,0.5486903962390866,27.0,206.77167060677695,0.1815181518151815,0.5883755042170884,0.1310964429776311,0.0729739640630729
3,180.0,triad,triad_09,0.5845808331748339,0.253925826929502,0.6130972268626793,24.0,189.3411435307987,0.2295142071494042,0.5965169569202566,0.1195233730522456,0.0265811182401466
4,240.0,triad,triad_09,0.5476615457037588,0.1606657608695651,0.6127717391304347,28.666666666666668,211.33152578415735,0.3558855885588559,0.4911991199119912,0.0836083608360836,0.0465713237990465
5,300.0,triad,triad_09,0.4640103490199581,0.2482482482482481,0.5612278945612279,28.0,207.09851953601955,0.1732355637030247,0.6144821264894592,0.1264894592117323,0.0326306141154903
6,360.0,triad,triad_09,0.7262049264796583,0.1149078726968174,0.6180904522613064,28.666666666666668,209.7063492063492,0.2246057939127246,0.5339200586725339,0.1228456178951228,0.0797579757975797
7,420.0,triad,triad_09,0.6616240626553508,0.0709491850431446,0.682646212847555,15.666666666666666,194.6957671957672,0.0,0.6055718475073314,0.2397360703812316,0.1546920821114369
0,0.0,triad,triad_02,0.06655894411907406,0.0076563164610803,0.4004678860059547,6.0,169.7222222222222,0.0,0.087442713107241,0.3576535288725939,0.554903758020165
1,60.0,triad,triad_02,0.49510707743444443,0.0326132994493857,0.3138500635324014,18.0,195.7,0.1074243813015582,0.72025664527956,0.0896425297891842,0.0826764436296975
2,120.0,triad,triad_02,0.749580078947963,0.0044266441821247,0.2145868465430016,23.666666666666668,171.61141304347825,0.0038503850385038,0.8723872387238724,0.0311697836450311,0.0925925925925925
3,180.0,triad,triad_02,0.7267922522431481,0.0084656084656084,0.2213756613756613,18.333333333333332,178.3968253968254,0.0219981668194317,0.8531622364802933,0.0247479376718606,0.1000916590284143
4,240.0,triad,triad_02,0.7660935050377778,0.006785411365564,0.3536895674300254,23.0,188.34059549745825,0.0889255592225889,0.8456178951228456,0.0034836817015034,0.0619728639530619
5,300.0,triad,triad_02,0.7514530831690741,0.0008319467554076,0.3015806988352745,21.0,187.0962962962963,0.0058661778185151,0.8603116406966086,0.0342804766269477,0.0969752520623281
6,360.0,triad,triad_02,0.7326625871455555,0.0040092846592108,0.38109305760709,19.0,190.1192621192621,0.1349468280161349,0.6894022735606894,0.0933259992665933,0.0735240190685735
7,420.0,triad,triad_02,0.5677438886598148,0.0036072144288577,0.1555110220440881,16.666666666666668,182.7954415954416,0.0,0.8990984743411928,0.0159500693481276,0.0849514563106796
0,0.0,triad,triad_11,0.28107839593096756,0.0647249190938511,0.8928802588996763,9.333333333333334,155.10690235690234,0.3941338221814848,0.3956003666361136,0.1924839596700275,0.0045829514207149
1,60.0,triad,triad_11,0.45136274559045897,0.0068248293792654005,0.9522261943451413,26.666666666666668,164.5810825647782,0.4725939505041246,0.3994500458295142,0.1222731439046746,0.0056828597616865
2,120.0,triad,triad_11,0.45631532529403673,0.036434612882237996,0.9362394274560831,22.333333333333332,180.74158249158248,0.4347268060139347,0.3146314631463146,0.2458745874587458,0.0
3,180.0,triad,triad_11,0.36415314028657275,0.056466302367941604,0.7519125683060108,25.666666666666668,181.14135802469136,0.0012404382881951,0.7545999586520571,0.189993797808559,0.0512714492454
0,0.0,triad,triad_10,0.1552513495748417,0.0161702127659574,0.35886524822695026,2.0,138.16666666666666,0.0,0.7748854262144821,0.0480293308890925,0.152153987167736
1,60.0,triad,triad_10,0.6275088705642055,0.0192535545023695,0.3886255924170615,16.0,170.648315736551,0.0370302474793767,0.5648029330889093,0.1290559120073327,0.2691109074243813
2,120.0,triad,triad_10,0.4706765402120062,0.0148003351019268,0.5523596760681372,16.333333333333332,170.4017857142857,0.0682068206820682,0.4708470847084708,0.2192885955262193,0.2416574990832416
3,180.0,triad,triad_10,0.4449247345845046,0.0162921348314606,0.4070224719101123,18.666666666666668,177.95875959079285,0.0377635197066911,0.3798350137488542,0.211365719523373,0.3483043079743355
4,240.0,triad,triad_10,0.20160723971934752,0.0218830981860063,0.44716383530089254,19.0,177.40159221583372,0.0715071507150715,0.1217455078841217,0.3467180051338467,0.46002933626696
5,300.0,triad,triad_10,0.42063288888663947,0.0377035132819193,0.4750071408169094,14.333333333333334,182.8513888888889,0.0630614115490375,0.6845096241979834,0.133455545371219,0.1189734188817598
6,360.0,triad,triad_10,0.0058791180971923,0.005743000717875,0.3826274228284277,18.333333333333332,148.95315904139434,0.0,0.62926944971537,0.1136148007590132,0.2571157495256167
0,0.0,triad,triad_14,0.03661017290845843,0.0,0.30229917683792223,2.0,195.5,0.0,0.6692942254812099,0.1171402383134738,0.1563703024747937
1,60.0,triad,triad_14,0.33374517873079734,0.0,0.0346099290780141,17.333333333333332,173.12242002063985,0.0,0.9160403299725024,0.0064161319890009,0.0663611365719523
2,120.0,triad,triad_14,0.5248286343460817,0.0,0.0289525972182798,21.333333333333332,178.60208866155156,0.0,0.8463513017968464,0.0005500550055005,0.1314631463146314
3,180.0,triad,triad_14,0.4933380780147883,0.0,0.0289361702127659,15.333333333333334,167.7013888888889,0.0,0.9065077910174152,0.0034830430797433,0.0648945921173235
4,240.0,triad,triad_14,0.46397337587020676,0.0,0.0229656932237028,16.0,162.3962962962963,0.0,0.7376237623762376,0.0012834616795012,0.2491749174917491
5,300.0,triad,triad_14,0.47902171560447887,0.0,0.0547207258293166,21.0,173.79944960440318,0.0,0.8201649862511458,0.0007332722273143,0.1637030247479376
6,360.0,triad,triad_14,0.6664907300493088,0.0,0.0998298355076574,26.333333333333332,182.87194548872185,0.0036670333700036,0.8887055372203887,0.0201686835350201,0.0834250091675834
7,420.0,triad,triad_14,0.6883182411986705,0.0,0.0314893617021276,21.666666666666668,181.11203703703703,0.0,0.8724106324472961,0.0075160403299725,0.1120073327222731
8,480.0,triad,triad_14,0.4026338721056633,0.0,0.0,17.333333333333332,164.29345238095237,0.0,0.5894756142280895,0.0,0.4085075174184085
9,540.0,triad,triad_14,0.6230631165741809,0.0,0.0,17.333333333333332,177.03748006379587,0.0,0.5925925925925926,0.0,0.4074074074074074
0,0.0,triad,triad_12,0.12538490421180254,0.0172147428823659,0.3453983668064445,12.0,191.45555555555555,0.0091659028414298,0.8676443629697526,0.0049495875343721,0.1156736938588451
1,60.0,triad,triad_12,0.5176704600572315,0.0,0.2118009687362395,21.0,186.003003003003,0.0,0.8306141154903758,0.0053162236480293,0.1613198900091659
2,120.0,triad,triad_12,0.23967204905476833,0.00220361392684,0.382327016306743,19.666666666666668,193.86361283643893,0.0141180784745141,0.8241657499083241,0.1035936927026035,0.0383204987165383
3,180.0,triad,triad_12,0.5519335909932931,0.0063208369659982,0.4006102877070618,22.333333333333332,197.47331691297208,0.0,0.9391384051329056,0.0201649862511457,0.0326306141154903
4,240.0,triad,triad_12,0.2642381941331393,0.0268781669971359,0.5194976867151354,19.666666666666668,195.77546296296296,0.1675834250091676,0.7618261826182618,0.0328199486615328,0.0372203887055372
5,300.0,triad,triad_12,0.6241960793766899,0.0066889632107023,0.46889632107023393,22.0,206.4681254418097,0.0843263061411549,0.8661778185151238,0.008615948670944,0.0403299725022914
6,360.0,triad,triad_12,0.5470453316914535,0.0116853932584269,0.17168539325842688,24.0,194.2063492063492,0.0245691235790245,0.8491015768243491,0.0287862119545287,0.0913091309130913
7,420.0,triad,triad_12,0.6721890913574986,0.0086694308330192,0.1556728232189972,24.0,203.5956625074272,0.0,0.6633070866141733,0.066771653543307,0.2699212598425197
0,0.0,triad,triad_13,0.04522507389109564,0.0603579011222322,0.5962996663633604,10.666666666666666,150.7979797979798,0.0298808432630614,0.8130155820348305,0.0925756186984418,0.0551787351054078
1,60.0,triad,triad_13,0.41653416717514724,0.0663435322629506,0.5970917903665555,27.333333333333332,163.03673316173317,0.0,0.8819431714023831,0.0824931255728689,0.0276810265811182
2,120.0,triad,triad_13,0.6316584617014719,0.0751357875678937,0.41158720579360286,16.333333333333332,145.21618357487924,0.0014668133480014,0.8606527319398607,0.0898423175650898,0.0412541254125412
3,180.0,triad,triad_13,0.6929794922006999,0.033393501805054,0.5833333333333333,25.666666666666668,168.89236111111111,0.0,0.8551787351054079,0.0945921173235563,0.0370302474793767
4,240.0,triad,triad_13,0.5738905631842222,0.02473604826546,0.4497737556561085,26.0,169.02964743589743,0.0,0.8744041070773744,0.0403373670700403,0.055005500550055
5,300.0,triad,triad_13,0.5883324139003755,0.1366103739445114,0.5274427020506632,22.666666666666668,159.93174603174603,0.0,0.912557286892759,0.0498625114573785,0.0042163153070577
6,360.0,triad,triad_13,0.6203175109903146,0.0591787439613526,0.5691425120772946,19.0,163.39249512670563,0.0016501650165016,0.792995966263293,0.0748074807480748,0.0727906123945728
7,420.0,triad,triad_13,0.48969785712649455,0.12041564792176031,0.5430929095354522,28.333333333333332,157.90152359717578,0.1730522456461961,0.646012832263978,0.0984417965169569,0.0703941338221814
8,480.0,triad,triad_13,0.5466620473305537,0.14302957151478568,0.6074230537115267,21.333333333333332,153.09767195767196,0.0927759442610927,0.8307664099743308,0.0491382471580491,0.0187018701870187
9,540.0,triad,triad_13,0.7195213462023883,0.1499241274658573,0.5347496206373292,24.0,156.23753623188406,0.0494958753437213,0.7781851512373968,0.0612282309807516,0.0775435380384968
10,600.0,triad,triad_13,0.42875574825109597,0.0459905660377358,0.5212264150943394,14.0,161.84667184667185,0.0,0.2174220963172804,0.3930594900849858,0.348441926345609
