,seconds_interaction_window,group_type,group_name,TE,MG,1d_DG,BPM,blink_durations,G_OnSpeaker,No_G_OnSpeaker,G_SI,No_G_SI
1,60.0,dyad,dyad_05,0.6203680164214814,0.5657345575959933,0.3802170283806344,23.5,210.4209090909091,0.1160403299725022,0.6267644362969752,0.2337305224564619,0.0161319890009165
2,120.0,dyad,dyad_05,0.370154550812037,0.6598710214270855,0.3266070314125233,21.5,223.72261904761905,0.3793546021268794,0.2566923359002567,0.3564356435643564,0.0042170883755042
3,180.0,dyad,dyad_05,0.48173380277851846,0.8453073089700996,0.1407807308970099,18.5,243.00730994152048,0.4038496791934005,0.1983501374885426,0.3660861594867094,0.0071494042163153
4,240.0,dyad,dyad_05,0.37714248973611114,0.2331275720164609,0.37736625514403277,30.5,225.5297619047619,0.1483314998166483,0.5267693436010268,0.1708837550421708,0.154015401540154
5,300.0,dyad,dyad_05,0.5581679891648148,0.4586528497409326,0.5061139896373057,23.5,213.51296296296292,0.1048579285059578,0.7208065994500459,0.1587534372135655,0.0031164069660861
6,360.0,dyad,dyad_05,0.7357000587644444,0.5926464478604071,0.358953053593685,23.5,208.41035353535352,0.3241657499083241,0.4796479647964796,0.1545654565456545,0.0064173083975064
7,420.0,dyad,dyad_05,0.5996158505040741,0.7287380699893955,0.2676564156945917,26.5,219.39955357142856,0.2826764436296975,0.488359303391384,0.2164986251145738,0.0020164986251145
8,480.0,dyad,dyad_05,0.6733715139550001,0.7519280205655527,0.2433590402742073,27.5,203.78173374613004,0.7163549688302163,0.1591492482581591,0.068023469013568,0.0
9,540.0,dyad,dyad_05,0.08329835311166667,0.6156455374178503,0.3209667161331354,23.5,222.64559386973175,0.2630614115490375,0.3281393217231897,0.3609532538955087,0.0357470210815765
10,600.0,dyad,dyad_05,0.2721517037118518,0.4791137779829217,0.4498038310639279,25.0,220.9427083333333,0.0241835469202149,0.4754030591153369,0.4388176932616783,0.0599421248449772
0,0.0,dyad,dyad_06,0.702238226205,0.3635928143712575,0.5221556886227544,3.0,200.94000188715583,0.1470210815765353,0.6240146654445463,0.1717690192483959,0.0465627864344637
1,60.0,dyad,dyad_06,0.7955249921444445,0.4456443484521238,0.4838012958963282,20.5,190.1257575757576,0.2304307974335472,0.6740604949587534,0.0626947754353803,0.0153987167736022
2,120.0,dyad,dyad_06,0.73884079149,0.4730189596499757,0.4258629071463296,27.0,205.01785714285717,0.3549688302163549,0.5339200586725339,0.0927759442610927,0.0144847818115144
3,180.0,dyad,dyad_06,0.7556654744577778,0.1988883518608023,0.5198163363943934,24.0,197.08823529411765,0.0658111824014665,0.7616865261228231,0.0804766269477543,0.0815765352887259
4,240.0,dyad,dyad_06,0.7889203273566666,0.4265598446224812,0.4641903374605486,22.0,187.61979166666669,0.3173817381738174,0.5390539053905391,0.1254125412541254,0.0155848918225155
5,300.0,dyad,dyad_06,0.7943012550383334,0.326287657920311,0.5697278911564625,23.0,192.06306306306303,0.3030247479376718,0.6060494958753437,0.0837763519706691,0.0071494042163153
6,360.0,dyad,dyad_06,0.8322651205381482,0.4773990814599951,0.4921440657481265,27.0,209.9435897435897,0.1002933626696002,0.7909790979097909,0.1046938027136046,0.0
7,420.0,dyad,dyad_06,0.7142889121011111,0.3423704414587332,0.5227927063339731,33.5,204.85826210826207,0.0956920256645279,0.7107241063244729,0.1396883593033913,0.043263061411549
8,480.0,dyad,dyad_06,0.8107306441016667,0.5400241837968561,0.29093107617895997,29.0,209.49210903873745,0.6060856965431588,0.2067894845787621,0.1012212792382529,0.077830676878493
0,0.0,dyad,dyad_07,0.5313698801164815,0.2167650531286895,0.5034238488783943,28.0,158.69375,0.2051329055912007,0.4962419798350137,0.2179651695692025,0.0806599450045829
1,60.0,dyad,dyad_07,0.4367367739218519,0.1849859681945743,0.501403180542563,29.0,169.32230392156862,0.1041246562786434,0.5017415215398717,0.2507791017415215,0.1433547204399633
2,120.0,dyad,dyad_07,0.18415956052462962,0.2770286255027206,0.5119470073338064,37.5,158.72606382978722,0.1435643564356435,0.4310597726439311,0.3272827282728273,0.0914924825815915
3,180.0,dyad,dyad_07,0.4182101142407408,0.2559735036669032,0.5268511947007333,34.0,167.50980392156862,0.1569202566452795,0.5820348304307974,0.2351970669110907,0.0251145737855178
4,240.0,dyad,dyad_07,0.773759045094074,0.11857243484386,0.6085935665649213,35.5,181.0408163265306,0.0346534653465346,0.6543821048771544,0.1965529886321965,0.0885588558855885
5,300.0,dyad,dyad_07,0.7764818590005556,0.077141504969238,0.663984855655466,31.0,185.40425531914892,0.0922089825847846,0.6630614115490375,0.166269477543538,0.0784601283226397
6,360.0,dyad,dyad_07,0.6649223658579629,0.0859301227573182,0.4282341831916901,33.5,169.7390350877193,0.167033370003667,0.517968463513018,0.1343967730106344,0.1806013934726806
7,420.0,dyad,dyad_07,0.4202709347538889,0.1585851487467791,0.503396579995315,30.5,179.04166666666669,0.0507791017415215,0.6898258478460129,0.1094408799266727,0.1453712190650779
8,480.0,dyad,dyad_07,0.6044744077594445,0.1378100140383715,0.551240056153486,34.5,185.76994906621397,0.0166850018335166,0.5773744041070774,0.2643931059772644,0.1314631463146314
9,540.0,dyad,dyad_07,0.7136651387516667,0.1997187060478199,0.5358649789029536,26.0,187.5287081339713,0.102474793767186,0.6936755270394134,0.1270394133822181,0.0768102658111824
10,600.0,dyad,dyad_07,0.7327172783701852,0.202193475815523,0.5210911136107986,27.0,183.75,0.0117376881857616,0.731819341668793,0.179127328400102,0.0773156417453432
0,0.0,dyad,dyad_08,0.013232458484885738,0.0,0.1811217510259918,11.5,205.325,0.1156736938588451,0.6370302474793768,0.0285976168652612,0.2080659945004583
1,60.0,dyad,dyad_08,0.3820049545213945,0.0,0.2342465753424657,41.0,170.45905172413794,0.0669110907424381,0.6192483959670028,0.0810265811182401,0.2229147571035747
2,120.0,dyad,dyad_08,0.39925716110220966,0.0,0.1214128035320088,48.5,193.7458455522972,0.0674734140080674,0.5504217088375504,0.054088742207554,0.328016134946828
3,180.0,dyad,dyad_08,0.3230718886528228,0.0,0.2691029900332226,46.5,196.79936854190584,0.0309807516040329,0.6753437213565536,0.0489459211732355,0.2340971585701191
4,240.0,dyad,dyad_08,0.22514365061688488,0.0,0.1727247881934955,52.5,183.6963383838384,0.0196186285295196,0.6758342500916759,0.039053905390539,0.2654932159882655
5,300.0,dyad,dyad_08,0.5419097192554723,0.0,0.1797045951859956,45.0,178.07217058501914,0.0458295142071494,0.4942254812098992,0.0903758020164986,0.3668194317140238
6,360.0,dyad,dyad_08,0.7966520384933536,0.003800217155266,0.2144408251900108,42.5,175.27833333333334,0.0289695636230289,0.7095709570957096,0.0212687935460212,0.2361569490282361
7,420.0,dyad,dyad_08,0.41214062232846843,0.0,0.3514919244456611,38.0,166.16750841750843,0.0401466544454628,0.7197066911090743,0.0722273143904674,0.1571035747021081
8,480.0,dyad,dyad_08,0.32823250186503455,0.0,0.1722054380664652,43.5,181.0664335664336,0.0265859919325265,0.6178951228456179,0.0766409974330766,0.2709937660432709
9,540.0,dyad,dyad_08,0.5636723226395646,0.0,0.4042730299667036,37.5,187.1593137254902,0.2654445462878093,0.4053162236480293,0.1266727772685609,0.1904674610449129
10,600.0,dyad,dyad_08,0.27321882708341366,0.0,0.3652777777777777,38.5,182.4591836734694,0.1188118811881188,0.3868720205353869,0.1587825449211587,0.3355335533553355
11,660.0,dyad,dyad_08,0.568411860251513,0.0,0.6029741863075196,48.0,164.22916666666669,0.198166819431714,0.3946837763519706,0.2031164069660861,0.1853345554537122
12,720.0,dyad,dyad_08,0.32453377887821483,0.0,0.300388672959467,45.0,171.3888888888889,0.107057745187901,0.4934922089825848,0.117506874427131,0.2284142988084326
13,780.0,dyad,dyad_08,0.4738988895511123,0.0,0.0323827936201063,35.5,159.5921985815603,0.0336477987421383,0.6361635220125786,0.0,0.3050314465408805
0,0.0,dyad,dyad_09,0.002236365,0.0020093770931011,0.1363027461486939,7.0,170.46153846153845,0.0023831347387717,0.3437213565536205,0.0317140238313473,0.6194317140238313
1,60.0,dyad,dyad_09,0.002236365,0.0023163467902051,0.1681005956320317,11.0,180.90350877192984,0.0208982584784601,0.1961503208065994,0.0498625114573785,0.7330889092575619
2,120.0,dyad,dyad_09,0.03169295713580255,0.0,0.0395874916833,9.5,153.0,0.0,0.0894756142280894,0.0253025302530253,0.8852218555188852
3,180.0,dyad,dyad_09,0.03156759311795128,0.0108516935218678,0.14534692535350202,8.5,136.0,0.0179651695692025,0.2243813015582035,0.0722273143904674,0.6854262144821265
4,240.0,dyad,dyad_09,0.14636446867084776,0.0455136540962288,0.19245773732119628,19.0,177.8148148148148,0.0,0.224055738907224,0.085075174184085,0.6822515584891823
5,300.0,dyad,dyad_09,0.10928426485272871,0.0146914789422135,0.7682011100228534,27.0,173.5595238095238,0.0014665444546287,0.6977085242896426,0.1761686526122823,0.1226397800183318
6,360.0,dyad,dyad_09,0.02745435341758397,0.0,0.3733638743455497,14.0,179.85652173913044,0.0,0.6081774844151082,0.0993766043270993,0.2810781078107811
7,420.0,dyad,dyad_09,0.1641147523432848,0.0935730935730935,0.224109224109224,20.5,157.72777777777776,0.0027497708524289,0.661044912923923,0.0373968835930339,0.2889092575618698
8,480.0,dyad,dyad_09,0.025328989882419793,0.0961030383091149,0.30383091149273445,15.5,183.30059523809524,0.0324532453245324,0.5707737440410707,0.055005500550055,0.3305830583058305
9,540.0,dyad,dyad_09,0.4851105049795926,0.0,0.3511400651465797,10.5,172.44736842105263,0.0,0.3310117302052786,0.3192815249266862,0.3497067448680352
0,0.0,dyad,dyad_10,0.01298815,0.0109066121336059,0.2907293796864348,31.5,212.47619047619048,0.0749770852428964,0.5818515123739688,0.0821264894592117,0.2443629697525206
1,60.0,dyad,dyad_10,0.04656972918019516,0.0145960624575695,0.2790224032586557,26.0,212.55769230769232,0.0230980751604033,0.596333638863428,0.13987167736022,0.2379468377635197
2,120.0,dyad,dyad_10,0.2676051187821804,0.0295126973232669,0.36376115305422096,30.5,230.16344086021505,0.039053905390539,0.4602126879354602,0.1679501283461679,0.3188485515218188
3,180.0,dyad,dyad_10,0.5198415178267359,0.1610024030209406,0.43220048060418803,14.5,183.44473684210527,0.0593950504124656,0.2837763519706691,0.4155820348304308,0.2324472960586617
4,240.0,dyad,dyad_10,0.4538628804533937,0.003110957483581,0.3784998271690287,32.0,224.86453201970443,0.044004400440044,0.6448478181151448,0.0443711037770443,0.2535753575357535
5,300.0,dyad,dyad_10,0.4430213551831641,0.0074047954866008,0.0514809590973201,17.0,194.8102766798419,0.0003666361136571,0.1349220898258478,0.0493125572868927,0.8153987167736022
6,360.0,dyad,dyad_10,0.0053094073401735,0.1208333333333333,0.1856481481481481,9.5,209.85833333333332,0.0,0.2663902565431459,0.1124643690075149,0.6211453744493393
0,0.0,dyad,dyad_11,0.12123061373406609,0.0,0.0150712830957229,16.5,163.54545454545456,0.0,0.8012832263978001,0.0040329972502291,0.1946837763519706
1,60.0,dyad,dyad_11,0.6081108240459936,0.0,0.0002049180327868,26.0,184.7902711323764,0.0,0.7068744271310724,0.0,0.288359303391384
2,120.0,dyad,dyad_11,0.3889345559179119,0.0,0.0,30.0,199.62857142857143,0.0,0.8027136046938027,0.0,0.1972863953061973
3,180.0,dyad,dyad_11,0.7043971079190375,0.0,0.0201915070774354,28.0,189.4583333333333,0.0,0.8560953253895509,0.0,0.1385884509624197
4,240.0,dyad,dyad_11,0.5508797996781094,0.0,0.0246023329798515,24.0,187.66161616161617,0.0,0.8496516318298496,0.0022002200220022,0.1433810047671433
5,300.0,dyad,dyad_11,0.5694336748584578,0.0,0.0010438413361169,26.5,179.96959459459458,0.0,0.6907424381301558,0.0,0.3085242896425298
6,360.0,dyad,dyad_11,0.40244750787433053,0.0,0.0348174720405148,27.5,189.58258258258255,0.0,0.885955262192886,0.0,0.114044737807114
7,420.0,dyad,dyad_11,0.41920067175979353,0.0,0.0339124973832949,31.5,166.11105263157896,0.0,0.8725939505041247,0.0032997250229147,0.1241063244729605
8,480.0,dyad,dyad_11,0.4575463935004832,0.0046073298429319,0.054240837696335,27.0,174.22607879924954,0.0044158233670653,0.4042318307267709,0.024655013799448,0.5666973321067157
0,0.0,triad,triad_01,0.6129412266457407,0.3160387070207946,0.5101914762198887,22.0,144.03214285714284,0.3171402383134739,0.4045829514207149,0.2340971585701191,0.044179651695692
1,60.0,triad,triad_01,0.024201350360740687,0.0709117221418233,0.4577217283440147,13.666666666666666,169.94444444444443,0.0399633363886342,0.3732355637030247,0.2815765352887259,0.2898258478460128
2,120.0,triad,triad_01,0.6296759165898148,0.051229084899813995,0.4734558975418301,27.333333333333332,176.70074224021593,0.0834250091675834,0.5573890722405573,0.2198386505317198,0.1345801246791345
3,180.0,triad,triad_01,0.43267331965703704,0.1467946100449162,0.6049407921600651,19.333333333333332,178.49305555555554,0.1770852428964253,0.5825847846012833,0.1593033913840513,0.0623281393217231
4,240.0,triad,triad_01,0.723915297829074,0.1598604555715164,0.7252206033244407,32.666666666666664,168.67905875800614,0.4211587825449212,0.2598093142647598,0.2676934360102677,0.0507884121745507
5,300.0,triad,triad_01,0.43401630274740743,0.025420254202542,0.6955719557195571,32.0,182.6485780488338,0.5200733272227315,0.323923006416132,0.1418881759853345,0.0133822181484876
6,360.0,triad,triad_01,0.448309450709074,0.10339157245632061,0.6898252826310378,23.0,178.25820707070707,0.1798679867986798,0.414008067473414,0.290979097909791,0.1151448478181151
7,420.0,triad,triad_01,0.019937530950925837,0.0863131935881626,0.4167694204685572,10.0,142.9,0.0584784601283226,0.3957836846929422,0.2702108157653529,0.274243813015582
8,480.0,triad,triad_01,0.024091606628703705,0.132364810330912,0.6660613397901531,18.0,177.6941176470588,0.0,0.4732306563989732,0.3888888888888889,0.1378804547121379
9,540.0,triad,triad_01,0.035213487258703685,0.0499999999999999,0.5726530612244896,16.333333333333332,148.61216931216933,0.0412465627864344,0.2667277726856095,0.3915673693858845,0.2905591200733272
10,600.0,triad,triad_01,0.6699815460238889,0.250565727216622,0.5558527052046903,39.0,174.5020757020757,0.0,0.6730839750641731,0.2299229922992299,0.0969930326365969
11,660.0,triad,triad_01,0.6386615844905555,0.3093167701863354,0.6374741200828156,35.666666666666664,165.2658041958042,0.3035747021081577,0.3668194317140238,0.319340054995417,0.0102658111824014
12,720.0,triad,triad_01,0.32695114584769963,0.0910165484633569,0.40780141843971607,24.333333333333332,170.8318478906714,0.0,0.3233752620545073,0.2730607966457023,0.4035639412997903
0,0.0,triad,triad_03,0.45743992715870374,0.0081888246628131,0.0992292870905587,4.0,199.5,0.0251145737855178,0.7488542621448213,0.0194317140238313,0.1725022914757103
1,60.0,triad,triad_03,0.6374913114455555,0.0,0.1104720824346992,22.666666666666668,178.0815295815296,0.0,0.8659945004582952,0.0093492208982584,0.0885426214482126
2,120.0,triad,triad_03,0.4774861543968518,0.0213333333333333,0.3107878787878787,23.666666666666668,183.40486633249796,0.0704070407040704,0.7726439310597727,0.0579391272460579,0.0962596259625962
3,180.0,triad,triad_03,0.600630786287037,0.0,0.0641957364341085,18.0,167.24444444444444,0.0,0.7783684692942254,0.0252978918423464,0.1818515123739688
4,240.0,triad,triad_03,0.198906224785,0.0,0.0844076866942349,17.0,182.3269230769231,0.0247524752475247,0.4092409240924092,0.028052805280528,0.5353868720205354
5,300.0,triad,triad_03,0.3010807563362963,0.0,0.1273209549071618,23.0,167.17283950617283,0.0,0.8307974335472044,0.0527956003666361,0.1136571952337305
6,360.0,triad,triad_03,0.6120167224542592,0.0,0.0851941747572815,21.666666666666668,177.7289855072464,0.0,0.9352768610194352,0.0,0.044004400440044
7,420.0,triad,triad_03,0.3607142621268518,0.0004761904761904,0.168095238095238,20.0,192.42458521870287,0.026397800183318,0.7712190650779102,0.0361136571952337,0.1637030247479376
8,480.0,triad,triad_03,0.3126630141568518,0.0,0.1014527845036319,21.666666666666668,191.96960784313725,0.0038503850385038,0.7779611294462779,0.0132013201320132,0.1688668866886688
9,540.0,triad,triad_03,0.4995184615459259,0.0,0.0725612686208553,20.0,180.05952380952382,0.0012832263978001,0.8126489459211732,0.0078826764436296,0.1774518790100825
10,600.0,triad,triad_03,0.41040564839955607,0.0,0.1482014388489208,20.333333333333332,202.3836206896552,0.0737073707370737,0.7007700770077008,0.0297029702970297,0.1837183718371837
0,0.0,triad,triad_04,0.587754040172037,0.0,0.4668842388174313,4.333333333333333,139.55555555555557,0.0,0.6753437213565536,0.0544454628780934,0.2702108157653529
1,60.0,triad,triad_04,0.5082362079842592,0.038381937911571,0.3279397930385699,13.0,173.03333333333333,0.0461961503208066,0.7384051329055912,0.0837763519706691,0.1316223648029331
2,120.0,triad,triad_04,0.5461701915353703,0.017870302137067,0.3756448047162858,12.666666666666666,139.17916666666667,0.1996699669966996,0.766043270993766,0.0188852218555188,0.01008434176751
3,180.0,triad,triad_04,0.5952032395605555,0.0026345502446368,0.1605193827625141,11.0,148.7485380116959,0.0815765352887259,0.7252062328139322,0.0060494958753437,0.1846012832263978
4,240.0,triad,triad_04,0.6801267356266667,0.0136632200886262,0.22193500738552419,9.666666666666666,143.25054466230938,0.0,0.9305097176384304,0.0181518151815181,0.0513384671800513
5,300.0,triad,triad_04,0.7105741674316667,0.0168823860438941,0.4693303320202588,9.0,163.06709956709958,0.293858845096242,0.5882676443629697,0.0436296975252062,0.0709440879926672
6,360.0,triad,triad_04,0.26734163462888894,0.0,0.1209818819403857,10.0,145.6686507936508,0.0207187385405207,0.4416941694169417,0.0529886321965529,0.482031536486982
7,420.0,triad,triad_04,0.7437207930183334,0.0041766109785202,0.14956245027844062,17.0,178.3246031746032,0.0,0.7072410632447296,0.0335472043996333,0.259211732355637
8,480.0,triad,triad_04,0.3286746984090741,0.0084115805946791,0.32766040688575887,11.0,153.69844965958322,0.0,0.5337367070040338,0.0804913824715805,0.3857719105243857
9,540.0,triad,triad_04,0.6131831729546297,0.0072279742137135,0.2834537995702285,11.666666666666666,153.69844965958322,0.0205316223648029,0.6691109074243813,0.0689275893675527,0.2383134738771769
10,600.0,triad,triad_04,0.30678566044407407,0.0499246420497361,0.2744913338357195,13.333333333333334,164.38888888888889,0.1037770443711037,0.5539053905390539,0.149064906490649,0.1932526585991932
11,660.0,triad,triad_04,0.782115099143889,0.0,0.0176157312576812,13.0,141.768115942029,0.0,0.9017415215398716,0.0016498625114573,0.0933088909257561
0,0.0,triad,triad_05,0.18009753597038625,0.08504098360655729,0.6582991803278687,5.0,150.30555555555554,0.0362969752520623,0.7890009165902842,0.1283226397800183,0.0324472960586617
1,60.0,triad,triad_05,0.3275503079509503,0.028032619775739,0.7477064220183485,27.333333333333332,168.58899868247696,0.4036663611365719,0.5290559120073327,0.0549954170485792,0.0097158570119156
2,120.0,triad,triad_05,0.33093284633989956,0.0765306122448978,0.7727040816326529,38.333333333333336,177.2839685420448,0.3628529519618628,0.5762742940960762,0.0443711037770443,0.0084341767510084
3,180.0,triad,triad_05,0.5381712694529103,0.046620046620046596,0.6130536130536128,32.0,178.6805180359129,0.1855178735105407,0.7349220898258478,0.0461961503208066,0.0194317140238313
4,240.0,triad,triad_05,0.4442771263958488,0.021119592875318,0.37048346055979636,33.666666666666664,168.73543417366946,0.0071507150715071,0.8579024569123579,0.0498716538320498,0.0727906123945728
5,300.0,triad,triad_05,0.5962729629267237,0.10689388071262579,0.6697650400206556,28.333333333333332,164.15695203400122,0.2403299725022915,0.6458295142071494,0.0835930339138405,0.0302474793767186
6,360.0,triad,triad_05,0.6096469343069904,0.0300284752782811,0.7721977737509705,29.666666666666668,168.53174603174602,0.063072973964063,0.7499083241657499,0.1237623762376237,0.0632563256325632
7,420.0,triad,triad_05,0.5110454858362525,0.024127310061601598,0.6242299794661189,24.333333333333332,168.17728758169935,0.1308890925756187,0.7459211732355637,0.0590284142988084,0.03006416131989
8,480.0,triad,triad_05,0.41328734549275414,0.0189708939708939,0.7162162162162162,29.666666666666668,159.70833333333334,0.209020902090209,0.6387972130546388,0.088008800880088,0.0495049504950495
