seconds_interaction_window,dyad_01_MG_P1P2,dyad_02_MG_P1P2,dyad_03_MG_P1P2,dyad_04_MG_P1P2,dyad_05_MG_P1P2,dyad_06_MG_P1P2,dyad_07_MG_P1P2,dyad_08_MG_P1P2,dyad_09_MG_P1P2,dyad_10_MG_P1P2,dyad_11_MG_P1P2,triad_01_MG_P1P2,triad_01_MG_P1P3,triad_01_MG_P2P3,triad_03_MG_P1P2,triad_03_MG_P1P3,triad_03_MG_P2P3,triad_04_MG_P1P2,triad_04_MG_P1P3,triad_04_MG_P2P3,triad_05_MG_P1P2,triad_05_MG_P1P3,triad_05_MG_P2P3,triad_06_MG_P1P2,triad_06_MG_P1P3,triad_06_MG_P2P3,triad_07_MG_P1P2,triad_07_MG_P1P3,triad_07_MG_P2P3,triad_08_MG_P1P2,triad_08_MG_P1P3,triad_08_MG_P2P3,triad_09_MG_P1P2,triad_09_MG_P1P3,triad_09_MG_P2P3,triad_02_MG_P1P2,triad_02_MG_P1P3,triad_02_MG_P2P3,triad_11_MG_P1P2,triad_11_MG_P1P3,triad_11_MG_P2P3,triad_10_MG_P1P2,triad_10_MG_P1P3,triad_10_MG_P2P3,triad_14_MG_P1P2,triad_14_MG_P1P3,triad_14_MG_P2P3,triad_12_MG_P1P2,triad_12_MG_P1P3,triad_12_MG_P2P3,triad_13_MG_P1P2,triad_13_MG_P1P3,triad_13_MG_P2P3
0.0,0.00674198250728863,0.0,0.9151708164447018,0.2447337278106509,0.4669870455495194,0.3635928143712575,0.2167650531286895,0.0,0.0020093770931011385,0.010906612133605999,0.0,0.013588634959851761,0.302450072060943,0.0,0.008188824662813102,0.0,0.0,0.0,0.0,0.0,0.005379098360655738,0.02023565573770492,0.05942622950819672,0.003595132743362832,0.0,0.009679203539823008,0.006794467362290706,0.0,0.0,0.0,0.0384263494967978,0.017078377554132357,0.0,0.0,0.24102393617021275,0.0,0.0076563164610803916,0.0,0.05436893203883495,0.0,0.010355987055016181,0.0,0.0,0.016170212765957447,0.0,0.0,0.0,0.0,0.0,0.017214742882365925,0.004246284501061571,0.056111616621170764,0.0
60.0,0.0,0.0,0.7591220850480109,0.40551366635249764,0.5657345575959933,0.4456443484521238,0.18498596819457436,0.0,0.002316346790205162,0.014596062457569586,0.0,0.0,0.05395906553648956,0.016952656605333884,0.0,0.0,0.0,0.038381937911571025,0.0,0.0,0.02089704383282365,0.007135575942915392,0.0,0.0021929824561403508,0.005482456140350877,0.0,0.0,0.0,0.022922636103151862,0.0,0.014430457476205097,0.19250844335277864,0.004663557628247834,0.0,0.33777481678880744,0.0,0.03261329944938585,0.0,0.0068248293792655184,0.0,0.0,0.002665876777251185,0.001184834123222749,0.015402843601895734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06634353226295062,0.0
120.0,0.0,0.0,0.6075637160865991,0.21398698884758363,0.6598710214270855,0.4730189596499757,0.2770286255027206,0.0,0.0,0.029512697323266987,0.0,0.00454451559595125,0.03635612476761,0.01032844453625284,0.021333333333333333,0.0,0.0,0.01787030213706706,0.0,0.0,0.04336734693877551,0.03316326530612245,0.0,0.016638935108153077,0.043815862451469775,0.010537992235163616,0.001926318324103058,0.0,0.005056585600770528,0.0,0.0,0.035312024353120246,0.004365345869711216,0.0,0.1155137676292814,0.00442664418212479,0.0,0.0,0.03643461288223813,0.0,0.0,0.006422786931024853,0.0036302708740575257,0.004747277296844457,0.0,0.0,0.0,0.0022036139268400176,0.0,0.0,0.0,0.07513578756789378,0.0
180.0,0.0,0.0,0.5037200330669606,0.19664882476146148,0.8453073089700996,0.1988883518608023,0.25597350366690325,0.0,0.010851693521867807,0.1610024030209406,0.0,0.04634544712127399,0.0949367088607595,0.005512454062882809,0.0,0.0,0.0,0.0026345502446368085,0.0,0.0,0.014763014763014764,0.031857031857031856,0.0,0.0,0.007690195001373249,0.0,0.0,0.0,0.0,0.0,0.0018438844499078057,0.0043023970497848806,0.0,0.0070163715335783495,0.24690945539592382,0.0,0.008465608465608466,0.0,0.056466302367941715,0.0,0.0,0.0,0.0008426966292134832,0.01544943820224719,0.0,0.0,0.0,0.0,0.0,0.006320836965998256,0.00030084235860409147,0.03309265944645006,0.0
240.0,0.0014492753623188406,0.0,0.5683653578390421,0.40745920745920744,0.2331275720164609,0.4265598446224812,0.11857243484386006,0.0,0.045513654096228866,0.0031109574835810577,0.0,0.0435050277036733,0.09357685204186333,0.022778575825979887,0.0,0.0,0.0,0.013663220088626292,0.0,0.0,0.0002544529262086514,0.01984732824427481,0.0010178117048346056,0.0,0.12104689203925845,0.0,0.0,0.0,0.0,0.0,0.0,0.04409063074096754,0.0,0.0,0.16066576086956522,0.001272264631043257,0.00551314673452078,0.0,,,,0.008350129570976101,0.013245033112582781,0.00028793550244745177,0.0,0.0,0.0,0.0,0.02687816699713593,0.0,0.0,0.02473604826546003,0.0
300.0,0.0,0.0,0.7684702004943696,0.2945990180032733,0.4586528497409326,0.326287657920311,0.07714150496923805,0.0,0.014691478942213516,0.007404795486600846,0.0,0.024395243952439524,0.001025010250102501,0.0,0.0,0.0,0.0,0.016882386043894203,0.0,0.0,0.07306997159824426,0.016266460108443067,0.017557449005938548,0.0,0.05240174672489083,0.0,0.0,0.0,0.0,0.0,0.0,0.009624340266997827,0.0,0.009009009009009009,0.23923923923923923,0.0008319467554076539,0.0,0.0,,,,0.0,0.02570694087403599,0.011996572407883462,0.0,0.0,0.0,0.0,0.006688963210702341,0.0,0.0,0.13661037394451145,0.0
360.0,0.0,0.0,0.5071546505228398,0.3919981498612396,0.5926464478604071,0.47739908145999516,0.08593012275731822,0.003800217155266015,0.0,0.12083333333333333,0.0,0.034532374100719423,0.023843782117163412,0.04501541623843782,0.0,0.0,0.0,0.0,0.0,0.0,0.0002588661661920787,0.029251876779704894,0.0005177323323841574,0.005575689991636465,0.0019514914970727628,0.020072483969891274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11490787269681742,0.004009284659210804,0.0,0.0,,,,0.0,0.005025125628140704,0.0007178750897343862,0.0,0.0,0.0,0.0,0.011685393258426966,0.0,0.0,0.059178743961352656,0.0
420.0,0.0,0.0,0.6742341356673961,0.15671641791044777,0.7287380699893955,0.3423704414587332,0.1585851487467791,0.0,0.09357309357309357,,0.0,0.0,0.07685984381422113,0.009453349773941636,0.0004761904761904762,0.0,0.0,0.0,0.004176610978520286,0.0,0.017197125256673513,0.0053901437371663245,0.001540041067761807,0.0049902966454117,0.00249514832270585,0.0013861935126143609,0.0,0.0,0.0,,,,0.0,0.0,0.07094918504314478,0.0036072144288577155,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.008669430833019224,0.0,0.0,0.12041564792176039,0.0
480.0,0.0,0.0,0.5208275862068965,0.49665821617884304,0.7519280205655527,0.5400241837968561,0.13781001403837154,0.0,0.09610303830911493,,0.004607329842931937,0.019975786924939468,0.00847457627118644,0.10391444713478612,0.0,0.0,0.0,0.0,0.008411580594679186,0.0,0.0059771309771309775,0.010135135135135136,0.002858627858627859,0.001937984496124031,0.05841638981173865,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.010863005431502716,0.13216656608328303,0.0
540.0,0.0,,0.4207947740881873,0.1598871384904773,0.6156455374178503,0.0,0.19971870604781997,0.0,0.0,,,0.0,0.0163265306122449,0.0336734693877551,0.0,0.0,0.0,0.0,0.007227974213713616,0.0,0.1021408305390766,0.0,0.0,0.0,0.007483370288248337,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.14992412746585737,0.0
