analysis,target,model,metric,n_folds,mean_model,std_model,mean_baseline,std_baseline,t_stat,p_value,normal_model_p,normal_baseline_p,p_value_adj,significant
group_task_engagement,task_engagement,linear,r2,20,-22.840377566252357,81.10528839053468,-3.4048954633909156,10.556832858773644,-1.0735506304279572,0.2964701092387231,9.223742793698349e-09,1.752622903445969e-08,1.0,False
group_task_engagement,task_engagement,logistic,auc,17,0.6652949605768232,0.19385273450946866,0.46118892001244943,0.14013155078564446,3.1809402621199228,0.005805587058259547,0.05639074751389319,0.5116309966143817,0.023222348233038186,True
individual_engagement,engagement_target,linear,r2,20,-2.949446717402301,7.475809576185164,-0.9996144837042775,2.38666726281584,-1.1724191377073492,0.25551976688590183,8.37608067725808e-08,1.0740843633545492e-07,1.0,False
individual_engagement,engagement_target,logistic,auc,19,0.702055585587042,0.18420545057092286,0.5067338966819576,0.17794222140761207,2.9800817596876046,0.008025390599617281,0.24816914610765928,0.726068049240759,0.032101562398469126,True
