analysis,target,model,metric,n_folds,mean_model,std_model,mean_baseline,std_baseline,t_stat,p_value,normal_model_p,normal_baseline_p,p_value_adj,significant
group_task_engagement,task_engagement,linear_pca,r2,25,-0.728156246065773,2.6281483277170334,-0.8730157063973296,2.853753110889033,2.428334863487152,0.023032169967957018,8.49280063341794e-10,8.169628370596404e-10,0.09212867987182807,False
group_task_engagement,task_engagement,logistic_pca,auc,24,0.6198527732222913,0.0733958873810456,0.49270650113177467,0.049571390613241395,7.197307215998281,2.504025128629204e-07,0.13001848842841673,0.11654092437825364,1.0016100514516816e-06,True
individual_engagement,engagement_target,linear_pca,r2,25,-0.5309539954798664,1.4549668150046549,-0.620164116664737,1.5803260128181769,1.6282677013124074,0.11652623008080562,1.5695709739940885e-08,4.044240514488671e-09,0.4661049203232225,False
individual_engagement,engagement_target,logistic_pca,auc,24,0.6762392732656656,0.11822118129211838,0.4797302622107302,0.057146120628909905,7.676413644573227,8.645665130948909e-08,0.22712818381362515,0.007987868298819235,3.4582660523795637e-07,True
