analysis,group_split,target,feature,logreg_std_coef,logreg_abs_coef,rf_importance
segment_group_task_engagement_base_D,D,task_engagement,word_count,-0.23645796904865388,0.23645796904865388,0.07175797642496534
segment_group_task_engagement_base_D,D,task_engagement,avg_word_length,-0.09055360842231187,0.09055360842231187,0.09222928509708443
segment_group_task_engagement_base_D,D,task_engagement,words_per_second,0.15193924075955748,0.15193924075955748,0.11324938055778203
segment_group_task_engagement_base_D,D,task_engagement,question,-0.11380068770952471,0.11380068770952471,0.010701553139199483
segment_group_task_engagement_base_D,D,task_engagement,statement,0.11380068770952419,0.11380068770952419,0.010965025360510342
segment_group_task_engagement_base_D,D,task_engagement,sentiment_p_blue_mean,0.06414255359894837,0.06414255359894837,0.07032720134247179
segment_group_task_engagement_base_D,D,task_engagement,sentiment_p_green_mean,0.017010089904176767,0.017010089904176767,0.08278077713948578
segment_group_task_engagement_base_D,D,task_engagement,sentiment_p_red_mean,0.0,0.0,0.0
segment_group_task_engagement_base_D,D,task_engagement,arousal_mean,0.14783190904090426,0.14783190904090426,0.1288047684045229
segment_group_task_engagement_base_D,D,task_engagement,dominance_mean,-0.20191287341184963,0.20191287341184963,0.13206332406416885
segment_group_task_engagement_base_D,D,task_engagement,valence_mean,0.3417628340664308,0.3417628340664308,0.1521817802000439
segment_group_task_engagement_base_D,D,task_engagement,role_p_green,-0.040333192727568974,0.040333192727568974,0.012342050689125793
segment_group_task_engagement_base_T,T,task_engagement,segment_duration_s,1.0537560594194078,1.0537560594194078,0.13135854769040334
segment_group_task_engagement_base_T,T,task_engagement,word_count,-0.19896252445359897,0.19896252445359897,0.07784810057224184
segment_group_task_engagement_base_T,T,task_engagement,avg_word_length,-0.2444631719816119,0.2444631719816119,0.09383463730887256
segment_group_task_engagement_base_T,T,task_engagement,words_per_second,0.23794389858587736,0.23794389858587736,0.10790527241801844
segment_group_task_engagement_base_T,T,task_engagement,question,-0.19114818831508187,0.19114818831508187,0.018519199686464143
segment_group_task_engagement_base_T,T,task_engagement,statement,0.19114818831508204,0.19114818831508204,0.023711914412834118
