analysis,target,model,metric,n_folds,mean_model,std_model,mean_baseline,std_baseline,t_stat,p_value,normal_model_p,normal_baseline_p,p_value_adj,significant
group_task_engagement,task_engagement,linear_pca,r2,25,-0.6327860876850228,2.1074628946213094,-0.8730157063973296,2.853753110889033,1.2945846339134783,0.20778112398630216,2.6226856338789083e-09,8.169628370596404e-10,0.8311244959452087,False
group_task_engagement,task_engagement,logistic_pca,auc,24,0.6677464582199661,0.0972319606058005,0.49270650113177467,0.049571390613241395,8.584503285523468,1.2527287544746449e-08,0.6430403745118203,0.11654092437825364,5.0109150178985795e-08,True
individual_engagement,engagement_target,linear_pca,r2,25,-0.8360223743714134,1.5423411961704299,-0.620164116664737,1.5803260128181769,-1.4571357999200378,0.15803962727741255,1.017925148027672e-07,4.044240514488671e-09,0.6321585091096502,False
individual_engagement,engagement_target,logistic_pca,auc,24,0.6306020007517,0.08390970631844807,0.4797302622107302,0.057146120628909905,7.869184455402468,5.6847649848780546e-08,0.1483242933692674,0.007987868298819235,2.2739059939512218e-07,True
