analysis,target,model,metric,n_folds,mean_model,std_model,mean_baseline,std_baseline,t_stat,p_value,normal_model_p,normal_baseline_p,p_value_adj,significant
group_task_engagement,task_engagement,linear,r2,25,-2.7416499663845566,4.5589607258870055,-0.8730157063973296,2.853753110889033,-2.2141813295057857,0.036565170374781186,1.0622939891894851e-07,8.169628370596404e-10,0.14626068149912475,False
group_task_engagement,task_engagement,logistic,auc,24,0.6197430188084395,0.0665774420490899,0.49270650113177467,0.049571390613241395,8.454291581413337,1.641448551236072e-08,0.19007895879639192,0.11654092437825364,6.565794204944288e-08,True
individual_engagement,engagement_target,linear,r2,25,-2.1242597115609696,2.2645905484701925,-0.620164116664737,1.5803260128181769,-4.609242369323572,0.0001121683798149313,8.799161810019378e-07,4.044240514488671e-09,0.0004486735192597252,True
individual_engagement,engagement_target,logistic,auc,24,0.5962312694764541,0.07566477991134382,0.4797302622107302,0.057146120628909905,5.835850257512162,6.020484658539985e-06,0.004506569660339631,0.007987868298819235,2.408193863415994e-05,True
