analysis,group_split,feature_modality,target,model,threshold,include_streams,use_pca,n_samples,n_folds,n_low,n_high,acc_mean,acc_std,f1_macro_mean,f1_macro_std,accuracy_pooled,f1_macro_pooled,precision_low,recall_low,f1_low,precision_high,recall_high,f1_high
window_60s_individual_engagement_base_T,T,multimodal,engagement_target,QDA,0.5,False,False,334,12,178,156,0.7335931543039385,0.06837458636688462,0.6936763481587609,0.07923001300406543,0.7275449101796407,0.7268372473419792,0.7514450867052023,0.7303370786516854,0.7407407407407407,0.7018633540372671,0.7243589743589743,0.7129337539432177
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,Baseline Most Frequent,0.5,False,False,334,12,178,156,0.5415523111601542,0.21859887923186366,0.33972601550421583,0.08961944528052494,0.5329341317365269,0.34765625,0.5329341317365269,1.0,0.6953125,0.0,0.0,0.0
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,Baseline Prior,0.5,False,False,334,12,178,156,0.5415523111601542,0.21859887923186366,0.33972601550421583,0.08961944528052494,0.5329341317365269,0.34765625,0.5329341317365269,1.0,0.6953125,0.0,0.0,0.0
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,Baseline Stratified,0.5,False,False,334,12,178,156,0.4905001679511483,0.1211144806289614,0.45431740951752225,0.12644850102610233,0.4820359281437126,0.47330617007118964,0.5125628140703518,0.5730337078651685,0.5411140583554377,0.43703703703703706,0.3782051282051282,0.4054982817869416
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,Baseline Uniform,0.5,False,False,334,12,178,156,0.5242791431516922,0.13164522049579777,0.49567406938007924,0.124809796173658,0.5269461077844312,0.5248847594353212,0.5561797752808989,0.5561797752808989,0.5561797752808989,0.4935897435897436,0.4935897435897436,0.4935897435897436
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,kNN,0.5,False,False,334,12,178,156,0.6758454689827239,0.08404852511368183,0.641310479632848,0.07760668889682436,0.6736526946107785,0.6658620531412052,0.6666666666666666,0.7752808988764045,0.7168831168831169,0.6850393700787402,0.5576923076923077,0.6148409893992933
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,Logistic Regression,0.5,False,False,334,12,178,156,0.6862765049039559,0.1109174120544925,0.6644333482008568,0.11586911433833141,0.6826347305389222,0.6803885458419094,0.6956521739130435,0.7191011235955056,0.7071823204419889,0.6666666666666666,0.6410256410256411,0.6535947712418301
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,Linear SVM l1,0.5,False,False,334,12,178,156,0.7009451332980744,0.09724245828815523,0.6647284274086852,0.11468636898468268,0.6946107784431138,0.6917815655194877,0.7021276595744681,0.7415730337078652,0.7213114754098361,0.684931506849315,0.6410256410256411,0.6622516556291391
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,Linear SVM l2,0.5,False,False,334,12,178,156,0.7016105898458839,0.11645075326462136,0.6756334526726621,0.11614421157456888,0.6916167664670658,0.685915402945285,0.6865671641791045,0.7752808988764045,0.7282321899736148,0.6992481203007519,0.5961538461538461,0.643598615916955
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,SVM linear or rbf,0.5,False,False,334,12,178,156,0.6908642374328648,0.10203267562732257,0.6615624527257774,0.09906412669710843,0.6856287425149701,0.6781239961451976,0.6763285024154589,0.7865168539325843,0.7272727272727273,0.7007874015748031,0.5705128205128205,0.6289752650176679
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,Decision Tree,0.5,False,False,334,12,178,156,0.6223997271791389,0.09279480590267349,0.5828518838836213,0.12088413077886118,0.6227544910179641,0.6172650878533231,0.6326530612244898,0.6966292134831461,0.6631016042780749,0.6086956521739131,0.5384615384615384,0.5714285714285714
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,Random Forest,0.5,False,False,334,12,178,156,0.6722241583761192,0.09997668767665442,0.639045360806488,0.1091257617972956,0.6706586826347305,0.6653672398717576,0.6717171717171717,0.7471910112359551,0.7074468085106383,0.6691176470588235,0.5833333333333334,0.6232876712328768
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,Neural Net,0.5,False,False,334,12,178,156,0.7054340857036935,0.0950785372605745,0.6775107233969907,0.09745758586731734,0.6976047904191617,0.6934248193756531,0.6974358974358974,0.7640449438202247,0.7292225201072386,0.697841726618705,0.6217948717948718,0.6576271186440678
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,AdaBoost,0.5,False,False,334,12,178,156,0.681070676781461,0.11653750683660347,0.6410086739133741,0.12277082836685052,0.6766467065868264,0.6686142652408775,0.6682692307692307,0.7808988764044944,0.7202072538860104,0.6904761904761905,0.5576923076923077,0.6170212765957447
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,Naive Bayes,0.5,False,False,334,12,178,156,0.7186042125993106,0.08464827668039027,0.6858195869953502,0.09916119450968991,0.7095808383233533,0.7059725738971022,0.7098445595854922,0.7696629213483146,0.738544474393531,0.7092198581560284,0.6410256410256411,0.6734006734006734
window_60s_individual_engagement_paralinguistic_T,T,paralinguistic,engagement_target,QDA,0.5,False,False,334,12,178,156,0.7165320518261695,0.0781805168711845,0.6911957123991592,0.08138950946584204,0.7095808383233533,0.7073747911303798,0.7189189189189189,0.7471910112359551,0.7327823691460055,0.697986577181208,0.6666666666666666,0.6819672131147541
window_60s_individual_engagement_audio_T,T,audio,engagement_target,Baseline Most Frequent,0.5,False,False,334,12,178,156,0.5415523111601542,0.21859887923186366,0.33972601550421583,0.08961944528052494,0.5329341317365269,0.34765625,0.5329341317365269,1.0,0.6953125,0.0,0.0,0.0
window_60s_individual_engagement_audio_T,T,audio,engagement_target,Baseline Prior,0.5,False,False,334,12,178,156,0.5415523111601542,0.21859887923186366,0.33972601550421583,0.08961944528052494,0.5329341317365269,0.34765625,0.5329341317365269,1.0,0.6953125,0.0,0.0,0.0
window_60s_individual_engagement_audio_T,T,audio,engagement_target,Baseline Stratified,0.5,False,False,334,12,178,156,0.4905001679511483,0.1211144806289614,0.45431740951752225,0.12644850102610233,0.4820359281437126,0.47330617007118964,0.5125628140703518,0.5730337078651685,0.5411140583554377,0.43703703703703706,0.3782051282051282,0.4054982817869416
window_60s_individual_engagement_audio_T,T,audio,engagement_target,Baseline Uniform,0.5,False,False,334,12,178,156,0.5242791431516922,0.13164522049579777,0.49567406938007924,0.124809796173658,0.5269461077844312,0.5248847594353212,0.5561797752808989,0.5561797752808989,0.5561797752808989,0.4935897435897436,0.4935897435897436,0.4935897435897436
