analysis,target,model,metric,n_folds,mean_model,std_model,mean_baseline,std_baseline,t_stat,p_value,normal_model_p,normal_baseline_p,p_value_adj,significant
group_task_engagement,task_engagement,linear_pca,r2,20,-44.17991282768407,190.4799013017872,-3.4048954633909156,10.556832858773644,-0.9535427814145615,0.3522899010477333,3.320712490211432e-09,1.752622903445969e-08,1.0,False
group_task_engagement,task_engagement,logistic_pca,auc,17,0.6767223324514992,0.1851116013145468,0.46118892001244943,0.14013155078564446,3.224233881309045,0.005300668555603902,0.7333594595976538,0.5116309966143817,0.021202674222415608,True
individual_engagement,engagement_target,linear_pca,r2,20,-1.9858051368391632,7.150187783125689,-0.9996144837042775,2.38666726281584,-0.6065764723122705,0.55131168805174,1.8452003711457198e-08,1.0740843633545492e-07,1.0,False
individual_engagement,engagement_target,logistic_pca,auc,19,0.7386989320131101,0.1635939370261234,0.5067338966819576,0.17794222140761207,3.8247036652794653,0.0012411467064475604,0.5976177746901037,0.726068049240759,0.004964586825790242,True
