analysis,group_split,target,model,fold,group,accuracy,f1_macro
segment_group_task_engagement_base_D,D,task_engagement,QDA,4,dyad_06,0.4583333333333333,0.3534423209762837
segment_group_task_engagement_base_D,D,task_engagement,SVM (rbf),4,dyad_06,0.8888888888888888,0.47058823529411764
segment_group_task_engagement_base_D,D,task_engagement,SVM (linear),4,dyad_06,0.8888888888888888,0.47058823529411764
segment_group_task_engagement_base_D,D,task_engagement,Naive Bayes,4,dyad_06,0.4513888888888889,0.3727047146401985
segment_group_task_engagement_base_D,D,task_engagement,kNN,4,dyad_06,0.8263888888888888,0.5934500282326369
segment_group_task_engagement_base_D,D,task_engagement,Random Forest,4,dyad_06,0.8611111111111112,0.5078605604921395
segment_group_task_engagement_base_D,D,task_engagement,Logistic Regression,4,dyad_06,0.9166666666666666,0.4782608695652174
segment_group_task_engagement_base_D,D,task_engagement,Baseline Uniform,5,dyad_11,0.5074626865671642,0.37329931972789115
segment_group_task_engagement_base_D,D,task_engagement,QDA,5,dyad_11,0.44029850746268656,0.39931863008786084
segment_group_task_engagement_base_D,D,task_engagement,SVM (rbf),5,dyad_11,0.8880597014925373,0.6124927703875072
segment_group_task_engagement_base_D,D,task_engagement,SVM (linear),5,dyad_11,0.8880597014925373,0.6124927703875072
segment_group_task_engagement_base_D,D,task_engagement,Naive Bayes,5,dyad_11,0.44776119402985076,0.40480192076830734
segment_group_task_engagement_base_D,D,task_engagement,kNN,5,dyad_11,0.7164179104477612,0.48336038961038963
segment_group_task_engagement_base_D,D,task_engagement,Random Forest,5,dyad_11,0.6940298507462687,0.4880253471251514
segment_group_task_engagement_base_D,D,task_engagement,Logistic Regression,5,dyad_11,0.7835820895522388,0.5648863509125518
segment_group_task_engagement_base_D,D,task_engagement,Baseline Uniform,6,dyad_10,0.4224137931034483,0.3089712812305504
segment_group_task_engagement_base_D,D,task_engagement,QDA,6,dyad_10,0.5862068965517241,0.3881318681318682
segment_group_task_engagement_base_D,D,task_engagement,SVM (rbf),6,dyad_10,0.008620689655172414,0.008547008547008548
segment_group_task_engagement_base_D,D,task_engagement,SVM (linear),6,dyad_10,0.008620689655172414,0.008547008547008548
segment_group_task_engagement_base_D,D,task_engagement,Naive Bayes,6,dyad_10,0.7068965517241379,0.41414141414141414
segment_group_task_engagement_base_D,D,task_engagement,kNN,6,dyad_10,0.13793103448275862,0.12518853695324283
segment_group_task_engagement_base_D,D,task_engagement,Random Forest,6,dyad_10,0.09482758620689655,0.08934579439252337
segment_group_task_engagement_base_D,D,task_engagement,Logistic Regression,6,dyad_10,0.02586206896551724,0.025789669267930138
segment_group_task_engagement_base_D,D,task_engagement,Baseline Uniform,7,dyad_02,0.5571428571428572,0.5413231874867892
segment_group_task_engagement_base_D,D,task_engagement,QDA,7,dyad_02,0.5857142857142857,0.5787507781697447
segment_group_task_engagement_base_D,D,task_engagement,SVM (rbf),7,dyad_02,0.6571428571428571,0.4331983805668016
segment_group_task_engagement_base_D,D,task_engagement,SVM (linear),7,dyad_02,0.6857142857142857,0.4067796610169492
segment_group_task_engagement_base_D,D,task_engagement,Naive Bayes,7,dyad_02,0.5571428571428572,0.5459301109018623
segment_group_task_engagement_base_D,D,task_engagement,kNN,7,dyad_02,0.6,0.5238095238095238
segment_group_task_engagement_base_D,D,task_engagement,Random Forest,7,dyad_02,0.7,0.5836873406966865
segment_group_task_engagement_base_D,D,task_engagement,Logistic Regression,7,dyad_02,0.6857142857142857,0.5089285714285714
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,0,triad_01,0.5701754385964912,0.56359375
segment_group_task_engagement_base_T,T,task_engagement,QDA,0,triad_01,0.4649122807017544,0.44611708482676227
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),0,triad_01,0.40789473684210525,0.3519317822928729
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),0,triad_01,0.41228070175438597,0.3548986486486486
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,0,triad_01,0.4166666666666667,0.3684473601999375
segment_group_task_engagement_base_T,T,task_engagement,kNN,0,triad_01,0.4166666666666667,0.3990844777361631
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,0,triad_01,0.41228070175438597,0.3773538762533627
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,0,triad_01,0.4298245614035088,0.3842958039052763
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,1,triad_13,0.5263157894736842,0.4242424242424242
segment_group_task_engagement_base_T,T,task_engagement,QDA,1,triad_13,0.7309941520467836,0.4783819628647215
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),1,triad_13,0.8771929824561403,0.5468769716088328
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),1,triad_13,0.8713450292397661,0.5421129503407984
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,1,triad_13,0.7485380116959064,0.5045482110369921
segment_group_task_engagement_base_T,T,task_engagement,kNN,1,triad_13,0.7894736842105263,0.5305064063453325
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,1,triad_13,0.8070175438596491,0.47482550023266634
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,1,triad_13,0.8713450292397661,0.5721110100090991
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,2,triad_14,0.5470588235294118,0.4513600737667128
segment_group_task_engagement_base_T,T,task_engagement,QDA,2,triad_14,0.7823529411764706,0.5732410611303345
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),2,triad_14,0.8529411764705882,0.6018735362997658
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),2,triad_14,0.8411764705882353,0.5700234192037471
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,2,triad_14,0.7941176470588235,0.551789077212806
segment_group_task_engagement_base_T,T,task_engagement,kNN,2,triad_14,0.8235294117647058,0.575
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,2,triad_14,0.8647058823529412,0.6512353938096512
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,2,triad_14,0.8176470588235294,0.5510690859528069
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,3,triad_09,0.514792899408284,0.4177310924369748
segment_group_task_engagement_base_T,T,task_engagement,QDA,3,triad_09,0.6627218934911243,0.5020418712845697
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),3,triad_09,0.8047337278106509,0.5770193401592719
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),3,triad_09,0.8698224852071006,0.5976190476190476
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,3,triad_09,0.6686390532544378,0.4955223880597015
segment_group_task_engagement_base_T,T,task_engagement,kNN,3,triad_09,0.8106508875739645,0.657548125633232
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,3,triad_09,0.7751479289940828,0.5681818181818181
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,3,triad_09,0.7692307692307693,0.5636544190665342
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,4,triad_06,0.49700598802395207,0.41354515050167223
segment_group_task_engagement_base_T,T,task_engagement,QDA,4,triad_06,0.6526946107784432,0.4965696465696466
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),4,triad_06,0.7664670658682635,0.5171621321076433
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),4,triad_06,0.8203592814371258,0.4815811258278146
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,4,triad_06,0.6227544910179641,0.5029057406094968
segment_group_task_engagement_base_T,T,task_engagement,kNN,4,triad_06,0.7305389221556886,0.5368258859784283
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,4,triad_06,0.7065868263473054,0.46673183447377
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,4,triad_06,0.718562874251497,0.5162403697996918
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,5,triad_08,0.4527027027027027,0.40224382946896037
segment_group_task_engagement_base_T,T,task_engagement,QDA,5,triad_08,0.4527027027027027,0.4275891706059304
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),5,triad_08,0.35135135135135137,0.3483764446890479
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),5,triad_08,0.3783783783783784,0.37102734663710274
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,5,triad_08,0.41216216216216217,0.3976140350877193
segment_group_task_engagement_base_T,T,task_engagement,kNN,5,triad_08,0.35135135135135137,0.3454947484798231
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,5,triad_08,0.3918918918918919,0.37815126050420167
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,5,triad_08,0.36486486486486486,0.36066176470588235
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,6,triad_05,0.5354330708661418,0.47838496345283676
segment_group_task_engagement_base_T,T,task_engagement,QDA,6,triad_05,0.7480314960629921,0.5601731601731601
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),6,triad_05,0.7559055118110236,0.4863666014350946
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),6,triad_05,0.7637795275590551,0.5358187134502924
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,6,triad_05,0.7637795275590551,0.5549065420560748
segment_group_task_engagement_base_T,T,task_engagement,kNN,6,triad_05,0.7244094488188977,0.5431185116661528
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,6,triad_05,0.7559055118110236,0.549181266460552
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,6,triad_05,0.7559055118110236,0.5660751680811198
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,7,triad_10,0.4636363636363636,0.4505122343578021
segment_group_task_engagement_base_T,T,task_engagement,QDA,7,triad_10,0.6636363636363637,0.6385114130917489
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),7,triad_10,0.6272727272727273,0.5350036086194453
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),7,triad_10,0.6636363636363637,0.5885148114447478
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,7,triad_10,0.6454545454545455,0.5882522315001439
segment_group_task_engagement_base_T,T,task_engagement,kNN,7,triad_10,0.509090909090909,0.44256756756756754
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,7,triad_10,0.6,0.5238095238095238
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,7,triad_10,0.6272727272727273,0.525213180334772
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,8,triad_12,0.4888888888888889,0.44976076555023925
segment_group_task_engagement_base_T,T,task_engagement,QDA,8,triad_12,0.7111111111111111,0.5821428571428571
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),8,triad_12,0.7444444444444445,0.4989106753812636
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),8,triad_12,0.7666666666666667,0.590820523922927
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,8,triad_12,0.7777777777777778,0.6199324324324325
segment_group_task_engagement_base_T,T,task_engagement,kNN,8,triad_12,0.7555555555555555,0.6011281224818694
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,8,triad_12,0.7777777777777778,0.6199324324324325
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,8,triad_12,0.7777777777777778,0.5504495504495505
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,9,triad_07,0.5568181818181818,0.5521336291269738
segment_group_task_engagement_base_T,T,task_engagement,QDA,9,triad_07,0.6477272727272727,0.621898821898822
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),9,triad_07,0.6818181818181818,0.5879598662207358
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),9,triad_07,0.6818181818181818,0.5879598662207358
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,9,triad_07,0.5909090909090909,0.5636363636363636
segment_group_task_engagement_base_T,T,task_engagement,kNN,9,triad_07,0.625,0.5636363636363637
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,9,triad_07,0.6363636363636364,0.5725561627200971
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,9,triad_07,0.6477272727272727,0.5372349448685327
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,10,triad_11,0.5,0.4062073004099161
segment_group_task_engagement_base_T,T,task_engagement,QDA,10,triad_11,0.8333333333333334,0.6685191238966982
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),10,triad_11,0.8461538461538461,0.6231884057971014
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),10,triad_11,0.8461538461538461,0.5821428571428571
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,10,triad_11,0.8205128205128205,0.5985294117647059
segment_group_task_engagement_base_T,T,task_engagement,kNN,10,triad_11,0.8076923076923077,0.6175220660346519
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,10,triad_11,0.7435897435897436,0.5873015873015873
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,10,triad_11,0.8717948717948718,0.6859903381642511
segment_group_task_engagement_base_T,T,task_engagement,Baseline Uniform,11,triad_02,0.49333333333333335,0.3716931216931217
segment_group_task_engagement_base_T,T,task_engagement,QDA,11,triad_02,0.8,0.5024325519681556
segment_group_task_engagement_base_T,T,task_engagement,SVM (rbf),11,triad_02,0.9066666666666666,0.4755244755244755
segment_group_task_engagement_base_T,T,task_engagement,SVM (linear),11,triad_02,0.9066666666666666,0.4755244755244755
segment_group_task_engagement_base_T,T,task_engagement,Naive Bayes,11,triad_02,0.8533333333333334,0.536777091521617
segment_group_task_engagement_base_T,T,task_engagement,kNN,11,triad_02,0.8533333333333334,0.536777091521617
segment_group_task_engagement_base_T,T,task_engagement,Random Forest,11,triad_02,0.8933333333333333,0.6376811594202898
segment_group_task_engagement_base_T,T,task_engagement,Logistic Regression,11,triad_02,0.84,0.45652173913043476
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,0,triad_01,0.4358974358974359,0.4171195652173913
window_60s_individual_engagement_base_all,all,engagement_target,QDA,0,triad_01,0.6410256410256411,0.6208333333333333
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),0,triad_01,0.46153846153846156,0.46153846153846156
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),0,triad_01,0.48717948717948717,0.48412698412698413
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,0,triad_01,0.5897435897435898,0.5873015873015873
window_60s_individual_engagement_base_all,all,engagement_target,kNN,0,triad_01,0.41025641025641024,0.39595959595959596
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,0,triad_01,0.41025641025641024,0.40870138431114045
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,0,triad_01,0.48717948717948717,0.48412698412698413
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,1,triad_05,0.4166666666666667,0.4125874125874126
window_60s_individual_engagement_base_all,all,engagement_target,QDA,1,triad_05,0.6666666666666666,0.6625
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),1,triad_05,0.6388888888888888,0.6386100386100386
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),1,triad_05,0.6388888888888888,0.6363636363636364
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,1,triad_05,0.6666666666666666,0.6656346749226006
window_60s_individual_engagement_base_all,all,engagement_target,kNN,1,triad_05,0.6666666666666666,0.6666666666666666
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,1,triad_05,0.5555555555555556,0.5541795665634675
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,1,triad_05,0.6388888888888888,0.6363636363636364
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,2,triad_13,0.6470588235294118,0.6470588235294118
window_60s_individual_engagement_base_all,all,engagement_target,QDA,2,triad_13,0.8235294117647058,0.8229166666666667
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),2,triad_13,0.8823529411764706,0.880701754385965
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),2,triad_13,0.7941176470588235,0.7850045167118338
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,2,triad_13,0.8529411764705882,0.8528138528138528
window_60s_individual_engagement_base_all,all,engagement_target,kNN,2,triad_13,0.7352941176470589,0.7294429708222812
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,2,triad_13,0.8529411764705882,0.8496905393457117
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,2,triad_13,0.8235294117647058,0.8178571428571428
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,3,triad_14,0.6060606060606061,0.5662285136501517
window_60s_individual_engagement_base_all,all,engagement_target,QDA,3,triad_14,0.6666666666666666,0.6329625884732053
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),3,triad_14,0.696969696969697,0.6590909090909091
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),3,triad_14,0.6666666666666666,0.6329625884732053
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,3,triad_14,0.6666666666666666,0.6158730158730159
window_60s_individual_engagement_base_all,all,engagement_target,kNN,3,triad_14,0.696969696969697,0.6413043478260869
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,3,triad_14,0.696969696969697,0.6413043478260869
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,3,triad_14,0.696969696969697,0.6590909090909091
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,4,triad_06,0.5454545454545454,0.5170731707317073
window_60s_individual_engagement_base_all,all,engagement_target,QDA,4,triad_06,0.696969696969697,0.6590909090909091
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),4,triad_06,0.6666666666666666,0.6458536585365854
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),4,triad_06,0.7272727272727273,0.7102439024390244
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,4,triad_06,0.696969696969697,0.6826923076923077
window_60s_individual_engagement_base_all,all,engagement_target,kNN,4,triad_06,0.5757575757575758,0.5416666666666666
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,4,triad_06,0.6363636363636364,0.6278195488721805
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,4,triad_06,0.7272727272727273,0.7102439024390244
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,5,triad_12,0.5925925925925926,0.5925925925925926
window_60s_individual_engagement_base_all,all,engagement_target,QDA,5,triad_12,0.6666666666666666,0.6648275862068966
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),5,triad_12,0.7407407407407407,0.7407407407407407
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),5,triad_12,0.6666666666666666,0.6591865357643759
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,5,triad_12,0.6666666666666666,0.6648275862068966
window_60s_individual_engagement_base_all,all,engagement_target,kNN,5,triad_12,0.7777777777777778,0.775
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,5,triad_12,0.7037037037037037,0.7
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,5,triad_12,0.6666666666666666,0.6591865357643759
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,6,dyad_03,0.625,0.5901328273244781
window_60s_individual_engagement_base_all,all,engagement_target,QDA,6,dyad_03,0.625,0.6243478260869566
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),6,dyad_03,0.5416666666666666,0.5408695652173914
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),6,dyad_03,0.4166666666666667,0.4
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,6,dyad_03,0.4166666666666667,0.4
window_60s_individual_engagement_base_all,all,engagement_target,kNN,6,dyad_03,0.4583333333333333,0.45739130434782604
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,6,dyad_03,0.375,0.34664246823956446
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,6,dyad_03,0.4583333333333333,0.4497354497354497
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,7,dyad_04,0.625,0.6190476190476191
window_60s_individual_engagement_base_all,all,engagement_target,QDA,7,dyad_04,0.5833333333333334,0.5555555555555556
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),7,dyad_04,0.6666666666666666,0.6643356643356644
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),7,dyad_04,0.7083333333333334,0.7078260869565217
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,7,dyad_04,0.625,0.5901328273244781
window_60s_individual_engagement_base_all,all,engagement_target,kNN,7,dyad_04,0.4583333333333333,0.45739130434782604
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,7,dyad_04,0.625,0.6243478260869566
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,7,dyad_04,0.7083333333333334,0.7037037037037037
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,8,dyad_07,0.7083333333333334,0.7037037037037037
window_60s_individual_engagement_base_all,all,engagement_target,QDA,8,dyad_07,0.7916666666666666,0.791304347826087
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),8,dyad_07,0.7916666666666666,0.7822141560798548
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),8,dyad_07,0.7916666666666666,0.791304347826087
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,8,dyad_07,0.7083333333333334,0.7078260869565217
window_60s_individual_engagement_base_all,all,engagement_target,kNN,8,dyad_07,0.7083333333333334,0.7037037037037037
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,8,dyad_07,0.7083333333333334,0.7078260869565217
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,8,dyad_07,0.7916666666666666,0.791304347826087
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,9,triad_02,0.3333333333333333,0.3142857142857143
window_60s_individual_engagement_base_all,all,engagement_target,QDA,9,triad_02,0.7083333333333334,0.7037037037037037
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),9,triad_02,0.7083333333333334,0.6950998185117967
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),9,triad_02,0.625,0.6190476190476191
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,9,triad_02,0.9166666666666666,0.9142857142857144
window_60s_individual_engagement_base_all,all,engagement_target,kNN,9,triad_02,0.75,0.7428571428571429
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,9,triad_02,0.875,0.8693284936479129
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,9,triad_02,0.625,0.6190476190476191
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,10,triad_07,0.6666666666666666,0.5966386554621849
window_60s_individual_engagement_base_all,all,engagement_target,QDA,10,triad_07,0.7916666666666666,0.7051597051597052
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),10,triad_07,0.875,0.7948717948717949
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),10,triad_07,0.7916666666666666,0.4418604651162791
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,10,triad_07,0.75,0.6666666666666667
window_60s_individual_engagement_base_all,all,engagement_target,kNN,10,triad_07,0.7916666666666666,0.7362637362637363
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,10,triad_07,0.7916666666666666,0.5818815331010453
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,10,triad_07,0.75,0.55
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,11,triad_09,0.4166666666666667,0.4125874125874126
window_60s_individual_engagement_base_all,all,engagement_target,QDA,11,triad_09,0.7083333333333334,0.6606060606060606
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),11,triad_09,0.625,0.6190476190476191
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),11,triad_09,0.7083333333333334,0.7037037037037037
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,11,triad_09,0.6666666666666666,0.6444444444444444
window_60s_individual_engagement_base_all,all,engagement_target,kNN,11,triad_09,0.7083333333333334,0.6950998185117967
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,11,triad_09,0.5833333333333334,0.5555555555555556
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,11,triad_09,0.7083333333333334,0.7037037037037037
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,12,triad_10,0.5833333333333334,0.4444444444444444
window_60s_individual_engagement_base_all,all,engagement_target,QDA,12,triad_10,0.75,0.55
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),12,triad_10,0.7916666666666666,0.6581196581196581
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),12,triad_10,0.7916666666666666,0.6581196581196581
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,12,triad_10,0.7916666666666666,0.5818815331010453
window_60s_individual_engagement_base_all,all,engagement_target,kNN,12,triad_10,0.6666666666666666,0.49473684210526314
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,12,triad_10,0.8333333333333334,0.6190476190476191
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,12,triad_10,0.7916666666666666,0.6581196581196581
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,13,triad_08,0.7142857142857143,0.6971153846153846
window_60s_individual_engagement_base_all,all,engagement_target,QDA,13,triad_08,0.7142857142857143,0.6785714285714286
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),13,triad_08,0.6666666666666666,0.6100795755968169
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),13,triad_08,0.7619047619047619,0.6920821114369502
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,13,triad_08,0.6666666666666666,0.6100795755968169
window_60s_individual_engagement_base_all,all,engagement_target,kNN,13,triad_08,0.6666666666666666,0.6541176470588235
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,13,triad_08,0.6190476190476191,0.475
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,13,triad_08,0.7619047619047619,0.7214854111405835
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,14,dyad_11,0.45,0.44862155388471175
window_60s_individual_engagement_base_all,all,engagement_target,QDA,14,dyad_11,0.8,0.7916666666666667
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),14,dyad_11,0.85,0.849624060150376
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),14,dyad_11,0.55,0.52
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,14,dyad_11,0.8,0.7916666666666667
window_60s_individual_engagement_base_all,all,engagement_target,kNN,14,dyad_11,0.85,0.8465473145780051
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,14,dyad_11,0.75,0.7493734335839599
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,14,dyad_11,0.65,0.6419437340153453
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,15,dyad_06,0.45,0.41333333333333333
window_60s_individual_engagement_base_all,all,engagement_target,QDA,15,dyad_06,0.7,0.6000000000000001
window_60s_individual_engagement_base_all,all,engagement_target,SVM (rbf),15,dyad_06,0.65,0.561128526645768
window_60s_individual_engagement_base_all,all,engagement_target,SVM (linear),15,dyad_06,0.75,0.6415770609318996
window_60s_individual_engagement_base_all,all,engagement_target,Naive Bayes,15,dyad_06,0.9,0.803921568627451
window_60s_individual_engagement_base_all,all,engagement_target,kNN,15,dyad_06,0.65,0.561128526645768
window_60s_individual_engagement_base_all,all,engagement_target,Random Forest,15,dyad_06,0.5,0.45054945054945056
window_60s_individual_engagement_base_all,all,engagement_target,Logistic Regression,15,dyad_06,0.7,0.6000000000000001
window_60s_individual_engagement_base_all,all,engagement_target,Baseline Uniform,16,dyad_02,0.5882352941176471,0.4711111111111111
