analysis,group_split,target,model,fold,group,accuracy,f1_macro
segment_individual_engagement_base_T,T,engagement_target,QDA,4,triad_06,0.7245508982035929,0.6282423538521099
segment_individual_engagement_base_T,T,engagement_target,SVM (rbf),4,triad_06,0.7604790419161677,0.6038899430740038
segment_individual_engagement_base_T,T,engagement_target,SVM (linear),4,triad_06,0.8143712574850299,0.6292875044754744
segment_individual_engagement_base_T,T,engagement_target,Naive Bayes,4,triad_06,0.7005988023952096,0.6084958739684921
segment_individual_engagement_base_T,T,engagement_target,kNN,4,triad_06,0.6526946107784432,0.5589253187613843
segment_individual_engagement_base_T,T,engagement_target,Random Forest,4,triad_06,0.7245508982035929,0.6007276507276507
segment_individual_engagement_base_T,T,engagement_target,Logistic Regression,4,triad_06,0.8023952095808383,0.6053705692803437
segment_individual_engagement_base_T,T,engagement_target,Baseline Uniform,5,triad_08,0.5472972972972973,0.537995620369939
segment_individual_engagement_base_T,T,engagement_target,QDA,5,triad_08,0.5540540540540541,0.5473586654309546
segment_individual_engagement_base_T,T,engagement_target,SVM (rbf),5,triad_08,0.6216216216216216,0.5472027972027972
segment_individual_engagement_base_T,T,engagement_target,SVM (linear),5,triad_08,0.6216216216216216,0.5043062200956938
segment_individual_engagement_base_T,T,engagement_target,Naive Bayes,5,triad_08,0.5202702702702703,0.5197221079574021
segment_individual_engagement_base_T,T,engagement_target,kNN,5,triad_08,0.5945945945945946,0.565982404692082
segment_individual_engagement_base_T,T,engagement_target,Random Forest,5,triad_08,0.5472972972972973,0.5171171171171172
segment_individual_engagement_base_T,T,engagement_target,Logistic Regression,5,triad_08,0.6418918918918919,0.5742278673397383
segment_individual_engagement_base_T,T,engagement_target,Baseline Uniform,6,triad_05,0.5669291338582677,0.5243445692883895
segment_individual_engagement_base_T,T,engagement_target,QDA,6,triad_05,0.6929133858267716,0.6465424962534789
segment_individual_engagement_base_T,T,engagement_target,SVM (rbf),6,triad_05,0.7401574803149606,0.6267699706118087
segment_individual_engagement_base_T,T,engagement_target,SVM (linear),6,triad_05,0.7244094488188977,0.5938784833257196
segment_individual_engagement_base_T,T,engagement_target,Naive Bayes,6,triad_05,0.6535433070866141,0.613233665559247
segment_individual_engagement_base_T,T,engagement_target,kNN,6,triad_05,0.6850393700787402,0.5983554712207464
segment_individual_engagement_base_T,T,engagement_target,Random Forest,6,triad_05,0.7322834645669292,0.6449013157894736
segment_individual_engagement_base_T,T,engagement_target,Logistic Regression,6,triad_05,0.7086614173228346,0.6008663891956171
segment_individual_engagement_base_T,T,engagement_target,Baseline Uniform,7,triad_10,0.4636363636363636,0.4235722533084643
segment_individual_engagement_base_T,T,engagement_target,QDA,7,triad_10,0.5454545454545454,0.4974415204678363
segment_individual_engagement_base_T,T,engagement_target,SVM (rbf),7,triad_10,0.24545454545454545,0.242386523939922
segment_individual_engagement_base_T,T,engagement_target,SVM (linear),7,triad_10,0.15454545454545454,0.13385826771653545
segment_individual_engagement_base_T,T,engagement_target,Naive Bayes,7,triad_10,0.5909090909090909,0.5387195974280123
segment_individual_engagement_base_T,T,engagement_target,kNN,7,triad_10,0.34545454545454546,0.34350132625994695
segment_individual_engagement_base_T,T,engagement_target,Random Forest,7,triad_10,0.36363636363636365,0.3602525756065138
segment_individual_engagement_base_T,T,engagement_target,Logistic Regression,7,triad_10,0.32727272727272727,0.32705026455026454
segment_individual_engagement_base_T,T,engagement_target,Baseline Uniform,8,triad_12,0.5444444444444444,0.5314285714285715
segment_individual_engagement_base_T,T,engagement_target,QDA,8,triad_12,0.5666666666666667,0.5238095238095237
segment_individual_engagement_base_T,T,engagement_target,SVM (rbf),8,triad_12,0.6777777777777778,0.5703703703703704
segment_individual_engagement_base_T,T,engagement_target,SVM (linear),8,triad_12,0.6555555555555556,0.5536714125739881
segment_individual_engagement_base_T,T,engagement_target,Naive Bayes,8,triad_12,0.5333333333333333,0.49084051724137934
segment_individual_engagement_base_T,T,engagement_target,kNN,8,triad_12,0.6444444444444445,0.5673076923076923
segment_individual_engagement_base_T,T,engagement_target,Random Forest,8,triad_12,0.6,0.48863636363636365
segment_individual_engagement_base_T,T,engagement_target,Logistic Regression,8,triad_12,0.7,0.6214363608038636
segment_individual_engagement_base_T,T,engagement_target,Baseline Uniform,9,triad_07,0.5,0.47816711590296496
segment_individual_engagement_base_T,T,engagement_target,QDA,9,triad_07,0.5454545454545454,0.5336512983571807
segment_individual_engagement_base_T,T,engagement_target,SVM (rbf),9,triad_07,0.4659090909090909,0.4602636043325068
segment_individual_engagement_base_T,T,engagement_target,SVM (linear),9,triad_07,0.29545454545454547,0.23883928571428573
segment_individual_engagement_base_T,T,engagement_target,Naive Bayes,9,triad_07,0.5909090909090909,0.5730458221024258
segment_individual_engagement_base_T,T,engagement_target,kNN,9,triad_07,0.5,0.49974160206718343
segment_individual_engagement_base_T,T,engagement_target,Random Forest,9,triad_07,0.3977272727272727,0.3938921377517869
segment_individual_engagement_base_T,T,engagement_target,Logistic Regression,9,triad_07,0.3977272727272727,0.3842904290429043
segment_individual_engagement_base_T,T,engagement_target,Baseline Uniform,10,triad_11,0.47435897435897434,0.3217391304347826
segment_individual_engagement_base_T,T,engagement_target,QDA,10,triad_11,0.48717948717948717,0.3668831168831169
segment_individual_engagement_base_T,T,engagement_target,SVM (rbf),10,triad_11,0.6666666666666666,0.4341517857142857
segment_individual_engagement_base_T,T,engagement_target,SVM (linear),10,triad_11,0.6153846153846154,0.43587270973963355
segment_individual_engagement_base_T,T,engagement_target,Naive Bayes,10,triad_11,0.5641025641025641,0.3861111111111111
segment_individual_engagement_base_T,T,engagement_target,kNN,10,triad_11,0.5384615384615384,0.3737734165923283
segment_individual_engagement_base_T,T,engagement_target,Random Forest,10,triad_11,0.6025641025641025,0.45082898024074497
segment_individual_engagement_base_T,T,engagement_target,Logistic Regression,10,triad_11,0.6025641025641025,0.42904368358913814
segment_individual_engagement_base_T,T,engagement_target,Baseline Uniform,11,triad_02,0.5066666666666667,0.4688995215311005
segment_individual_engagement_base_T,T,engagement_target,QDA,11,triad_02,0.68,0.614065180102916
segment_individual_engagement_base_T,T,engagement_target,SVM (rbf),11,triad_02,0.76,0.6048009367681498
segment_individual_engagement_base_T,T,engagement_target,SVM (linear),11,triad_02,0.7733333333333333,0.592
segment_individual_engagement_base_T,T,engagement_target,Naive Bayes,11,triad_02,0.7066666666666667,0.625
segment_individual_engagement_base_T,T,engagement_target,kNN,11,triad_02,0.6533333333333333,0.5568181818181819
segment_individual_engagement_base_T,T,engagement_target,Random Forest,11,triad_02,0.6666666666666666,0.5515426931356135
segment_individual_engagement_base_T,T,engagement_target,Logistic Regression,11,triad_02,0.7866666666666666,0.6277915632754343
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,0,dyad_04,0.4895833333333333,0.46393162393162396
segment_group_task_engagement_base_all,all,task_engagement,QDA,0,dyad_04,0.4548611111111111,0.4537481123527635
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),0,dyad_04,0.7013888888888888,0.4796638655462185
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),0,dyad_04,0.7118055555555556,0.4855261175559047
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,0,dyad_04,0.4444444444444444,0.4444176513142031
segment_group_task_engagement_base_all,all,task_engagement,kNN,0,dyad_04,0.625,0.5213885640425925
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,0,dyad_04,0.6215277777777778,0.5108375535644721
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,0,dyad_04,0.6631944444444444,0.5100924188485347
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,1,dyad_03,0.4899598393574297,0.43125123648855235
segment_group_task_engagement_base_all,all,task_engagement,QDA,1,dyad_03,0.6305220883534136,0.4561253561253561
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),1,dyad_03,0.7871485943775101,0.4749970163503998
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),1,dyad_03,0.7911646586345381,0.4926332288401254
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,1,dyad_03,0.5100401606425703,0.4419091710758377
segment_group_task_engagement_base_all,all,task_engagement,kNN,1,dyad_03,0.6827309236947792,0.4688824688824689
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,1,dyad_03,0.7590361445783133,0.4621255760368664
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,1,dyad_03,0.7871485943775101,0.4583624050892674
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,2,triad_01,0.5701754385964912,0.56359375
segment_group_task_engagement_base_all,all,task_engagement,QDA,2,triad_01,0.5526315789473685,0.5513888888888889
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),2,triad_01,0.40789473684210525,0.3519317822928729
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),2,triad_01,0.41228070175438597,0.3548986486486486
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,2,triad_01,0.5526315789473685,0.5509384413377616
segment_group_task_engagement_base_all,all,task_engagement,kNN,2,triad_01,0.43859649122807015,0.435075493612079
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,2,triad_01,0.42543859649122806,0.395176477735253
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,2,triad_01,0.42105263157894735,0.3681027966742252
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,3,dyad_05,0.5246636771300448,0.5246541184041185
segment_group_task_engagement_base_all,all,task_engagement,QDA,3,dyad_05,0.57847533632287,0.5665425971877585
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),3,dyad_05,0.547085201793722,0.42119600133631435
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),3,dyad_05,0.5515695067264574,0.42995910020449896
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,3,dyad_05,0.600896860986547,0.6008647561588738
segment_group_task_engagement_base_all,all,task_engagement,kNN,3,dyad_05,0.5874439461883408,0.5133776091081594
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,3,dyad_05,0.57847533632287,0.4850137578616352
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,3,dyad_05,0.5560538116591929,0.44431020161594803
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,4,dyad_07,0.43414634146341463,0.4027526622463331
segment_group_task_engagement_base_all,all,task_engagement,QDA,4,dyad_07,0.6195121951219512,0.5311400422237861
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),4,dyad_07,0.6634146341463415,0.5405826756309071
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),4,dyad_07,0.6829268292682927,0.5480139751026085
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,4,dyad_07,0.6487804878048781,0.5716275830044114
segment_group_task_engagement_base_all,all,task_engagement,kNN,4,dyad_07,0.6097560975609756,0.5375592149785698
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,4,dyad_07,0.6390243902439025,0.5797318262411347
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,4,dyad_07,0.6731707317073171,0.5476104212641217
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,5,triad_13,0.5263157894736842,0.4242424242424242
segment_group_task_engagement_base_all,all,task_engagement,QDA,5,triad_13,0.6374269005847953,0.4941793893129771
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),5,triad_13,0.8830409356725146,0.5518867924528302
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),5,triad_13,0.8713450292397661,0.5421129503407984
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,5,triad_13,0.6140350877192983,0.5158716540837337
segment_group_task_engagement_base_all,all,task_engagement,kNN,5,triad_13,0.8538011695906432,0.6211785556047851
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,5,triad_13,0.8596491228070176,0.5004868549172347
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,5,triad_13,0.8771929824561403,0.5105629003679978
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,6,triad_14,0.5470588235294118,0.4513600737667128
segment_group_task_engagement_base_all,all,task_engagement,QDA,6,triad_14,0.6470588235294118,0.5178672716959728
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),6,triad_14,0.8588235294117647,0.6078431372549019
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),6,triad_14,0.8411764705882353,0.5700234192037471
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,6,triad_14,0.6352941176470588,0.5247113997113997
segment_group_task_engagement_base_all,all,task_engagement,kNN,6,triad_14,0.8117647058823529,0.6118721461187214
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,6,triad_14,0.8529411764705882,0.6209080367496209
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,6,triad_14,0.8470588235294118,0.5961257309941521
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,7,triad_09,0.514792899408284,0.4177310924369748
segment_group_task_engagement_base_all,all,task_engagement,QDA,7,triad_09,0.47928994082840237,0.41245259165613146
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),7,triad_09,0.8106508875739645,0.564993564993565
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),7,triad_09,0.8698224852071006,0.5976190476190476
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,7,triad_09,0.4319526627218935,0.3843351548269581
segment_group_task_engagement_base_all,all,task_engagement,kNN,7,triad_09,0.727810650887574,0.5669563279857398
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,7,triad_09,0.7988165680473372,0.587212643678161
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,7,triad_09,0.8461538461538461,0.5958425312729949
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,8,triad_06,0.49700598802395207,0.41354515050167223
segment_group_task_engagement_base_all,all,task_engagement,QDA,8,triad_06,0.5449101796407185,0.4895431145431146
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),8,triad_06,0.7544910179640718,0.47351018838908115
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),8,triad_06,0.8203592814371258,0.4815811258278146
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,8,triad_06,0.5149700598802395,0.467210209145693
segment_group_task_engagement_base_all,all,task_engagement,kNN,8,triad_06,0.6646706586826348,0.4939393939393939
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,8,triad_06,0.7365269461077845,0.5280061664953751
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,8,triad_06,0.7245508982035929,0.49193121693121694
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,9,triad_08,0.4527027027027027,0.40224382946896037
segment_group_task_engagement_base_all,all,task_engagement,QDA,9,triad_08,0.6283783783783784,0.5395667175745235
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),9,triad_08,0.35135135135135137,0.3483764446890479
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),9,triad_08,0.3783783783783784,0.37102734663710274
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,9,triad_08,0.668918918918919,0.562473604826546
segment_group_task_engagement_base_all,all,task_engagement,kNN,9,triad_08,0.36486486486486486,0.3553290083410565
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,9,triad_08,0.42567567567567566,0.4088068048310541
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,9,triad_08,0.39864864864864863,0.39060837381448066
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,10,dyad_06,0.5138888888888888,0.3743793445878848
segment_group_task_engagement_base_all,all,task_engagement,QDA,10,dyad_06,0.6319444444444444,0.4203691045796309
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),10,dyad_06,0.8888888888888888,0.47058823529411764
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),10,dyad_06,0.8888888888888888,0.47058823529411764
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,10,dyad_06,0.5208333333333334,0.39821936890557813
segment_group_task_engagement_base_all,all,task_engagement,kNN,10,dyad_06,0.7777777777777778,0.5149473684210526
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,10,dyad_06,0.8819444444444444,0.521033065936216
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,10,dyad_06,0.9027777777777778,0.4744525547445255
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,11,dyad_11,0.5074626865671642,0.37329931972789115
segment_group_task_engagement_base_all,all,task_engagement,QDA,11,dyad_11,0.6567164179104478,0.5278799019607843
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),11,dyad_11,0.8805970149253731,0.567741935483871
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),11,dyad_11,0.8880597014925373,0.6124927703875072
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,11,dyad_11,0.5298507462686567,0.4638978853114879
segment_group_task_engagement_base_all,all,task_engagement,kNN,11,dyad_11,0.8059701492537313,0.5620915032679739
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,11,dyad_11,0.835820895522388,0.5871148459383754
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,11,dyad_11,0.8805970149253731,0.6038433111603843
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,12,triad_05,0.5354330708661418,0.47838496345283676
segment_group_task_engagement_base_all,all,task_engagement,QDA,12,triad_05,0.6850393700787402,0.5822368421052632
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),12,triad_05,0.7559055118110236,0.4863666014350946
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),12,triad_05,0.7637795275590551,0.5358187134502924
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,12,triad_05,0.6535433070866141,0.5661490683229814
segment_group_task_engagement_base_all,all,task_engagement,kNN,12,triad_05,0.7244094488188977,0.5273790536948432
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,12,triad_05,0.7480314960629921,0.525233644859813
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,12,triad_05,0.7716535433070866,0.5607632677400118
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,13,dyad_10,0.4224137931034483,0.3089712812305504
segment_group_task_engagement_base_all,all,task_engagement,QDA,13,dyad_10,0.4827586206896552,0.3396584440227704
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),13,dyad_10,0.14655172413793102,0.13203839467916256
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),13,dyad_10,0.23275862068965517,0.19538617410957834
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,13,dyad_10,0.5948275862068966,0.372972972972973
segment_group_task_engagement_base_all,all,task_engagement,kNN,13,dyad_10,0.2413793103448276,0.20125195618153363
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,13,dyad_10,0.1896551724137931,0.16482843137254902
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,13,dyad_10,0.12931034482758622,0.1182358696470234
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,14,triad_10,0.4636363636363636,0.4505122343578021
segment_group_task_engagement_base_all,all,task_engagement,QDA,14,triad_10,0.6090909090909091,0.6082815734989648
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),14,triad_10,0.6545454545454545,0.5645833333333333
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),14,triad_10,0.6636363636363637,0.5885148114447478
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,14,triad_10,0.6,0.6
segment_group_task_engagement_base_all,all,task_engagement,kNN,14,triad_10,0.5818181818181818,0.4931891025641026
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,14,triad_10,0.6454545454545455,0.6002236511042773
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,14,triad_10,0.6454545454545455,0.5272727272727273
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,15,triad_12,0.4888888888888889,0.44976076555023925
segment_group_task_engagement_base_all,all,task_engagement,QDA,15,triad_12,0.6888888888888889,0.6296296296296297
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),15,triad_12,0.7444444444444445,0.4989106753812636
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),15,triad_12,0.7666666666666667,0.590820523922927
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,15,triad_12,0.7222222222222222,0.6727272727272727
segment_group_task_engagement_base_all,all,task_engagement,kNN,15,triad_12,0.7555555555555555,0.6330615270570793
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,15,triad_12,0.7555555555555555,0.5819256756756757
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,15,triad_12,0.7777777777777778,0.5504495504495505
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,16,triad_07,0.5568181818181818,0.5521336291269738
segment_group_task_engagement_base_all,all,task_engagement,QDA,16,triad_07,0.5909090909090909,0.5900621118012422
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),16,triad_07,0.6818181818181818,0.5989583333333334
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),16,triad_07,0.6818181818181818,0.5879598662207358
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,16,triad_07,0.6136363636363636,0.611831862999481
segment_group_task_engagement_base_all,all,task_engagement,kNN,16,triad_07,0.625,0.5718708536045998
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,16,triad_07,0.6704545454545454,0.6165289256198347
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,16,triad_07,0.6931818181818182,0.6081147946561108
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,17,triad_11,0.5,0.4062073004099161
segment_group_task_engagement_base_all,all,task_engagement,QDA,17,triad_11,0.6666666666666666,0.5764411027568922
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),17,triad_11,0.8461538461538461,0.6231884057971014
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),17,triad_11,0.8461538461538461,0.5821428571428571
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,17,triad_11,0.6410256410256411,0.5568181818181819
segment_group_task_engagement_base_all,all,task_engagement,kNN,17,triad_11,0.8076923076923077,0.6175220660346519
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,17,triad_11,0.7692307692307693,0.5568181818181819
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,17,triad_11,0.8846153846153846,0.6223776223776224
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,18,triad_02,0.49333333333333335,0.3716931216931217
segment_group_task_engagement_base_all,all,task_engagement,QDA,18,triad_02,0.7066666666666667,0.5169789227166276
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),18,triad_02,0.92,0.4791666666666667
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),18,triad_02,0.9066666666666666,0.4755244755244755
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,18,triad_02,0.64,0.4755244755244755
segment_group_task_engagement_base_all,all,task_engagement,kNN,18,triad_02,0.8133333333333334,0.5580808080808081
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,18,triad_02,0.8933333333333333,0.47183098591549294
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,18,triad_02,0.8933333333333333,0.5714285714285714
segment_group_task_engagement_base_all,all,task_engagement,Baseline Uniform,19,dyad_02,0.5571428571428572,0.5413231874867892
segment_group_task_engagement_base_all,all,task_engagement,QDA,19,dyad_02,0.6714285714285714,0.6508349598785512
segment_group_task_engagement_base_all,all,task_engagement,SVM (rbf),19,dyad_02,0.6857142857142857,0.4468390804597701
segment_group_task_engagement_base_all,all,task_engagement,SVM (linear),19,dyad_02,0.6857142857142857,0.4067796610169492
segment_group_task_engagement_base_all,all,task_engagement,Naive Bayes,19,dyad_02,0.6428571428571429,0.6144525225820665
segment_group_task_engagement_base_all,all,task_engagement,kNN,19,dyad_02,0.6857142857142857,0.5886752136752137
segment_group_task_engagement_base_all,all,task_engagement,Random Forest,19,dyad_02,0.6714285714285714,0.5235276709085528
segment_group_task_engagement_base_all,all,task_engagement,Logistic Regression,19,dyad_02,0.7,0.4886956521739131
segment_group_task_engagement_base_D,D,task_engagement,Baseline Uniform,0,dyad_04,0.4895833333333333,0.46393162393162396
segment_group_task_engagement_base_D,D,task_engagement,QDA,0,dyad_04,0.3680555555555556,0.36112329969284773
segment_group_task_engagement_base_D,D,task_engagement,SVM (rbf),0,dyad_04,0.6944444444444444,0.49857549857549854
segment_group_task_engagement_base_D,D,task_engagement,SVM (linear),0,dyad_04,0.7118055555555556,0.4855261175559047
segment_group_task_engagement_base_D,D,task_engagement,Naive Bayes,0,dyad_04,0.4027777777777778,0.40043572984749454
segment_group_task_engagement_base_D,D,task_engagement,kNN,0,dyad_04,0.5555555555555556,0.4859151001282981
segment_group_task_engagement_base_D,D,task_engagement,Random Forest,0,dyad_04,0.5868055555555556,0.5084266842611053
segment_group_task_engagement_base_D,D,task_engagement,Logistic Regression,0,dyad_04,0.6388888888888888,0.5139871486986435
segment_group_task_engagement_base_D,D,task_engagement,Baseline Uniform,1,dyad_03,0.4899598393574297,0.43125123648855235
segment_group_task_engagement_base_D,D,task_engagement,QDA,1,dyad_03,0.357429718875502,0.35366645035691113
segment_group_task_engagement_base_D,D,task_engagement,SVM (rbf),1,dyad_03,0.7831325301204819,0.4567711700064641
segment_group_task_engagement_base_D,D,task_engagement,SVM (linear),1,dyad_03,0.7911646586345381,0.4926332288401254
segment_group_task_engagement_base_D,D,task_engagement,Naive Bayes,1,dyad_03,0.36947791164658633,0.3668637136610252
segment_group_task_engagement_base_D,D,task_engagement,kNN,1,dyad_03,0.678714859437751,0.5206006931074316
segment_group_task_engagement_base_D,D,task_engagement,Random Forest,1,dyad_03,0.7269076305220884,0.5131124913733609
segment_group_task_engagement_base_D,D,task_engagement,Logistic Regression,1,dyad_03,0.7911646586345381,0.476890756302521
segment_group_task_engagement_base_D,D,task_engagement,Baseline Uniform,2,dyad_05,0.5246636771300448,0.5246541184041185
segment_group_task_engagement_base_D,D,task_engagement,QDA,2,dyad_05,0.5695067264573991,0.5688043828553013
segment_group_task_engagement_base_D,D,task_engagement,SVM (rbf),2,dyad_05,0.5291479820627802,0.38486798896624197
segment_group_task_engagement_base_D,D,task_engagement,SVM (linear),2,dyad_05,0.5515695067264574,0.42995910020449896
segment_group_task_engagement_base_D,D,task_engagement,Naive Bayes,2,dyad_05,0.6098654708520179,0.6036163040147104
segment_group_task_engagement_base_D,D,task_engagement,kNN,2,dyad_05,0.5515695067264574,0.45715676728334953
segment_group_task_engagement_base_D,D,task_engagement,Random Forest,2,dyad_05,0.5381165919282511,0.42185808854992574
segment_group_task_engagement_base_D,D,task_engagement,Logistic Regression,2,dyad_05,0.547085201793722,0.41488062764658507
segment_group_task_engagement_base_D,D,task_engagement,Baseline Uniform,3,dyad_07,0.43414634146341463,0.4027526622463331
segment_group_task_engagement_base_D,D,task_engagement,QDA,3,dyad_07,0.6048780487804878,0.5456784043339079
segment_group_task_engagement_base_D,D,task_engagement,SVM (rbf),3,dyad_07,0.6341463414634146,0.5073536479861578
segment_group_task_engagement_base_D,D,task_engagement,SVM (linear),3,dyad_07,0.6829268292682927,0.5480139751026085
segment_group_task_engagement_base_D,D,task_engagement,Naive Bayes,3,dyad_07,0.6097560975609756,0.5456560283687943
segment_group_task_engagement_base_D,D,task_engagement,kNN,3,dyad_07,0.5804878048780487,0.5268892228424217
segment_group_task_engagement_base_D,D,task_engagement,Random Forest,3,dyad_07,0.5756097560975609,0.5297793245274065
segment_group_task_engagement_base_D,D,task_engagement,Logistic Regression,3,dyad_07,0.7024390243902439,0.5993143003620751
segment_group_task_engagement_base_D,D,task_engagement,Baseline Uniform,4,dyad_06,0.5138888888888888,0.3743793445878848
