analysis,target,model,metric,n_folds,mean_model,std_model,mean_baseline,std_baseline,t_stat,p_value,normal_model_p,normal_baseline_p,p_value_adj,significant
group_task_engagement,task_engagement,linear_pca,r2,25,-0.5119225451389596,1.8417022778058438,-1.0771795292648234,3.4501462924383772,1.7228327949420033,0.09778203076333483,3.3558726956543375e-09,1.2192443408327295e-09,0.3911281230533393,False
group_task_engagement,task_engagement,logistic_pca,auc,24,0.6852922243892018,0.0836120583654579,0.4985075198442215,0.01663457680892776,11.269101925099667,7.664290826981576e-11,0.01643932638415595,0.3315550042448282,3.0657163307926304e-10,True
individual_engagement,engagement_target,linear_pca,r2,25,-0.24636860953497716,0.8693884649087836,-0.5229542924890821,1.2376805653052074,2.1922466229967807,0.03829742858262434,6.853691283471148e-07,6.535681360145721e-09,0.15318971433049736,False
individual_engagement,engagement_target,logistic_pca,auc,25,0.7006181016383772,0.1313220974457294,0.4980159525521234,0.017670550862221544,7.556142365379391,8.537268288159571e-08,0.0198341731660015,2.8744521092207647e-05,3.4149073152638283e-07,True
