analysis,target,model,metric,n_folds,mean_model,std_model,mean_baseline,std_baseline,t_stat,p_value,normal_model_p,normal_baseline_p,p_value_adj,significant
group_task_engagement,task_engagement,linear_pca,r2,25,-0.8414574297162494,2.7954649922501877,-1.0771795292648234,3.4501462924383772,1.787941389902906,0.08641996383993794,1.267022468447229e-09,1.2192443408327295e-09,0.34567985535975176,False
group_task_engagement,task_engagement,logistic_pca,auc,24,0.6049541951305063,0.057091557164701455,0.4985075198442215,0.01663457680892776,9.765360948309194,1.1942390044178826e-09,0.5480724178698767,0.3315550042448282,4.7769560176715305e-09,True
individual_engagement,engagement_target,linear_pca,r2,25,-0.31644840351995907,1.0773912062042459,-0.5229542924890821,1.2376805653052074,3.9763320228267856,0.000559370126672935,1.8258294683310625e-08,6.535681360145721e-09,0.00223748050669174,True
individual_engagement,engagement_target,logistic_pca,auc,25,0.690629771065159,0.133188013100715,0.4980159525521234,0.017670550862221544,7.09055354749931,2.4931569065998536e-07,0.09578156481605517,2.8744521092207647e-05,9.972627626399414e-07,True
