fold,session,analysis,target,model,metric,score,baseline_score
1,recording_dyad_03,group_task_engagement,task_engagement,logistic_pca,auc,0.5190033783783784,0.44307432432432436
2,recording_triad_03,group_task_engagement,task_engagement,linear_pca,r2,0.11503118387013589,-0.009657314756238211
2,recording_triad_03,group_task_engagement,task_engagement,logistic_pca,auc,0.6587231538687849,0.4602824360105914
3,recording_triad_01,group_task_engagement,task_engagement,linear_pca,r2,-0.08312492479138789,-0.2219370155464444
3,recording_triad_01,group_task_engagement,task_engagement,logistic_pca,auc,0.6167541068203319,0.5504859379031564
4,recording_dyad_05,group_task_engagement,task_engagement,linear_pca,r2,0.036143570476174114,-0.02237431876717566
4,recording_dyad_05,group_task_engagement,task_engagement,logistic_pca,auc,0.5796703296703297,0.5175241425241425
5,recording_dyad_08,group_task_engagement,task_engagement,linear_pca,r2,-0.1195104269217302,-0.029944961122618574
5,recording_dyad_08,group_task_engagement,task_engagement,logistic_pca,auc,0.5210263720598717,0.47062417269117196
6,recording_triad_06,group_task_engagement,task_engagement,linear_pca,r2,-0.025498625746248615,-2.0199189744607438e-05
6,recording_triad_06,group_task_engagement,task_engagement,logistic_pca,auc,0.5835609423011268,0.5308979173779448
7,recording_dyad_07,group_task_engagement,task_engagement,linear_pca,r2,-0.2069872348827817,-0.05536374284584222
7,recording_dyad_07,group_task_engagement,task_engagement,logistic_pca,auc,0.6207219878105955,0.4738396624472574
8,recording_dyad_06,group_task_engagement,task_engagement,linear_pca,r2,0.06833230436221116,-0.0651019006549125
8,recording_dyad_06,group_task_engagement,task_engagement,logistic_pca,auc,0.6607100591715976,0.5115384615384615
9,recording_triad_14,group_task_engagement,task_engagement,linear_pca,r2,-0.16107307718268515,-0.11508331835918573
9,recording_triad_14,group_task_engagement,task_engagement,logistic_pca,auc,0.6711525649566955,0.4562958027981346
10,recording_triad_13,group_task_engagement,task_engagement,linear_pca,r2,-0.3072950020820413,-0.4098821932047023
10,recording_triad_13,group_task_engagement,task_engagement,logistic_pca,auc,0.5421928817451206,0.5287743972445466
11,recording_triad_09,group_task_engagement,task_engagement,linear_pca,r2,-0.7669187214912936,-0.5702683592933548
11,recording_triad_09,group_task_engagement,task_engagement,logistic_pca,auc,0.5556663343303423,0.4654370222665337
12,recording_triad_05,group_task_engagement,task_engagement,linear_pca,r2,0.06350550697035484,-0.03853984383968512
12,recording_triad_05,group_task_engagement,task_engagement,logistic_pca,auc,0.6561224489795918,0.4571428571428572
13,recording_triad_08,group_task_engagement,task_engagement,linear_pca,r2,-2.1949861615549953,-3.2407079269458663
13,recording_triad_08,group_task_engagement,task_engagement,logistic_pca,auc,0.6554054054054055,0.46621621621621623
