analysis,target,model,metric,n_folds,mean_model,std_model,mean_baseline,std_baseline,t_stat,p_value,normal_model_p,normal_baseline_p,p_value_adj,significant
group_task_engagement,task_engagement,linear,r2,20,-4.866569423220994,16.610597784282263,-1.3377536428378805,4.022097705309718,-0.9417660517115801,0.3581335491074955,9.122495285235046e-09,1.797912491167531e-08,1.0,False
group_task_engagement,task_engagement,logistic,auc,19,0.5879779165791921,0.050864123302385426,0.5018701899429657,0.017879481313127495,6.469742029414148,4.369214517922017e-06,0.9955906283486223,0.45399889522586306,1.7476858071688068e-05,True
individual_engagement,engagement_target,linear,r2,20,-4.402389836532568,16.26550049714339,-0.611696373532171,1.4075654329788132,-1.0399070254784755,0.3114362269148867,6.252494491754394e-09,1.3285156715564373e-07,1.0,False
individual_engagement,engagement_target,logistic,auc,20,0.6200108485337064,0.10716890377445487,0.49861172850984914,0.021213380268559682,4.861186522275146,0.00010847750561099721,0.05818003808206139,0.45779680393595495,0.00043391002244398886,True
