,task_eng,std,seconds
0,0.0,0.0,0.0
1,0.0,0.0,0.011111111111111112
2,0.0,0.0,0.022222222222222223
3,0.0,0.0,0.03333333333333333
4,0.0,0.0,0.044444444444444446
5,0.0,0.0,0.05555555555555556
6,0.0,0.0,0.06666666666666667
7,0.0,0.0,0.07777777777777778
8,0.0,0.0,0.08888888888888889
9,0.0,0.0,0.1
10,0.0,0.0,0.11111111111111112
11,0.0,0.0,0.12222222222222223
12,0.0,0.0,0.13333333333333333
13,0.0,0.0,0.14444444444444446
14,0.0,0.0,0.15555555555555556
15,0.0,0.0,0.16666666666666669
16,0.0,0.0,0.17777777777777778
17,0.0,0.0,0.18888888888888888
18,0.0,0.0,0.2
19,0.0,0.0,0.2111111111111111
20,0.0,0.0,0.22222222222222224
21,0.0,0.0,0.23333333333333334
22,0.0,0.0,0.24444444444444446
23,0.0,0.0,0.2555555555555556
24,0.0,0.0,0.26666666666666666
25,5.734266666666676e-05,8.109477690263973e-05,0.2777777777777778
26,8.6014e-05,0.00012164216535395939,0.2888888888888889
27,8.6014e-05,0.00012164216535395939,0.3
28,8.6014e-05,0.00012164216535395939,0.3111111111111111
29,8.6014e-05,0.00012164216535395939,0.32222222222222224
30,8.6014e-05,0.00012164216535395939,0.33333333333333337
31,8.6014e-05,0.00012164216535395939,0.34444444444444444
32,8.6014e-05,0.00012164216535395939,0.35555555555555557
33,8.6014e-05,0.00012164216535395939,0.3666666666666667
34,8.6014e-05,0.00012164216535395939,0.37777777777777777
35,8.6014e-05,0.00012164216535395939,0.3888888888888889
36,8.6014e-05,0.00012164216535395939,0.4
37,8.6014e-05,0.00012164216535395939,0.41111111111111115
38,8.6014e-05,0.00012164216535395939,0.4222222222222222
39,8.6014e-05,0.00012164216535395939,0.43333333333333335
40,8.6014e-05,0.00012164216535395939,0.4444444444444445
41,8.6014e-05,0.00012164216535395939,0.45555555555555555
42,8.6014e-05,0.00012164216535395939,0.4666666666666667
43,8.6014e-05,0.00012164216535395939,0.4777777777777778
44,8.6014e-05,0.00012164216535395939,0.48888888888888893
45,8.6014e-05,0.00012164216535395939,0.5
46,8.6014e-05,0.00012164216535395939,0.5111111111111112
47,8.6014e-05,0.00012164216535395939,0.5222222222222223
48,8.6014e-05,0.00012164216535395939,0.5333333333333333
49,8.6014e-05,0.00012164216535395939,0.5444444444444445
50,8.6014e-05,0.00012164216535395939,0.5555555555555556
51,8.6014e-05,0.00012164216535395939,0.5666666666666667
52,8.6014e-05,0.00012164216535395939,0.5777777777777778
53,8.6014e-05,0.00012164216535395939,0.5888888888888889
54,8.6014e-05,0.00012164216535395939,0.6
55,8.6014e-05,0.00012164216535395939,0.6111111111111112
56,8.6014e-05,0.00012164216535395939,0.6222222222222222
57,8.6014e-05,0.00012164216535395939,0.6333333333333333
58,8.6014e-05,0.00012164216535395939,0.6444444444444445
59,8.6014e-05,0.00012164216535395939,0.6555555555555556
60,8.6014e-05,0.00012164216535395939,0.6666666666666667
61,8.6014e-05,0.00012164216535395939,0.6777777777777778
62,8.6014e-05,0.00012164216535395939,0.6888888888888889
63,8.6014e-05,0.00012164216535395939,0.7000000000000001
64,8.6014e-05,0.00012164216535395939,0.7111111111111111
65,8.6014e-05,0.00012164216535395939,0.7222222222222222
66,8.6014e-05,0.00012164216535395939,0.7333333333333334
67,8.6014e-05,0.00012164216535395939,0.7444444444444445
68,8.6014e-05,0.00012164216535395939,0.7555555555555555
69,8.6014e-05,0.00012164216535395939,0.7666666666666667
70,8.6014e-05,0.00012164216535395939,0.7777777777777778
71,8.6014e-05,0.00012164216535395939,0.788888888888889
72,8.6014e-05,0.00012164216535395939,0.8
73,8.6014e-05,0.00012164216535395939,0.8111111111111111
74,8.6014e-05,0.00012164216535395939,0.8222222222222223
75,8.6014e-05,0.00012164216535395939,0.8333333333333334
76,8.6014e-05,0.00012164216535395939,0.8444444444444444
77,8.6014e-05,0.00012164216535395939,0.8555555555555556
78,8.6014e-05,0.00012164216535395939,0.8666666666666667
79,8.6014e-05,0.00012164216535395939,0.8777777777777778
80,8.6014e-05,0.00012164216535395939,0.888888888888889
81,8.6014e-05,0.00012164216535395939,0.9
82,8.6014e-05,0.00012164216535395939,0.9111111111111111
83,8.6014e-05,0.00012164216535395939,0.9222222222222223
84,8.6014e-05,0.00012164216535395939,0.9333333333333333
85,8.6014e-05,0.00012164216535395939,0.9444444444444445
86,8.6014e-05,0.00012164216535395939,0.9555555555555556
87,8.6014e-05,0.00012164216535395939,0.9666666666666667
88,8.6014e-05,0.00012164216535395939,0.9777777777777779
89,8.6014e-05,0.00012164216535395939,0.9888888888888889
90,8.6014e-05,0.00012164216535395939,1.0
91,8.6014e-05,0.00012164216535395939,1.011111111111111
92,8.6014e-05,0.00012164216535395939,1.0222222222222224
93,8.6014e-05,0.00012164216535395939,1.0333333333333334
94,8.6014e-05,0.00012164216535395939,1.0444444444444445
95,8.6014e-05,0.00012164216535395939,1.0555555555555556
96,8.6014e-05,0.00012164216535395939,1.0666666666666667
97,8.6014e-05,0.00012164216535395939,1.0777777777777777
98,8.6014e-05,0.00012164216535395939,1.088888888888889
99,8.6014e-05,0.00012164216535395939,1.1
100,8.6014e-05,0.00012164216535395939,1.1111111111111112
101,8.6014e-05,0.00012164216535395939,1.1222222222222222
102,8.6014e-05,0.00012164216535395939,1.1333333333333333
103,8.6014e-05,0.00012164216535395939,1.1444444444444446
104,8.6014e-05,0.00012164216535395939,1.1555555555555557
105,8.6014e-05,0.00012164216535395939,1.1666666666666667
106,8.6014e-05,0.00012164216535395939,1.1777777777777778
107,8.6014e-05,0.00012164216535395939,1.1888888888888889
108,8.6014e-05,0.00012164216535395939,1.2
109,8.6014e-05,0.00012164216535395939,1.2111111111111112
110,8.6014e-05,0.00012164216535395939,1.2222222222222223
111,8.6014e-05,0.00012164216535395939,1.2333333333333334
112,8.6014e-05,0.00012164216535395939,1.2444444444444445
113,8.6014e-05,0.00012164216535395939,1.2555555555555555
114,8.6014e-05,0.00012164216535395939,1.2666666666666666
115,8.6014e-05,0.00012164216535395939,1.277777777777778
116,8.6014e-05,0.00012164216535395939,1.288888888888889
117,8.6014e-05,0.00012164216535395939,1.3
118,8.6014e-05,0.00012164216535395939,1.3111111111111111
119,8.6014e-05,0.00012164216535395939,1.3222222222222222
120,8.6014e-05,0.00012164216535395939,1.3333333333333335
121,8.6014e-05,0.00012164216535395939,1.3444444444444446
122,8.6014e-05,0.00012164216535395939,1.3555555555555556
123,8.6014e-05,0.00012164216535395939,1.3666666666666667
124,8.6014e-05,0.00012164216535395939,1.3777777777777778
125,8.6014e-05,0.00012164216535395939,1.3888888888888888
126,8.6014e-05,0.00012164216535395939,1.4000000000000001
127,8.6014e-05,0.00012164216535395939,1.4111111111111112
128,8.6014e-05,0.00012164216535395939,1.4222222222222223
129,8.6014e-05,0.00012164216535395939,1.4333333333333333
130,8.6014e-05,0.00012164216535395939,1.4444444444444444
131,8.6014e-05,0.00012164216535395939,1.4555555555555557
132,8.6014e-05,0.00012164216535395939,1.4666666666666668
133,8.6014e-05,0.00012164216535395939,1.4777777777777779
134,8.6014e-05,0.00012164216535395939,1.488888888888889
135,8.6014e-05,0.00012164216535395939,1.5
136,8.6014e-05,0.00012164216535395939,1.511111111111111
137,8.6014e-05,0.00012164216535395939,1.5222222222222224
138,8.6014e-05,0.00012164216535395939,1.5333333333333334
139,8.6014e-05,0.00012164216535395939,1.5444444444444445
140,8.6014e-05,0.00012164216535395939,1.5555555555555556
141,8.6014e-05,0.00012164216535395939,1.5666666666666667
142,8.6014e-05,0.00012164216535395939,1.577777777777778
143,8.6014e-05,0.00012164216535395939,1.588888888888889
144,8.6014e-05,0.00012164216535395939,1.6
145,8.6014e-05,0.00012164216535395939,1.6111111111111112
146,8.6014e-05,0.00012164216535395939,1.6222222222222222
147,8.6014e-05,0.00012164216535395939,1.6333333333333333
148,8.6014e-05,0.00012164216535395939,1.6444444444444446
149,8.6014e-05,0.00012164216535395939,1.6555555555555557
150,8.6014e-05,0.00012164216535395939,1.6666666666666667
151,8.6014e-05,0.00012164216535395939,1.6777777777777778
152,8.6014e-05,0.00012164216535395939,1.6888888888888889
153,8.6014e-05,0.00012164216535395939,1.7
154,8.6014e-05,0.00012164216535395939,1.7111111111111112
155,8.6014e-05,0.00012164216535395939,1.7222222222222223
